"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOQRVHKLLPCDEJMDB00604290";3;2016;46;1;30;13500;6750;1;1243;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;1;2;2;0;98;0;0;0;801
"TQRMNOQYRHKMKSCDEKGEH00599982";3;2016;50;1;46;25400;25400;1;45;4;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;36
"TQRMNORTWHJLKRCDEJLCH00639728";3;2016;45;1;26;27000;27000;1;94;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;98
"TQRMNOSPXHKLLQCDEJLCH00599905";3;2016;45;1;26;18000;18000;1;154;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1;"";3;2;"";4;1;1;1;"";1;1;1;2;2;2;2;96;0;98;0;0;0;141
"TQRMNORWUHKNKSCDEJODJ00597820";3;2016;48;1;38;8000;2666,67;1;146;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;1;"";3;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;146
"TQRMNOPQQHKMKSCDEKGEH00599980";3;2016;50;1;46;3900;1950;1;41;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;36
"TQRMNOPQUHKMKSCDEKGEH00600030";3;2016;50;1;46;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;3;4;0;0;36
"TQRMNOQPUHKLLQCDEJLCH00599907";3;2016;45;1;26;22000;3142,86;1;143;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;7;1;6;1;"";1;2;"";6;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;141
"TQRMNOQWQHJLKTCDEJLCH00639756";3;2016;45;1;26;6300;6300;1;222;2;1;2;0;1;2;2;2;0;2;0;2;"";1;"";1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;97;0;1;0;0;0;209
"TQRMNOQXSHKMKRCDELIJB00600832";3;2016;62;1;90;18800;6266,67;1;205;2;2;2;0;1;1;2;2;0;2;0;8;"";2;"";2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;"";4;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;187
"TQRMNOQXSHKMKRCDELIJB00600832";3;2016;62;2;90;15000;5000;1;196;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";4;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;187
"TQRMNOQXSHKMKRCDELIJB00600832";3;2016;62;3;90;7800;2600;1;202;1;1;2;0;1;1;2;2;0;2;0;6;"";2;"";2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;1;"";4;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;187
"TQRMNORQPHKLLTCDEJMDB00603970";3;2016;46;1;30;9000;9000;1;351;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;292
"TQRMNORXXHKMLOCDEJKCD00604736";3;2016;44;1;22;22000;5500;1;1266;4;3;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1;"";4;1;"";4;1;1;4;"tanque cisterna";1;1;1;2;2;2;2;96;0;98;0;0;0;1236
"TQRMNORQRHKOKRCDEJMDB00604194";3;2016;46;1;30;6445;920,71;1;154;1;1;2;0;1;2;2;2;0;2;0;2;"";2;"";4;1;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;7;3;4;1;"";1;2;"";4;2;2;2;"";2;0;0;0;2;2;2;1;0;98;0;0;0;170
"TQRMNOPWSHKKKUCDEJLCH00639911";3;2016;45;1;26;21000;21000;1;217;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;1;"";1;1;"";6;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;200
"TQTMNORQTHKOKRCDEJMDB00604201";3;2016;46;1;30;5000;5000;1;178;1;1;2;0;1;2;2;2;0;2;0;2;"";2;"";4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";1;3;"";4;2;2;1;"";2;0;0;0;2;2;2;1;0;98;0;0;0;170
"TQRMNOPQSHKKKUCDEJKCD00604336";3;2016;44;1;22;3000;750;1;438;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;345
"TQRMNOPYWHKLMPCDEJLCH00599621";3;2016;45;1;26;8100;2700;1;171;3;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;3;0;3;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;189
"TQRMNOQVVHKKKUCDEJKCD00604330";3;2016;44;1;22;8000;2666,67;1;386;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;345
"TQRMNOPYYHKLMPCDEJLCH00599751";3;2016;45;1;26;41200;20600;1;205;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;189
"TQRMNOQWPHKKKUCDEJKCD00604356";3;2016;44;1;22;23000;7666,67;1;389;3;2;2;0;2;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;345
"TQRMNOQPPHKLMPCDEJLCH00599566";3;2016;45;1;26;20500;10250;1;184;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;189
"TQRMNORWXHKLMPCDEJLCH00599800";3;2016;45;1;26;12000;6000;1;207;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;189
"TQRMNOPYSHKLLPCDEJLCH00599755";3;2016;45;1;26;13000;13000;1;111;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;109
"TQRMNOPTQHKOKQCDEJKCD00604361";3;2016;44;1;22;3000;1000;1;238;4;2;1;1;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;202
"TQRMNORRXHKOKQCDEJKCD00604342";3;2016;44;1;22;10000;3333,33;1;184;2;1;2;0;2;2;2;0;0;0;0;3;"";2;"";3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";2;2;"";4;1;3;4;"bidones familiares";1;2;3;4;2;2;2;1;0;98;0;0;0;202
"TQRMNORRYHKOKQCDEJKCD00604367";3;2016;44;1;22;7800;3900;1;188;4;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;2;2;2;2;2;97;0;98;0;0;0;202
"TQRMNOPVQHKKLLCDEJLCH00599829";3;2016;45;1;26;25000;6250;1;122;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;98
"TQRMNOPVRHKKLLCDEJLCH00599802";3;2016;45;1;26;40000;13333,33;1;118;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;98
"TQRMNOPVTHKKLLCDEJLCH00599608";3;2016;45;1;26;62000;10333,33;1;106;3;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;2;2;2;6;1;5;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;4;0;0;0;98
"TQRMNOQVVHKKLLCDEJLCH00599724";3;2016;45;1;26;29000;9666,67;1;116;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;98
