"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V3";"V4";"V6";"V7";"V8";"V9";"V10";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA";"V2_01";"V21_01";"V22_01";"V2_02";"V21_02";"V22_02";"V2_03";"V21_03";"V22_03";"V5_01";"V5_02";"V5_03";"V11_01";"V11_02"
"TQRMNOQSPHJNNQCDEIIAD00862138";3;2024;32;1;2;2400000;2400000;1;2098;4;1;2;0;1;1;1;2;0;1;1;1;"";1;"";1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;1;0;0;0;1544;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQVYHMLNUCDEIIAD00854960";3;2024;32;2;2;670000;223333,33;1;292;3;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;6;"NO MARCO EL ENC";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;3;0;0;0;205;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOQWPHLNNTCDEIIAD00812098";3;2024;32;1;2;495000;495000;1;4325;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;3112;2;2;2;1;1;1;2;2;2;2;2;2;2;2
"TQRMNOPPSHMMOLCDEIIAD00812099";3;2024;32;1;2;2125000;1062500;1;1494;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;816;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSTYHLLNUCDEIIAD00861783";3;2024;32;1;2;650000;650000;1;86;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;53;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSPVHJNNTCDEIIAD00862151";3;2024;32;1;2;6500000;2166666,67;1;6424;3;2;2;0;1;1;1;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;4551;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSPYHJNNTCDEIIAD00862152";3;2024;32;1;2;700000;700000;1;2314;3;1;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1671;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQQTHMNOMCDEIIAD00812100";3;2024;32;1;2;1785000;892500;1;4883;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2737;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOWQSHLNOMCDEIIAD00866902";3;2024;32;1;2;500000;500000;1;2856;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2837;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPXUHMNONCDEIIAD00812102";3;2024;32;2;2;600000;600000;1;1697;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1382;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPTXHKNOOCDEIIAD00866903";3;2024;32;1;2;1450000;1450000;1;1989;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1436;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPSUHJMOMCDEIIAD00861789";3;2024;32;1;2;7000000;1750000;1;3167;6;3;1;1;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";6;1;"";3;1;1;1;"";1;1;1;1;2;2;2;96;0;1;2;0;0;1263;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSRWHJLONCDEIIAD00861790";3;2024;32;1;2;1800000;600000;1;5825;5;2;1;2;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;3;1;2;1;"";5;1;"";1;2;1;1;"";1;1;1;1;2;1;2;1;2;98;0;0;0;2944;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSRXHJLONCDEIIAD00862247";3;2024;32;1;2;1071931;535965,5;1;3429;3;2;2;0;1;2;2;2;0;1;1;1;"";1;"";1;1;1;2;2;2;1;2;2;2;1;2;2;1;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;1;2;2;0;1;0;0;0;1582;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORTWHJKOOCDEIIAD00866904";3;2024;32;1;2;0;0;1;0;3;2;2;0;2;2;2;0;0;0;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;483;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTRPHJKOOCDEIIAD00866905";3;2024;32;1;2;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;2;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;1317;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOTRRHJKOOCDEIIAD00866906";3;2024;32;1;2;450000;450000;1;1463;3;1;2;0;1;1;2;2;0;2;0;2;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1296;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQYPHLKOPCDEIIAD00806863";3;2024;32;1;2;1425000;1425000;1;628;4;1;2;0;1;2;2;2;0;2;0;1;"";4;"electricidad";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;450;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORSRHJMOPCDEIIAD00866907";3;2024;32;1;2;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;1200;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORVYHKNOQCDEIIAD00866908";3;2024;32;1;2;700000;700000;1;1832;3;1;2;0;1;2;2;2;0;2;0;2;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1596;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQSTHJKKMCDEIJAH00861791";3;2024;33;1;6;1200000;400000;1;5963;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;2937;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORTYHLOLRCDEIJAH00812675";3;2024;33;1;6;800000;800000;1;1424;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;1165;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQTUHLOLSCDEIJAH00866909";3;2024;33;1;6;860000;286666,67;1;3492;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;1412;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSYYHLOLSCDEIJAH00807236";3;2024;33;1;6;730000;182500;1;2623;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;1517;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOSVXHJMMPCDEIJAH00861820";3;2024;33;1;6;1450000;290000;1;2024;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;5;1;4;1;"";4;1;"";4;1;1;2;"";1;1;1;3;2;1;2;1;4;5;0;0;0;891;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTPYHJMMPCDEIJAH00861822";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;98;0;0;0;1139;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWSHKMLQCDEIJAH00866910";3;2024;33;1;6;2150000;1075000;1;1289;4;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;724;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWTHKMLQCDEIJAH00866911";3;2024;33;1;6;0;0;1;0;5;3;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;0;1;2;3;0;1118;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORSWHLMLTCDEIJAH00807160";3;2024;33;1;6;740000;246666,67;1;1514;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;732;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOXUQHLKLUCDEIJAH00807161";3;2024;33;1;6;3050000;1525000;1;299;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";1;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;150;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTSQHKNKOCDEIJAH00866912";3;2024;33;1;6;970000;323333,33;1;3101;3;2;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;2;1;"";3;1;"";4;2;1;2;"";1;1;1;3;2;2;2;1;2;98;0;0;0;2451;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTSRHKNKOCDEIJAH00866913";3;2024;33;1;6;398000;99500;1;4304;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;"";2;2;"";4;1;2;2;"";1;2;2;3;2;2;2;1;0;98;0;0;0;3090;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPXVHMMKOCDEIJAH00812700";3;2024;33;1;6;800000;200000;1;5933;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;3023;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORTYHLLKOCDEIJAH00861792";3;2024;33;1;6;420000;420000;1;2003;3;1;2;0;1;2;2;2;0;2;0;6;"";1;"";4;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;0;1;2;"";3;1;"";3;1;3;4;"va a buscar agua de la casa de la tiaen el ba";2;0;0;0;2;1;2;1;0;97;0;0;0;1974;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTXXHJOKPCDEIJAH00862788";3;2024;33;1;6;2392000;299000;1;8044;6;4;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;1;7;1;"";6;1;"";1;1;1;2;"";1;1;1;3;2;2;2;1;2;6;2;0;0;3086;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOPWRHMMKPCDEIJAH00812725";3;2024;33;1;6;100000;33333,33;1;3862;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;1;2;2;2;3;1;2;1;"";1;2;"";3;1;1;2;"";1;1;2;3;1;2;2;1;0;98;0;0;0;2633;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOSQVHKMKQCDEIJAH00866914";3;2024;33;1;6;78000;78000;1;1144;2;1;2;0;1;1;1;2;0;1;1;1;"";2;"";2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;1;"";2;1;"";4;1;1;2;"";1;1;1;2;2;1;2;1;0;98;0;0;0;1549;0;2;2;0;2;2;0;2;2;2;1;2;2;2
"TQRMNOQSVHJKKQCDEIJAH00862270";3;2024;33;1;6;0;0;1;0;4;1;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;0;2;2;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;97;0;0;0;1034;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSSYHMOKQCDEIJAH00812726";3;2024;33;1;6;450000;112500;1;3670;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;3200;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOSRYHKMKRCDEIJAH00866915";3;2024;33;1;6;270000;270000;1;1499;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1785;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOQQYHJOLLCDEIJAH00861794";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;6;2;4;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;4761;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQSMNORPUHLMNQCDEIJAH00807119";3;2024;33;1;6;1700000;850000;1;1226;2;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";2;1;"";4;1;1;2;"";1;1;1;2;2;2;2;1;2;98;0;0;0;677;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQUQHKMNRCDEIJAH00866916";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;1;1;2;2;0;1;"";4;"electrico";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;1298;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTRYHKLNSCDEIJAH00866917";3;2024;33;1;6;610000;305000;1;2366;3;2;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1304;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTWQHLMNSCDEIJAH00807120";3;2024;33;1;6;568000;284000;1;1015;4;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;984;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOTWRHLMNSCDEIJAH00807121";3;2024;33;1;6;300000;300000;1;1654;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1448;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTTSHJMOLCDEIJAH00862262";3;2024;33;1;6;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;2;"";1;1;1;2;2;2;2;1;2;98;0;0;0;1164;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORSYHLMNUCDEIJAH00807122";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;2;3;4;0;0;1376;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOPQVHJOOPCDEIJAH00862274";3;2024;33;1;6;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;2;"";2;"";3;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;2;3;2;"";5;1;"";4;1;2;2;"";1;2;2;3;2;1;2;1;0;3;0;0;0;2052;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOTVUHJOOPCDEIJAH00861811";3;2024;33;1;6;1380000;345000;1;3540;2;2;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;4;0;4;2;"";2;2;"";4;1;3;2;"";1;1;2;2;2;2;2;1;2;98;0;0;0;2376;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOQYUHJOOQCDEIJAH00861812";3;2024;33;1;6;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;3106;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWUHJMORCDEIJAH00861813";3;2024;33;1;6;120000;40000;1;3483;3;1;2;0;1;2;2;2;0;2;0;6;"";2;"";2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;3;2;1;1;"";3;1;"";2;2;1;1;"";1;2;1;2;2;2;2;1;0;98;0;0;0;3409;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOSXVHJMOSCDEIJAH00861814";3;2024;33;1;6;490000;490000;1;2258;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;1943;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOUYSHKMOOCDEIJAH00866918";3;2024;33;1;6;800000;800000;1;2519;1;1;2;0;1;2;2;2;0;2;0;3;"";4;"electricidad";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;2;"";1;1;"";7;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2235;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORVQHJOPMCDEIJAH00861815";3;2024;33;1;6;495000;495000;1;4495;4;1;2;0;1;1;1;2;0;2;0;8;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;1;2;1;0;98;0;0;0;2853;1;2;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTPXHKMOPCDEIJAH00866919";3;2024;33;1;6;1200000;1200000;1;3663;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;3205;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQSQHMMONCDEIJAH00812658";3;2024;33;1;6;540000;180000;1;3660;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;2391;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNORSWHKMOQCDEIJAH00866920";3;2024;33;1;6;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;2;"";2;1;1;1;"";1;1;2;3;2;2;2;97;0;97;0;0;0;3233;1;1;1;1;1;1;2;2;2;2;2;2;2;2
"TQRMNOWUWHJOPTCDEIJAH00861819";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;2;"";4;2;2;1;"";1;1;2;2;1;1;2;1;2;98;0;0;0;2596;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSQVHLLLQCDEIJAH00812674";3;2024;33;1;6;2500000;833333,33;1;899;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;428;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORPUHMNKOCDEIIAD00812111";3;2024;32;1;2;200000;200000;1;2761;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2026;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPRVHMMKPCDEIIAD00854790";3;2024;32;1;2;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;0;1;2;3;0;1633;2;2;2;2;2;2;1;1;1;2;2;2;2;2
"TQRMNOSRTHMMKPCDEIIAD00812112";3;2024;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;"";4;"electricidad";1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;724;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOUUQHLNKSCDEIIAD00866921";3;2024;32;1;2;0;0;1;0;2;1;1;1;2;2;1;2;0;2;0;3;"";4;"electrico";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;3291;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORXVHLNKTCDEIIAD00806856";3;2024;32;1;2;3560000;1186666,67;1;3231;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;"";5;1;"";9;1;1;1;"";1;1;1;1;2;2;2;98;0;96;0;0;0;1696;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSTVHLMNNCDEIIAD00806858";3;2024;32;1;2;850000;850000;1;2033;3;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;97;0;98;0;0;0;1737;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQWVHLONOCDEIIAD00806875";3;2024;32;1;2;540000;540000;1;3217;2;1;2;0;2;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2;2;1;0;1;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2447;1;1;2;2;2;2;2;2;2;2;2;2;2;2
