fecha,la_rioja_region,hogares_NBI_TOT,hogares_NBI_HAC,hogares_NBI_VIV,hogares_NBI_SAN,hogares_NBI_ESC,hogares_NBI_SUB,hogares_base,pct_hogares_NBI_TOT,pct_hogares_NBI_HAC,pct_hogares_NBI_VIV,pct_hogares_NBI_SAN,pct_hogares_NBI_ESC,pct_hogares_NBI_SUB
2020-Q1,1. Resto país,324571,209698,23483,9280,15252,78303,8790767,3.6921806709243916,2.3854346270353886,0.26713254941235504,0.10556530505244878,0.1735002190366324,0.8907413880950319
2020-Q1,2. NOA-Resto,43069,27619,3081,3521,977,8619,710881,6.058538630234878,3.8851790946726665,0.4334058724315321,0.4953009012760223,0.13743509813878835,1.2124392127515013
2020-Q1,3. La Rioja,2690,1828,420,0,0,442,64155,4.192970150416959,2.8493492323279557,0.6546644844517185,0,0,0.6889564336372846
2020-Q2,1. Resto país,351669,208883,22824,14520,48197,73996,8395996,4.188532247990589,2.4878882743631605,0.2718438646230894,0.17293957738903162,0.5740474388029723,0.8813248600880705
2020-Q2,2. NOA-Resto,39052,24786,6770,1959,665,5800,710910,5.493241057236499,3.4865172806684392,0.9523005725056618,0.27556230746508,0.09354207986946309,0.8158557341998284
2020-Q2,3. La Rioja,1782,1260,175,0,450,145,62655,2.8441465166387356,2.0110126885324395,0.2793073178517277,0,0.7182188173330141,0.23142606336286012
2020-Q3,1. Resto país,318352,184956,15926,14647,30692,82645,8414213,3.7835029847711246,2.1981378412930597,0.18927498032198614,0.174074509404504,0.3647637634084139,0.9822071297695933
2020-Q3,2. NOA-Resto,47244,27467,5023,1245,4692,9944,714646,6.6108254996179925,3.843441368173893,0.7028654746545843,0.17421212740293796,0.6565488367667348,1.3914581485098916
2020-Q3,3. La Rioja,1199,1033,0,0,192,166,64091,1.8707774882588817,1.6117707634457257,0,0,0.29957404315738556,0.2590067248131563
2020-Q4,1. Resto país,387068,269366,27069,18431,14025,64117,8568049,4.517574537680632,3.1438428981907083,0.3159295657622873,0.21511314886271077,0.16368954005748568,0.748326719420022
2020-Q4,2. NOA-Resto,39516,27560,1597,470,3561,7846,726610,5.438405747237169,3.7929563314570403,0.2197877816159976,0.06468394324328043,0.4900840891262162,1.0798089759293157
2020-Q4,3. La Rioja,1782,1233,0,0,0,549,67333,2.6465477551869068,1.831197184144476,0,0,0,0.815350571042431
2021-Q1,1. Resto país,336316,214731,19980,10341,23239,73678,8570496,3.9241136102274594,2.5054675948743226,0.23312536403960754,0.12065812760428335,0.27115116791373567,0.8596701987842945
2021-Q1,2. NOA-Resto,43549,28114,2939,884,2865,9455,719141,6.055697005177009,3.9093863373107642,0.40868202480459326,0.12292443345602601,0.39839197042026525,1.3147630297813642
2021-Q1,3. La Rioja,2045,1360,0,0,0,685,65527,3.1208509469379035,2.0754803363499015,0,0,0,1.0453706105880018
2021-Q2,1. Resto país,303890,168299,18192,11038,38838,69719,8418338,3.6098574326666384,1.99919509052737,0.21609966242742926,0.13111851769315985,0.4613499719303264,0.8281800992072307
2021-Q2,2. NOA-Resto,40396,25945,3428,955,2440,8450,713361,5.662771023366851,3.637008471166772,0.480542109815367,0.13387331239022038,0.3420428086200395,1.1845334970653008
2021-Q2,3. La Rioja,1198,1198,0,0,0,0,63549,1.8851594832334104,1.8851594832334104,0,0,0,0
2021-Q3,1. Resto país,306162,197417,28783,5776,37504,42804,8561179,3.576166320082783,2.3059557567947127,0.33620369343988715,0.06746734299095954,0.4380705040742636,0.49997786519823967
2021-Q3,2. NOA-Resto,38358,24089,3986,1407,1942,8276,713725,5.374338856001962,3.3751094609268275,0.5584784055483555,0.1971347507793618,0.27209359347087464,1.159550246943851
2021-Q3,3. La Rioja,995,799,196,0,0,0,64368,1.5457991548595575,1.2413000248570718,0.3044991300024857,0,0,0
2021-Q4,1. Resto país,303092,214523,15827,6766,23220,52107,8743077,3.466651386005179,2.45363274279753,0.1810232255760758,0.07738694283488524,0.2655815566990889,0.5959801108923094
2021-Q4,2. NOA-Resto,41385,27101,4824,3598,3730,6627,716940,5.772449577370491,3.7800931737662844,0.6728596535274918,0.5018551064245265,0.5202666889837364,0.9243451334839735
2021-Q4,3. La Rioja,1053,744,176,0,0,133,64423,1.634509414339599,1.1548670505875231,0.27319435605296244,0,0,0.20644800769911367
2022-Q1,1. Resto país,338574,210043,27043,9354,29652,70768,8800495,3.847215412314876,2.386718019838657,0.3072895331455787,0.10628947576244291,0.3369355928274489,0.8041365854988838
2022-Q1,2. NOA-Resto,47128,31084,5431,2590,4213,8722,724227,6.507351976659252,4.292024461943562,0.7499030000262349,0.3576226790771402,0.5817236860818501,1.2043185354868018
2022-Q1,3. La Rioja,1650,946,346,0,0,533,66193,2.4927107095916488,1.4291541401658785,0.5227138821325518,0,0,0.8052210958862719
2022-Q2,1. Resto país,297248,176684,35986,8622,16478,68824,9005084,3.3008909189520055,1.9620472168832628,0.39961870427860524,0.09574591419691365,0.18298552240045735,0.764279378182369
2022-Q2,2. NOA-Resto,31673,21032,4249,1159,310,5085,739731,4.28169158788803,2.8431957022214833,0.5743979906209149,0.1566785764014216,0.04190712569839577,0.687412045730137
2022-Q2,3. La Rioja,2628,1771,475,382,0,0,67248,3.907922912205567,2.633535569831073,0.7063407090173686,0.5680466333571259,0,0
2022-Q3,1. Resto país,299394,202714,21254,10940,10169,61067,9081727,3.2966637292664713,2.232108496544765,0.23403037770239077,0.12046166990044956,0.1119720951752899,0.6724161604945844
2022-Q3,2. NOA-Resto,33752,17641,4250,3582,539,8471,749433,4.503671442277028,2.353912891479292,0.5670953907820979,0.47796133877211167,0.0719210389721296,1.130321189485918
2022-Q3,3. La Rioja,2524,1600,142,319,0,463,66069,3.8202485280540044,2.421710635850399,0.21492681893172288,0.48282855802267327,0,0.7007825152492092
2022-Q4,1. Resto país,306541,204734,18401,15318,16248,60825,9080180,3.3759352788160584,2.2547350382921922,0.20265016772795255,0.16869709631306867,0.1789391840249863,0.6698655753520305
2022-Q4,2. NOA-Resto,42852,24810,7160,6017,1366,6336,757651,5.655902255787955,3.274594767247717,0.9450261400037747,0.794165123519932,0.1802940931906643,0.8362689417687036
2022-Q4,3. La Rioja,2110,1454,229,0,300,127,68215,3.0931613281536317,2.1314960052774317,0.335703291065015,0,0.4397859708275306,0.1861760609836546
2023-Q1,1. Resto país,320559,198795,27172,20734,25229,57307,9178271,3.4925859129677037,2.1659308163814295,0.2960470441546126,0.22590311399608926,0.27487747964731046,0.6243768570354917
2023-Q1,2. NOA-Resto,39289,23903,6628,2901,1293,7583,766448,5.126114230841492,3.118672108218692,0.8647683861136046,0.3784992589190656,0.16870029016971796,0.9893691418074024
2023-Q1,3. La Rioja,1596,1066,404,0,0,126,70663,2.2586077579497053,1.5085688408360811,0.5717277783281208,0,0,0.17831113878550303
2023-Q2,1. Resto país,326398,199609,30710,19534,23745,74621,9266185,3.5224636676258894,2.154165926969945,0.3314201043903181,0.2108095186962056,0.25625432688857386,0.8053044483787016
2023-Q2,2. NOA-Resto,32339,18373,5042,1166,1028,7178,776950,4.162301306390372,2.3647596370422805,0.6489478087393011,0.15007400733637943,0.13231224660531565,0.9238689748375056
