jurisdiccion,fecha,anio,exportaciones_millones_usd,provisorio
Neuquén,2022-01-01,2022,2960.570986,FALSE
Río Negro,2022-01-01,2022,461.820876,FALSE
Salta,2022-01-01,2022,1333.363413,FALSE
San Juan,2022-01-01,2022,1155.75572,FALSE
San Luis,2022-01-01,2022,880.214509,FALSE
Santa Cruz,2022-01-01,2022,2234.06816,FALSE
Santa Fe,2022-01-01,2022,19265.305033,FALSE
Santiago del Estero,2022-01-01,2022,1546.634099,FALSE
Tierra del Fuego,2022-01-01,2022,391.346874,FALSE
Tucumán,2022-01-01,2022,931.964848,FALSE
Buenos Aires,2023-01-01,2023,26275.702331,FALSE
C.A.B.A.,2023-01-01,2023,316.580104,FALSE
Catamarca,2023-01-01,2023,277.208579,FALSE
Chaco,2023-01-01,2023,303.80978,FALSE
Chubut,2023-01-01,2023,2325.468424,FALSE
Corrientes,2023-01-01,2023,235.504416,FALSE
Córdoba,2023-01-01,2023,8316.609706,FALSE
Entre Ríos,2023-01-01,2023,1118.055493,FALSE
Formosa,2023-01-01,2023,20.639354,FALSE
Jujuy,2023-01-01,2023,1073.490567,FALSE
La Pampa,2023-01-01,2023,783.046471,FALSE
La Rioja,2023-01-01,2023,199.139106,FALSE
Mendoza,2023-01-01,2023,1317.755542,FALSE
Misiones,2023-01-01,2023,367.767102,FALSE
Neuquén,2023-01-01,2023,3602.478375,FALSE
Río Negro,2023-01-01,2023,422.235821,FALSE
Salta,2023-01-01,2023,1118.753887,FALSE
San Juan,2023-01-01,2023,1171.968785,FALSE
San Luis,2023-01-01,2023,609.201531,FALSE
Santa Cruz,2023-01-01,2023,2086.310741,FALSE
Santa Fe,2023-01-01,2023,11764.140336,FALSE
Santiago del Estero,2023-01-01,2023,883.754424,FALSE
Tierra del Fuego,2023-01-01,2023,296.087631,FALSE
Tucumán,2023-01-01,2023,769.180644,FALSE
Buenos Aires,2024-01-01,2024,29538.967374,TRUE
C.A.B.A.,2024-01-01,2024,363.706086,TRUE
Catamarca,2024-01-01,2024,328.720139,TRUE
Chaco,2024-01-01,2024,216.082163,TRUE
Chubut,2024-01-01,2024,2719.497686,TRUE
Corrientes,2024-01-01,2024,255.011131,TRUE
Córdoba,2024-01-01,2024,10230.380351,TRUE
Entre Ríos,2024-01-01,2024,1617.443693,TRUE
Formosa,2024-01-01,2024,24.75104,TRUE
Jujuy,2024-01-01,2024,1073.984293,TRUE
La Pampa,2024-01-01,2024,1006.297764,TRUE
La Rioja,2024-01-01,2024,219.813548,TRUE
Mendoza,2024-01-01,2024,1604.815742,TRUE
Misiones,2024-01-01,2024,441.471722,TRUE
Neuquén,2024-01-01,2024,4846.311371,TRUE
Río Negro,2024-01-01,2024,479.559056,TRUE
Salta,2024-01-01,2024,1123.823718,TRUE
San Juan,2024-01-01,2024,1890.991191,TRUE
San Luis,2024-01-01,2024,672.303609,TRUE
Santa Cruz,2024-01-01,2024,2160.285363,TRUE
Santa Fe,2024-01-01,2024,15385.662263,TRUE
Santiago del Estero,2024-01-01,2024,634.608906,TRUE
Tierra del Fuego,2024-01-01,2024,369.043482,TRUE
Tucumán,2024-01-01,2024,930.395427,TRUE
Buenos Aires,2025-01-01,2025,31683.844757,TRUE
C.A.B.A.,2025-01-01,2025,409.247171,TRUE
Catamarca,2025-01-01,2025,401.827607,TRUE
Chaco,2025-01-01,2025,234.965473,TRUE
Chubut,2025-01-01,2025,2593.862954,TRUE
Corrientes,2025-01-01,2025,335.577481,TRUE
Córdoba,2025-01-01,2025,10912.77319,TRUE
Entre Ríos,2025-01-01,2025,2115.225128,TRUE
Formosa,2025-01-01,2025,29.244629,TRUE
Jujuy,2025-01-01,2025,1258.805709,TRUE
La Pampa,2025-01-01,2025,945.68096,TRUE
La Rioja,2025-01-01,2025,163.352265,TRUE
Mendoza,2025-01-01,2025,1538.86867,TRUE
Misiones,2025-01-01,2025,533.43822,TRUE
Neuquén,2025-01-01,2025,6300.596803,TRUE
Río Negro,2025-01-01,2025,508.930134,TRUE
Salta,2025-01-01,2025,1447.687147,TRUE
San Juan,2025-01-01,2025,2101.11778,TRUE
San Luis,2025-01-01,2025,685.763174,TRUE
Santa Cruz,2025-01-01,2025,2752.796788,TRUE
Santa Fe,2025-01-01,2025,16189.634344,TRUE
Santiago del Estero,2025-01-01,2025,796.094642,TRUE
Tierra del Fuego,2025-01-01,2025,434.272485,TRUE
Tucumán,2025-01-01,2025,966.929004,TRUE
