geocodigo,provincia,anio,rec_prov,rec_nac,rec_total,pct_propios,la_rioja_region
AR-C,CABA,2018,174495.5359745,57470.0235,231965.5594745,0.7522476024880853,1. Resto país
AR-K,Catamarca,2018,3225.01044818,26793.88637879,30018.89682697,0.10743267704902934,2. NOA-Resto
AR-H,Chaco,2018,8876.03,50171.605077550004,59047.63507755,0.15031982209520667,1. Resto país
AR-U,Chubut,2018,10872.0917888,16258.15558352,27130.247372320002,0.4007369206626696,1. Resto país
AR-W,Corrientes,2018,6542.28784727,37991.51170902,44533.79955629,0.14690612326937552,1. Resto país
AR-X,Córdoba,2018,56351.45948900001,93018.84027271999,149370.29976172,0.3772601352403627,1. Resto país
AR-E,Entre Ríos,2018,18853.03,48465.92345037,67318.95345037,0.2800553043935709,1. Resto país
AR-P,Formosa,2018,2879.7541687500006,36197.89862853001,39077.65279728001,0.0736931203030302,1. Resto país
AR-Y,Jujuy,2018,4855.99963529,28411.592049169998,33267.59168446,0.14596787412051654,2. NOA-Resto
AR-L,La Pampa,2018,7215.496145859999,18368.55535551,25584.05150137,0.28203102020309867,1. Resto país
AR-F,La Rioja,2018,2267.6563319700003,20393.162396919994,22660.818728889994,0.10006947935552715,3. La Rioja
AR-M,Mendoza,2018,28824.45012926,41605.82013309001,70430.27026235001,0.4092622394020362,1. Resto país
AR-N,Misiones,2018,13258.396616860004,34092.65038723,47351.04700409,0.28000218486646755,1. Resto país
AR-Q,Neuquén,2018,23586.884797000002,17933.291890980003,41520.176687980005,0.5680824764849411,1. Resto país
AR-R,Río Negro,2018,11282.53204043,25241.50295756,36524.03499799,0.30890705369904786,1. Resto país
AR-A,Salta,2018,13491.672685630001,39430.9211909,52922.59387653,0.2549321886434077,2. NOA-Resto
AR-J,San Juan,2018,6006.66071083,33303.31564660001,39309.97635743001,0.15280245035544715,1. Resto país
AR-D,San Luis,2018,7288.23734781,23682.842924820005,30971.080272630003,0.23532396298913785,1. Resto país
AR-Z,Santa Cruz,2018,8278.322951276,15948.643535910001,24226.966487186,0.34169869990345375,1. Resto país
AR-S,Santa Fe,2018,52679.45999999999,95550.6481719842,148230.1081719842,0.35538974267547974,1. Resto país
AR-G,Santiago del Estero,2018,5067.931375607799,41426.38333043,46494.314706037796,0.10900109847085611,2. NOA-Resto
AR-V,Tierra del Fuego,2018,6009.759999999998,12344.139480109998,18353.899480109998,0.3274377745455529,1. Resto país
AR-T,Tucumán,2018,19480.187,47589.92662264,67070.11362264,0.2904451170248849,2. NOA-Resto
AR-B,Buenos Aires,2019,367062.007616617,361993.31819778995,729055.325814407,0.5034762035468056,1. Resto país
AR-C,CABA,2019,235476.32763014,84796.45076,320272.77839014004,0.7352367841368481,1. Resto país
AR-K,Catamarca,2019,4688.332598970001,39722.52444365001,44410.85704262001,0.10556726240321647,2. NOA-Resto
AR-H,Chaco,2019,11068.414102520002,74425.72868583997,85494.14278835998,0.12946400468532407,1. Resto país
AR-U,Chubut,2019,15471.760218829999,24093.985549819994,39565.74576864999,0.39103926687738777,1. Resto país
AR-W,Corrientes,2019,8759.16,56352.96155393001,65112.12155393,0.1345242604749886,1. Resto país
AR-X,Córdoba,2019,74734.34544950003,133847.12545285004,208581.4709023501,0.3582981034997486,1. Resto país
AR-E,Entre Ríos,2019,27240.449999999997,71772.12172591001,99012.57172591,0.27512112376404024,1. Resto país
AR-P,Formosa,2019,3747.54311208,53773.436794589994,57520.97990666999,0.06515089134713166,1. Resto país
AR-Y,Jujuy,2019,6369.65681313,42113.387013639986,48483.04382676999,0.1313790618404405,2. NOA-Resto
AR-L,La Pampa,2019,10387.516316449999,27931.80032685,38319.3166433,0.27107780687070837,1. Resto país
AR-F,La Rioja,2019,2934.2862434700005,30161.098503879988,33095.38474734999,0.08866149361520731,3. La Rioja
AR-M,Mendoza,2019,39180.93000000001,61650.060520620005,100830.99052062002,0.38858023508147005,1. Resto país
AR-N,Misiones,2019,18933.48875341,50613.063471329995,69546.55222474,0.272241946548642,1. Resto país
AR-Q,Neuquén,2019,37120.63881108,26556.48314048,63677.12195156,0.5829509511959122,1. Resto país
AR-R,Río Negro,2019,15746.3669947,37356.267791629994,53102.634786329996,0.2965270378401925,1. Resto país
AR-A,Salta,2019,18211.95123922,58496.826501309995,76708.77774053,0.237416783002625,2. NOA-Resto
AR-J,San Juan,2019,8861.36230793,49337.21616513999,58198.57847306999,0.15226080327770178,1. Resto país
AR-D,San Luis,2019,9929.58433584,34082.67408936,44012.2584252,0.22560951632862902,1. Resto país
AR-Z,Santa Cruz,2019,11511.224698279999,23714.073434159996,35225.298132439995,0.32678856698387965,1. Resto país
AR-S,Santa Fe,2019,73426.00000000001,137510.63272124,210936.63272124,0.3480950608377019,1. Resto país
AR-G,Santiago del Estero,2019,7144.5434730313,61401.415847669996,68545.9593207013,0.10422997276330488,2. NOA-Resto
AR-V,Tierra del Fuego,2019,7749.31744956,18274.11547902,26023.43292858,0.2977822899395176,1. Resto país
AR-T,Tucumán,2019,26692.274,70539.07574104,97231.34974104,0.27452333091220643,2. NOA-Resto
AR-B,Buenos Aires,2020,466666.2063885421,501534.0485474501,968200.2549359922,0.4819934760494289,1. Resto país
AR-C,CABA,2020,314847.3213412269,98140.45227,412987.77361122693,0.7623647513536655,1. Resto país
AR-K,Catamarca,2020,5832.3775205599995,55441.78937034999,61274.16689090998,0.09518493382282497,2. NOA-Resto
AR-H,Chaco,2020,15054.447216538865,103865.84839457,118920.29561110886,0.12659274969993065,1. Resto país
AR-U,Chubut,2020,17831.07801838,33561.80088114,51392.87889952,0.34695620094064317,1. Resto país
AR-W,Corrientes,2020,11716.529999999999,78695.20392109005,90411.73392109005,0.1295908118544215,1. Resto país
AR-X,Córdoba,2020,113144.81859546792,182817.25330245006,295962.071897918,0.3822949943210742,1. Resto país
AR-E,Entre Ríos,2020,35737.380000000005,100679.17620778,136416.55620778,0.26197245402946084,1. Resto país
AR-P,Formosa,2020,4888.945679460001,75054.25570458999,79943.20138404999,0.06115524015573672,1. Resto país
AR-Y,Jujuy,2020,7493.231569470001,58583.98346467101,66077.215034141,0.11340114085616915,2. NOA-Resto
AR-L,La Pampa,2020,14222.86577263174,39015.549828519994,53238.41560115173,0.2671541895458671,1. Resto país
AR-F,La Rioja,2020,3550.75318923,42161.29077974,45712.04396897,0.07767653513022307,3. La Rioja
AR-M,Mendoza,2020,48202.40999999999,85848.11877325998,134050.52877325995,0.35958388557744564,1. Resto país
AR-N,Misiones,2020,33735.24119854,70315.65404644998,104050.89524498998,0.3242186539492013,1. Resto país
AR-Q,Neuquén,2020,37954.41755397,36871.46552844,74825.88308241,0.5072364800849546,1. Resto país
AR-R,Río Negro,2020,18433.997231999998,51989.659442749995,70423.65667474999,0.2617585922460258,1. Resto país
AR-A,Salta,2020,23345.681587820003,81082.32399158,104428.00557939999,0.2235576697868612,2. NOA-Resto
AR-J,San Juan,2020,11135.553287230003,68789.7517363,79925.30502353,0.13932450159497917,1. Resto país
AR-D,San Luis,2020,12935.131622176295,46196.73678315,59131.8684053263,0.21875059880589134,1. Resto país
AR-Z,Santa Cruz,2020,12527.67947128,33044.37101834999,45572.05048963,0.27489830579667895,1. Resto país
AR-S,Santa Fe,2020,103002.11170191997,188006.48129845,291008.59300036996,0.3539486949163354,1. Resto país
AR-G,Santiago del Estero,2020,9505.827554645128,85401.68467504998,94907.51222969512,0.10015885288025597,2. NOA-Resto
AR-V,Tierra del Fuego,2020,9084.920220119999,25412.09089963,34497.011119749994,0.2633538363246421,1. Resto país
AR-T,Tucumán,2020,36723.684,98156.05587872001,134879.73987872002,0.27226983113268816,2. NOA-Resto
AR-B,Buenos Aires,2021,792679,807270.9527180439,1599949.952718044,0.4954398721368582,1. Resto país
AR-C,CABA,2021,532990.7335255599,75401.12049999999,608391.8540255598,0.8760648749632466,1. Resto país
AR-K,Catamarca,2021,10657.458409569997,90390.13936916665,101047.59777873664,0.10546968600784132,2. NOA-Resto
AR-H,Chaco,2021,27173.399864720002,168941.11210348096,196114.51196820097,0.1385588429535803,1. Resto país
AR-U,Chubut,2021,31479.470386859997,54713.842966052594,86193.31335291259,0.36521940232149414,1. Resto país
AR-W,Corrientes,2021,20408.34,128055.44127501952,148463.78127501952,0.13746342592605043,1. Resto país
AR-X,Córdoba,2021,184432.07946299994,297796.83649404417,482228.9159570441,0.38245752869665894,1. Resto país
AR-E,Entre Ríos,2021,62214.78,164078.49704500422,226293.27704500422,0.2749298645210171,1. Resto país
AR-P,Formosa,2021,9660.96527996,122152.48865550723,131813.45393546723,0.07329271020156852,1. Resto país
AR-Y,Jujuy,2021,15525.684903929998,95404.42951769441,110930.11442162441,0.13995915342627163,2. NOA-Resto
AR-L,La Pampa,2021,24720.59,63701.37078504074,88421.96078504073,0.27957522973390386,1. Resto país
AR-F,La Rioja,2021,7378.624862769999,68804.42959039344,76183.05445316344,0.09685388589015294,3. La Rioja
AR-M,Mendoza,2021,78459.48,139816.01678361412,218275.4967836141,0.359451615761435,1. Resto país
AR-N,Misiones,2021,64519.67369648999,114188.13191740369,178707.80561389367,0.36103444656406153,1. Resto país
AR-Q,Neuquén,2021,68232.23571954,60206.89479689718,128439.13051643717,0.5312418064898679,1. Resto país
AR-R,Río Negro,2021,30009.787700999997,84845.63850217746,114855.42620317746,0.26128315128893564,1. Resto país
AR-A,Salta,2021,41633.486319749994,131661.63917840878,173295.12549815877,0.2402461477209429,2. NOA-Resto
AR-J,San Juan,2021,18986.60030718,112151.673964035,131138.274271215,0.1447830575222659,1. Resto país
AR-D,San Luis,2021,21424.709983856876,75506.2419874144,96930.95197127128,0.2210306362224401,1. Resto país
AR-Z,Santa Cruz,2021,22217.285873579996,53894.22735898266,76111.51323256266,0.2919044035518507,1. Resto país
AR-S,Santa Fe,2021,163187.31000000003,306499.50770804414,469686.8177080442,0.3474385566031294,1. Resto país
AR-G,Santiago del Estero,2021,17349.97412952,139002.32317680746,156352.29730632747,0.11096718390729944,2. NOA-Resto
AR-V,Tierra del Fuego,2021,15578.904641030005,41508.044029254466,57086.94867028447,0.2728978339866903,1. Resto país
AR-T,Tucumán,2021,61032.831088599996,159750.0793465476,220782.91043514758,0.2764382033387846,2. NOA-Resto
AR-B,Buenos Aires,2022,1410575.81949186,1471986.9727116176,2882562.7922034776,0.4893478203864531,1. Resto país
AR-C,CABA,2022,1021321.74660918,141448.1345,1162769.88110918,0.8783524265652023,1. Resto país
AR-K,Catamarca,2022,22132.219999999998,166946.52403459002,189078.74403459002,0.11705292476425132,2. NOA-Resto
AR-H,Chaco,2022,49646.57476603,310889.10470438574,360535.67947041575,0.1377022513803764,1. Resto país
AR-U,Chubut,2022,54360.54955263,99735.07979302552,154095.62934565553,0.35277152105782683,1. Resto país
AR-W,Corrientes,2022,35090.93,234656.06648285102,269746.99648285104,0.13008830666342888,1. Resto país
AR-X,Córdoba,2022,314012.95310781995,548828.2491029343,862841.2022107542,0.36392901996712995,1. Resto país
AR-E,Entre Ríos,2022,99282.18,302145.0880978887,401427.2680978887,0.24732295957480865,1. Resto país
AR-P,Formosa,2022,19104.59317383,224829.3206448612,243933.91381869122,0.07831872524305854,1. Resto país
AR-Y,Jujuy,2022,28087.960580829997,175440.84568010547,203528.80626093547,0.13800484116641276,2. NOA-Resto
AR-L,La Pampa,2022,46250.409271925215,117179.24276605099,163429.6520379762,0.2829988848117843,1. Resto país
AR-F,La Rioja,2022,13755.933265,126616.87358588699,140372.806850887,0.09799571279936317,3. La Rioja
AR-M,Mendoza,2022,140711.60181136,257029.91660471234,397741.51841607236,0.3537764987967974,1. Resto país
AR-N,Misiones,2022,120452.88999999998,209013.3351473435,329466.2251473435,0.36560011559950095,1. Resto país
AR-Q,Neuquén,2022,125400.96728950001,109576.88743731748,234977.8547268175,0.5336714280385686,1. Resto país
AR-R,Río Negro,2022,52775.142103000006,155527.74722114188,208302.8893241419,0.25335770557112225,1. Resto país
AR-A,Salta,2022,76033.80082897,241479.18807016138,317512.98889913136,0.23946674147911687,2. NOA-Resto
AR-J,San Juan,2022,33446.12446082,206560.512815257,240006.637276077,0.13935499801343948,1. Resto país
AR-D,San Luis,2022,38578.829204370086,138782.6419968717,177361.4712012418,0.21751527512193963,1. Resto país
AR-Z,Santa Cruz,2022,39773.88391285001,98529.41695562362,138303.30086847363,0.28758448759422567,1. Resto país
AR-S,Santa Fe,2022,285106.71,564255.2893126174,849361.9993126174,0.335671610256563,1. Resto país
AR-G,Santiago del Estero,2022,29999.9,255750.28713148154,285750.18713148154,0.1049864579308087,2. NOA-Resto
AR-V,Tierra del Fuego,2022,29226.245085939998,75925.22510730494,105151.47019324494,0.2779442363690083,1. Resto país
AR-T,Tucumán,2022,104008.78208273002,294109.90500362683,398118.68708635686,0.2612506909532966,2. NOA-Resto
AR-B,Buenos Aires,2023,3043328.51700594,3237189.3508207276,6280517.867826668,0.4845664929314283,1. Resto país
AR-C,CABA,2023,2638905.43394198,312121.7137,2951027.14764198,0.894232855855155,1. Resto país
AR-K,Catamarca,2023,53057.10829389001,367782.8527859065,420839.96107979654,0.12607431137897504,2. NOA-Resto
AR-H,Chaco,2023,109259.08181641,684239.4379616632,793498.5197780733,0.13769286154052024,1. Resto país
AR-U,Chubut,2023,129964.16462377,218237.46493594258,348201.6295597126,0.3732439873647479,1. Resto país
AR-W,Corrientes,2023,83218.30000000002,515661.9720320035,598880.2720320035,0.13895648911198885,1. Resto país
AR-X,Córdoba,2023,688118.6535119999,1211378.1790164113,1899496.8325284112,0.36226364884012385,1. Resto país
AR-E,Entre Ríos,2023,212624.94,665769.9603993627,878394.9003993627,0.2420607632208816,1. Resto país
AR-P,Formosa,2023,42446.10755749,494631.44945351034,537077.5570110003,0.07903161657641306,1. Resto país
AR-Y,Jujuy,2023,67859.98495044999,385564.8493473132,453424.8342977632,0.14966093565551478,2. NOA-Resto
AR-L,La Pampa,2023,97860.4535847284,257677.60146180776,355538.05504653614,0.2752460733687692,1. Resto país
AR-F,La Rioja,2023,30848.70338807,278344.2707259488,309192.9741140188,0.09977168296422594,3. La Rioja
AR-M,Mendoza,2023,341720.8500000001,565165.5734822259,906886.423482226,0.37680666636057264,1. Resto país
AR-N,Misiones,2023,266311.97541207995,458464.7330151073,724776.7084271873,0.36744002989554436,1. Resto país
AR-Q,Neuquén,2023,316242,239127.11970880206,555369.1197088021,0.569426690785069,1. Resto país
AR-R,Río Negro,2023,121157.009507,340776.58010352345,461933.5896105234,0.2622823112065802,1. Resto país
AR-A,Salta,2023,189198.11704922002,530319.3843519305,719517.5014011505,0.2629513759995908,2. NOA-Resto
AR-J,San Juan,2023,77887.07876045002,454111.5235820396,531998.6023424896,0.14640466801510119,1. Resto país
AR-D,San Luis,2023,92085.70357822998,304524.9501409301,396610.65371916007,0.2321816187102121,1. Resto país
AR-Z,Santa Cruz,2023,91509.36767711,216090.7385283664,307600.1062054764,0.2974945906422473,1. Resto país
AR-S,Santa Fe,2023,628155.74,1245282.9613327286,1873438.7013327286,0.3352955928331906,1. Resto país
AR-G,Santiago del Estero,2023,62591.936213659996,561594.3703159472,624186.3065296072,0.10027765037279147,2. NOA-Resto
AR-V,Tierra del Fuego,2023,70696.72846808,165995.36540202503,236692.09387010502,0.29868648044863666,1. Resto país
AR-T,Tucumán,2023,234119.61000000002,646792.2743711795,880911.8843711795,0.2657696123229412,2. NOA-Resto
AR-B,Buenos Aires,2024,9701952.3,9368302.750632133,19070255.050632134,0.5087479047470004,1. Resto país
AR-C,CABA,2024,6923280.52826668,926655.7684999999,7849936.296766681,0.8819537212191542,1. Resto país
AR-K,Catamarca,2024,161225.65159495999,1086044.9142033043,1247270.5657982642,0.12926277266214017,2. NOA-Resto
AR-H,Chaco,2024,291941.0191584501,2010145.183353577,2302086.202512027,0.12681585026654746,1. Resto país
AR-U,Chubut,2024,398137.42911493004,645727.5803256364,1043865.0094405664,0.38140700714578213,1. Resto país
AR-W,Corrientes,2024,250697.06,1516097.432327324,1766794.492327324,0.1418937296265664,1. Resto país
AR-X,Córdoba,2024,2043053.552725,3565932.8579261336,5608986.410651133,0.3642464793363311,1. Resto país
AR-E,Entre Ríos,2024,619905.36,1959380.9688182555,2579286.3288182556,0.24033987738151597,1. Resto país
AR-P,Formosa,2024,104038.89121127,1456963.3272957702,1561002.2185070403,0.0666487785717396,1. Resto país
AR-Y,Jujuy,2024,189644.56345908,1135512.8803185278,1325157.4437776078,0.1431109671907837,2. NOA-Resto
AR-L,La Pampa,2024,287447.97567492997,762167.5807429575,1049615.5564178876,0.2738602471327008,1. Resto país
AR-F,La Rioja,2024,99814.32829621999,822190.7224962572,922005.0507924771,0.10825789751414928,3. La Rioja
AR-M,Mendoza,2024,987888.9975752797,1664045.621037411,2651934.618612691,0.37251634736457984,1. Resto país
AR-N,Misiones,2024,777299.91239419,1347643.1599286057,2124943.0723227956,0.36579799361143167,1. Resto país
AR-Q,Neuquén,2024,1151756.2999999998,709051.5824752684,1860807.882475268,0.6189549769468519,1. Resto país
AR-R,Río Negro,2024,401601.5605499999,1008317.6879147519,1409919.2484647518,0.28484011477061555,1. Resto país
AR-A,Salta,2024,581927.668424,1556021.4140046323,2137949.0824286323,0.2721896761745847,2. NOA-Resto
AR-J,San Juan,2024,213316.1132682799,1339434.4916482423,1552750.6049165223,0.1373795074320696,1. Resto país
AR-D,San Luis,2024,225730.75687841003,902581.836248157,1128312.593126567,0.20006047814542913,1. Resto país
AR-Z,Santa Cruz,2024,280684.18261979,640870.5651820411,921554.7478018312,0.3045767853611532,1. Resto país
AR-S,Santa Fe,2024,1880950.04,3662405.6177471327,5543355.657747133,0.33931613920013826,1. Resto país
AR-G,Santiago del Estero,2024,164987.33710491,1653348.5442428924,1818335.8813478025,0.09073534697154888,2. NOA-Resto
AR-V,Tierra del Fuego,2024,209024.58144905992,493309.61942514026,702334.2008742002,0.2976141289843006,1. Resto país
AR-T,Tucumán,2024,720678.1840000001,1901306.1722525165,2621984.3562525166,0.27485983365287225,2. NOA-Resto
