jurisdiccion,fecha,salario_promedio,ipc_nacional,ipc_regional,ipc_region,salario_real_nac,salario_real_reg,salario_real_nac_ma12,salario_real_reg_ma12
Córdoba,2017-06-01,30359.207357463052,111.8477,111.4058,Pampeana,27143.345243096683,27251.011489045497,NA,NA
Entre Ríos,2017-06-01,27217.408548278432,111.8477,111.4058,Pampeana,24334.348000252514,24430.872134375797,NA,NA
Formosa,2017-06-01,26655.86576514619,111.8477,111.9403,NEA,23832.28780309849,23812.573099362955,NA,NA
Jujuy,2017-06-01,27963.235141266923,111.8477,112.6924,NOA,25001.171361831242,24813.77195025301,NA,NA
La Pampa,2017-06-01,29783.48840382821,111.8477,111.4058,Pampeana,26628.610515753302,26734.23502531126,NA,NA
La Rioja,2017-06-01,24248.67705305436,111.8477,112.6924,NOA,21680.085556568763,21517.57975964161,NA,NA
Mendoza,2017-06-01,27508.38115906731,111.8477,112.4298,Cuyo,24594.498732711814,24467.161872623903,NA,NA
Misiones,2017-06-01,22581.537600412496,111.8477,111.9403,NEA,20189.541314137434,20172.839987397296,NA,NA
Neuquén,2017-06-01,52857.95287613981,111.8477,111.7051,Patagonia,47258.86439876708,47319.193909803405,NA,NA
Río Negro,2017-06-01,32644.377139755776,111.8477,111.7051,Patagonia,29186.45366847577,29223.712381758553,NA,NA
Salta,2017-06-01,26356.626714747592,111.8477,112.6924,NOA,23564.746270819687,23388.113763437097,NA,NA
San Juan,2017-06-01,28205.658663409275,111.8477,112.4298,Cuyo,25217.915668725662,25087.351096781524,NA,NA
San Luis,2017-06-01,32069.521884203237,111.8477,112.4298,Cuyo,28672.491150200887,28524.040676229288,NA,NA
Santa Cruz,2017-06-01,63123.99158059757,111.8477,111.7051,Patagonia,56437.45162448362,56509.49829559937,NA,NA
Santa Fe,2017-06-01,31954.93084656088,111.8477,111.4058,Pampeana,28570.03840629792,28683.363744581413,NA,NA
Santiago del Estero,2017-06-01,23101.272808937967,111.8477,112.6924,NOA,20654.222490885342,20499.40617906617,NA,NA
Tierra del Fuego,2017-06-01,54519.555074512886,111.8477,111.7051,Patagonia,48744.45793209237,48806.68391551763,NA,NA
Tucumán,2017-06-01,23299.349035812436,111.8477,112.6924,NOA,20831.317081900153,20675.17333539124,NA,NA
Buenos Aires,2017-07-01,24533.530497376498,113.7852,113.9199,GBA,21561.266752948977,21535.772501008603,NA,NA
C.A.B.A.,2017-07-01,28634.082738838068,113.7852,113.9199,GBA,25165.03265700466,25135.277277137768,NA,NA
Catamarca,2017-07-01,20140.660285208596,113.7852,114.2857,NOA,17700.59751638051,17623.079952442517,NA,NA
Chaco,2017-07-01,18687.982023283785,113.7852,113.3741,NEA,16423.91279646543,16483.466702962833,NA,NA
Chubut,2017-07-01,39197.36394320775,113.7852,113.3785,Patagonia,34448.56092286848,34572.13135048334,NA,NA
Corrientes,2017-07-01,18088.264561747164,113.7852,113.3741,NEA,15896.851753784465,15954.494511310048,NA,NA
Córdoba,2017-07-01,21996.514041733717,113.7852,113.5783,Pampeana,19331.612583827875,19366.828031176483,NA,NA
Entre Ríos,2017-07-01,19518.092369241247,113.7852,113.5783,Pampeana,17153.454376528094,17184.70198025613,NA,NA
Formosa,2017-07-01,19479.569411323293,113.7852,113.3741,NEA,17119.598516611382,17181.675013361335,NA,NA
Jujuy,2017-07-01,20096.38261787821,113.7852,114.2857,NOA,17661.684136318443,17584.336988685558,NA,NA
La Pampa,2017-07-01,21385.32829500467,113.7852,113.5783,Pampeana,18794.4726511046,18828.70961707005,NA,NA
La Rioja,2017-07-01,18343.034417199902,113.7852,114.2857,NOA,16120.755965802144,16050.157121319555,NA,NA
Mendoza,2017-07-01,20447.327479324205,113.7852,114.0184,Cuyo,17970.111648372727,17933.357667994118,NA,NA
Misiones,2017-07-01,16779.51701793152,113.7852,113.3741,NEA,14746.660389867506,14800.132497573537,NA,NA
Neuquén,2017-07-01,37967.46905999262,113.7852,113.3785,Patagonia,33367.66913446794,33487.36229531403,NA,NA
Río Negro,2017-07-01,23929.63506447412,113.7852,113.3785,Patagonia,21030.533904650274,21105.972529601397,NA,NA
Salta,2017-07-01,18986.927278919713,113.7852,114.2857,NOA,16686.640511173435,16613.56344575018,NA,NA
San Juan,2017-07-01,19927.144778486378,113.7852,114.0184,Cuyo,17512.9496441421,17477.13068985916,NA,NA
San Luis,2017-07-01,22751.11699044803,113.7852,114.0184,Cuyo,19994.794569458973,19953.899537660614,NA,NA
Santa Cruz,2017-07-01,48459.66430922461,113.7852,113.3785,Patagonia,42588.72358551429,42741.49358937066,NA,NA
Santa Fe,2017-07-01,22928.223023235172,113.7852,113.5783,Pampeana,20150.444014894005,20187.15108716645,NA,NA
Santiago del Estero,2017-07-01,16872.49210888576,113.7852,114.2857,NOA,14828.371448031694,14763.432440704093,NA,NA
Tierra del Fuego,2017-07-01,40718.657380412325,113.7852,113.3785,Patagonia,35785.548015394204,35913.91434920406,NA,NA
Tucumán,2017-07-01,17366.12589897543,113.7852,114.2857,NOA,15262.200970754924,15195.362061023761,NA,NA
Buenos Aires,2017-08-01,24313.183135531886,115.3819,115.6031,GBA,21071.921276675013,21031.60134592575,NA,NA
C.A.B.A.,2017-08-01,28839.599770747733,115.3819,115.6031,GBA,24994.90801481665,24947.081670602027,NA,NA
Catamarca,2017-08-01,20741.92137409543,115.3819,115.7385,NOA,17976.754910514934,17921.36702488405,NA,NA
Chaco,2017-08-01,18812.06626493865,115.3819,114.6809,NEA,16304.174454518994,16403.835568903498,NA,NA
Chubut,2017-08-01,38446.41723722958,115.3819,115.3036,Patagonia,33321.01242675808,33343.639953331534,NA,NA
Corrientes,2017-08-01,18131.300611160033,115.3819,114.6809,NEA,15714.163669657055,15810.218276243066,NA,NA
Córdoba,2017-08-01,22106.550265321777,115.3819,115.0905,Pampeana,19159.46111593047,19207.97134891392,NA,NA
Entre Ríos,2017-08-01,19623.138768734716,115.3819,115.0905,Pampeana,17007.12050047253,17050.181178059625,NA,NA
Formosa,2017-08-01,19521.909261111312,115.3819,114.6809,NEA,16919.386195851614,17022.807861737492,NA,NA
Jujuy,2017-08-01,19738.891106920055,115.3819,115.7385,NOA,17107.441554455294,17054.732095992305,NA,NA
La Pampa,2017-08-01,21891.39428822398,115.3819,115.0905,Pampeana,18972.988214116755,19021.026312531423,NA,NA
La Rioja,2017-08-01,18880.71206884711,115.3819,115.7385,NOA,16363.66888467525,16313.25105202427,NA,NA
Mendoza,2017-08-01,20311.863196146183,115.3819,115.5674,Cuyo,17604.029051477035,17575.772403070572,NA,NA
Misiones,2017-08-01,17156.20768241222,115.3819,114.6809,NEA,14869.063243378918,14959.952077819602,NA,NA
Neuquén,2017-08-01,37372.052367884426,115.3819,115.3036,Patagonia,32389.874293874884,32411.869506142415,NA,NA
Río Negro,2017-08-01,24285.474698586055,115.3819,115.3036,Patagonia,21047.90673284636,21062.199878048956,NA,NA
Salta,2017-08-01,19112.361703124407,115.3819,115.7385,NOA,16564.43662578308,16513.40021092757,NA,NA
San Juan,2017-08-01,20321.97276830916,115.3819,115.5674,Cuyo,17612.790886880142,17584.520174641948,NA,NA
San Luis,2017-08-01,22922.566723966534,115.3819,115.5674,Cuyo,19866.692023589952,19834.80352068709,NA,NA
Santa Cruz,2017-08-01,47001.09327874575,115.3819,115.3036,Patagonia,40735.23947754868,40762.9018337205,NA,NA
Santa Fe,2017-08-01,23132.24423723067,115.3819,115.0905,Pampeana,20048.41681167555,20099.177809837187,NA,NA
Santiago del Estero,2017-08-01,17059.47254883824,115.3819,115.7385,NOA,14785.22415460158,14739.669642200512,NA,NA
Tierra del Fuego,2017-08-01,41138.40967877433,115.3819,115.3036,Patagonia,35654.12744873705,35678.3393395994,NA,NA
Tucumán,2017-08-01,17841.225904414616,115.3819,115.7385,NOA,15462.759674103663,15415.117618091315,NA,NA
Buenos Aires,2017-09-01,24754.90448138214,117.5719,117.9656,GBA,21055.119872505365,20984.850228695603,NA,NA
C.A.B.A.,2017-09-01,29326.59699720984,117.5719,117.9656,GBA,24943.542629837437,24860.295710961364,NA,NA
Catamarca,2017-09-01,20434.358968067972,117.5719,117.7781,NOA,17380.30853296406,17349.879959065373,NA,NA
Chaco,2017-09-01,18851.182090436057,117.5719,116.1702,NEA,16033.747936740036,16227.209809775706,NA,NA
Chubut,2017-09-01,39103.8365187724,117.5719,116.7945,Patagonia,33259.50887820338,33480.88867093262,NA,NA
Corrientes,2017-09-01,18102.68779993004,117.5719,116.1702,NEA,15397.121080742969,15582.90146692529,NA,NA
Córdoba,2017-09-01,21994.017084984014,117.5719,117.2947,Pampeana,18706.865403199245,18751.07492920312,NA,NA
Entre Ríos,2017-09-01,19155.238380870112,117.5719,117.2947,Pampeana,16292.360998563527,16330.864379098213,NA,NA
Formosa,2017-09-01,19533.266757996047,117.5719,116.1702,NEA,16613.89052826062,16814.352353698323,NA,NA
Jujuy,2017-09-01,19920.7009076765,117.5719,117.7781,NOA,16943.42007544022,16913.75638397673,NA,NA
La Pampa,2017-09-01,22012.74083300686,117.5719,117.2947,Pampeana,18722.790762934732,18767.03792499308,NA,NA
La Rioja,2017-09-01,19171.878931297742,117.5719,117.7781,NOA,16306.514508396771,16277.965879308415,NA,NA
Mendoza,2017-09-01,20341.70749473552,117.5719,117.5777,Cuyo,17301.504436634536,17300.650969304148,NA,NA
Misiones,2017-09-01,17646.36861489463,117.5719,116.1702,NEA,15009.00182347536,15190.099194883567,NA,NA
Neuquén,2017-09-01,38118.50988918394,117.5719,116.7945,Patagonia,32421.445846485374,32637.247378244643,NA,NA
Río Negro,2017-09-01,24660.185449807548,117.5719,116.7945,Patagonia,20974.557228221664,21114.166720014684,NA,NA
Salta,2017-09-01,18984.5351094287,117.5719,117.7781,NOA,16147.170462864597,16118.900805352354,NA,NA
San Juan,2017-09-01,20122.030974670517,117.5719,117.5777,Cuyo,17114.660029029485,17113.81577856219,NA,NA
San Luis,2017-09-01,23092.499611733536,117.5719,117.5777,Cuyo,19641.172432982316,19640.203551977575,NA,NA
Santa Cruz,2017-09-01,46370.225050106405,117.5719,116.7945,Patagonia,39439.88746469727,39702.40469380528,NA,NA
Santa Fe,2017-09-01,23220.182821049813,117.5719,117.2947,Pampeana,19749.77254007957,19796.4467457181,NA,NA
Santiago del Estero,2017-09-01,16904.80252516901,117.5719,117.7781,NOA,14378.267702715539,14353.094951581837,NA,NA
Tierra del Fuego,2017-09-01,41151.287936684705,117.5719,116.7945,Patagonia,35000.95510635169,35233.92620087822,NA,NA
Tucumán,2017-09-01,17597.97584411981,117.5719,117.7781,NOA,14967.841673154735,14941.636725435214,NA,NA
Buenos Aires,2017-10-01,25589.33003301558,119.3528,119.4985,GBA,21440.07516624292,21413.93409374643,NA,NA
C.A.B.A.,2017-10-01,29706.368149955262,119.3528,119.4985,GBA,24889.544401099316,24859.197521270362,NA,NA
Catamarca,2017-10-01,21741.76010262327,119.3528,119.9939,NOA,18216.380430641988,18119.054470788324,NA,NA
Chaco,2017-10-01,19602.0200920212,119.3528,117.9026,NEA,16423.594663904994,16625.604602461015,NA,NA
Chubut,2017-10-01,40048.67046761639,119.3528,118.7072,Patagonia,33554.86462623114,33737.35583655952,NA,NA
Corrientes,2017-10-01,19056.650748534812,119.3528,117.9026,NEA,15966.655787325317,16163.045385373021,NA,NA
Córdoba,2017-10-01,22776.746119914445,119.3528,119.272,Pampeana,19083.545689681723,19096.47370708502,NA,NA
Entre Ríos,2017-10-01,19747.052278192223,119.3528,119.272,Pampeana,16545.11019280002,16556.31856445119,NA,NA
Formosa,2017-10-01,20858.978761484945,119.3528,117.9026,NEA,17476.74018664409,17691.703797443774,NA,NA
Jujuy,2017-10-01,21768.548269904753,119.3528,119.9939,NOA,18238.82495417347,18141.37907835711,NA,NA
La Pampa,2017-10-01,23033.848997711582,119.3528,119.272,Pampeana,19298.959888424553,19312.033836702314,NA,NA
La Rioja,2017-10-01,20460.86562929458,119.3528,119.9939,NOA,17143.180243190425,17051.588146809616,NA,NA
Mendoza,2017-10-01,20816.525017609365,119.3528,119.5964,Cuyo,17441.170226093873,17405.645167922583,NA,NA
Misiones,2017-10-01,18371.56716925083,119.3528,117.9026,NEA,15392.657038000641,15581.98646107111,NA,NA
Neuquén,2017-10-01,39604.136168119534,119.3528,118.7072,Patagonia,33182.41060797864,33362.87619295168,NA,NA
Río Negro,2017-10-01,25486.29048223785,119.3528,118.7072,Patagonia,21353.743257165188,21469.877549329656,NA,NA
Salta,2017-10-01,20131.834796125127,119.3528,119.9939,NOA,16867.501052447136,16777.381847014833,NA,NA
San Juan,2017-10-01,21024.23276019268,119.3528,119.5964,Cuyo,17615.198604634897,17579.31907665505,NA,NA
San Luis,2017-10-01,24173.68351783545,119.3528,119.5964,Cuyo,20253.972690909177,20212.71837432853,NA,NA
Santa Cruz,2017-10-01,50486.53131638893,119.3528,118.7072,Patagonia,42300.24877203462,42530.30255653316,NA,NA
Santa Fe,2017-10-01,24050.091558798635,119.3528,119.272,Pampeana,20150.420902399135,20164.071667112676,NA,NA
Santiago del Estero,2017-10-01,17424.75175502593,119.3528,119.9939,NOA,14599.36570824139,14521.364631890396,NA,NA
Tierra del Fuego,2017-10-01,41032.53292266651,119.3528,118.7072,Patagonia,34379.19589876945,34566.170310365764,NA,NA
Tucumán,2017-10-01,18759.074262350645,119.3528,119.9939,NOA,15717.33068880717,15633.356580918402,NA,NA
Buenos Aires,2017-11-01,25562.114756996332,120.994,120.8941,GBA,21126.762283250686,21144.22023655111,22600.705515034588,22586.01910152323
C.A.B.A.,2017-11-01,30143.776561861192,120.994,120.8941,GBA,24913.44741215365,24934.034466414152,27085.359242145976,27067.805813153147
Catamarca,2017-11-01,21150.593484390443,120.994,121.506,NOA,17480.696137321225,17407.036265197148,19033.125625822388,18950.69931340674
Chaco,2017-11-01,19705.526390020314,120.994,119.696,NEA,16286.366588442661,16462.978203131526,17448.03903022949,17519.87949686914
Chubut,2017-11-01,40028.1151025827,120.994,120.4376,Patagonia,33082.72732745649,33235.56356369,35691.547237296174,35711.13891062233
Corrientes,2017-11-01,19294.20987468312,120.994,119.696,NEA,15946.418727113016,16119.34390011623,16927.724534407746,16997.361315916478
Córdoba,2017-11-01,22908.255989119167,120.994,121.2004,Pampeana,18933.381811593277,18901.138931157955,20468.469814905602,20497.4670048412
Entre Ríos,2017-11-01,20232.844739639135,120.994,121.2004,Pampeana,16722.18848838714,16693.71119207456,18195.146077237656,18221.055884395333
Formosa,2017-11-01,20770.787935724973,120.994,119.696,NEA,17166.79168861677,17352.950755016856,18174.08772117827,18249.4092314994
Jujuy,2017-11-01,21620.857870522344,120.994,121.506,NOA,17869.36366309267,17794.06603009098,18447.547682259396,18365.087261482982
La Pampa,2017-11-01,22978.39447402683,120.994,121.2004,Pampeana,18991.35037607388,18959.008777220894,20167.55007614303,20196.193586291607
La Rioja,2017-11-01,20479.93843330994,120.994,121.506,NOA,16926.408279179082,16855.084056186475,16735.85894261057,16664.03997189887
Mendoza,2017-11-01,20928.6642463726,120.994,121.4671,Cuyo,17297.274448627697,17229.90360877357,18500.338823715334,18466.263833699482
Misiones,2017-11-01,18804.901241431584,120.994,119.696,NEA,15542.011373647934,15710.551097306163,16041.772674444235,16108.68449595534
Neuquén,2017-11-01,39770.01580048363,120.994,120.4376,Patagonia,32869.41154146787,33021.2622972258,34874.642336193785,34895.09680246998
Río Negro,2017-11-01,25003.171579963717,120.994,120.4376,Patagonia,20664.80286622784,20760.27053010332,21992.362221449035,22007.142770696282
Salta,2017-11-01,20148.480956921972,120.994,121.506,NOA,16652.462896442776,16582.293020033554,17514.120294550645,17435.83991140228
San Juan,2017-11-01,21648.51931051763,120.994,121.4671,Cuyo,17892.225490948003,17822.53738709299,18895.16629419064,18860.982758557406
San Luis,2017-11-01,24252.119491459456,120.994,121.4671,Cuyo,20044.067880605202,19965.998604938668,21293.4055274493,21254.293748965323
Santa Cruz,2017-11-01,45707.91071034456,120.994,120.4376,Patagonia,37777.00605843642,37951.5290161416,41991.01533153326,42016.77610748389
Santa Fe,2017-11-01,24170.376767251637,120.994,121.2004,Pampeana,19976.508560136564,19942.489271695173,21493.596793518853,21524.229471698276
Santiago del Estero,2017-11-01,17688.57464020728,120.994,121.506,NOA,14619.381655460005,14557.77874360713,15612.790699509682,15543.350059671653
Tierra del Fuego,2017-11-01,41784.704685888464,120.994,120.4376,Patagonia,34534.52624583737,34694.06953134939,37486.96778473176,37510.37295640331
Tucumán,2017-11-01,19273.2273301073,120.994,121.506,NOA,15929.076921258325,15861.95523686674,16664.520962680006,16592.548414679542
Buenos Aires,2017-12-01,37289.97423510588,124.7956,125.0392,GBA,29880.840538533317,29822.627012253663,22587.301644827443,22567.764104126116
C.A.B.A.,2017-12-01,44427.72594708117,124.7956,125.0392,GBA,35600.3945227886,35531.03822407786,27070.346967066762,27047.013846514703
Catamarca,2017-12-01,33015.47317911408,124.7956,124.313,NOA,26455.63880386334,26558.343197504753,18894.469281367255,18820.60166842173
Chaco,2017-12-01,28995.477683037912,124.7956,122.2757,NEA,23234.374996424485,23713.19704817712,17399.42937278329,17511.17167706899
Chubut,2017-12-01,59584.848058119154,124.7956,123.4627,Patagonia,47745.95262823301,48261.41665306133,35687.941929689085,35750.488938417606
Corrientes,2017-12-01,28539.032595639525,124.7956,122.2757,NEA,22868.620845317884,23339.905308773144,16918.533554812435,17027.444041609102
Córdoba,2017-12-01,34132.45706333909,124.7956,124.9703,Pampeana,27350.689498138632,27312.455090000658,20462.072133154677,20487.883122412113
Entre Ríos,2017-12-01,31029.721072581575,124.7956,124.9703,Pampeana,24864.435182475645,24829.67638917533,18184.413329237326,18207.426570286647
Formosa,2017-12-01,30678.41707154537,124.7956,122.2757,NEA,24582.931667098335,25089.545242059845,18176.202353696972,18293.74166193156
Jujuy,2017-12-01,28361.730856093334,124.7956,124.313,NOA,22726.54713474941,22814.774686551955,18275.59856782985,18200.49044303698
La Pampa,2017-12-01,33724.502044790046,124.7956,124.9703,Pampeana,27023.790938775124,26986.013512642643,20160.780044258136,20186.27543556234
La Rioja,2017-12-01,30736.249821360423,124.7956,124.313,NOA,24629.27364535322,24724.88784066061,16743.340232452098,16679.489111349347
Mendoza,2017-12-01,30310.593631837688,124.7956,125.5295,Cuyo,24288.190955320293,24146.191637692882,18499.056810713908,18453.148544229105
Misiones,2017-12-01,27091.59615742015,124.7956,122.2757,NEA,21708.775115004177,22156.157075706906,16002.860781626394,16107.054433196057
Neuquén,2017-12-01,57399.779276902336,124.7956,123.4627,Patagonia,45995.034501939444,46491.595661606574,34851.190407905015,34913.024970820145
Río Negro,2017-12-01,36193.84287753297,124.7956,123.4627,Patagonia,29002.499188699738,29315.60939258008,21961.137934961695,22002.01100119897
Salta,2017-12-01,28797.759994698474,124.7956,124.313,NOA,23075.94177575049,23165.52572514417,17533.025667290734,17462.21061325851
San Juan,2017-12-01,31325.280168371173,124.7956,125.5295,Cuyo,25101.26973096101,24954.516801525675,18942.51629757932,18896.10335115981
San Luis,2017-12-01,36977.080845061275,124.7956,125.5295,Cuyo,29630.115841472998,29456.885309876383,21325.86176509797,21272.31410898094
Santa Cruz,2017-12-01,65500.50025761188,124.7956,123.4627,Patagonia,52486.22568232525,53052.865567990884,41930.90845448925,42003.88922091202
Santa Fe,2017-12-01,35677.64337310297,124.7956,124.9703,Pampeana,28588.863207599446,28548.897916627368,21454.307719715627,21481.609956980712
Santiago del Estero,2017-12-01,25700.40089019402,124.7956,124.313,NOA,20593.996014438027,20673.944712293986,15584.930936151542,15522.152687801508
Tierra del Fuego,2017-12-01,70608.02497099504,124.7956,123.4627,Patagonia,56578.93785597813,57189.762552572596,37330.51850927104,37404.825738992135
Tucumán,2017-12-01,28872.86368139634,124.7956,124.313,NOA,23136.12313366524,23225.940715288296,16631.419674258443,16566.93192472657
Buenos Aires,2018-01-01,27498.64610823192,126.9887,127.0147,GBA,21654.40398100927,21649.97130901535,22538.392753674394,22513.493330341284
C.A.B.A.,2018-01-01,34513.78246595098,126.9887,127.0147,GBA,27178.624921706403,27173.06143773199,27106.682937258494,27076.883299611025
Catamarca,2018-01-01,24538.551714605415,126.9887,126.6479,NOA,19323.413590819826,19375.411447489783,18884.501967651348,18815.21469010283
Chaco,2018-01-01,21253.016354164345,126.9887,124.7172,NEA,16736.147668386515,17040.9665660906,17381.532840515756,17519.88266332759
Chubut,2018-01-01,43236.6523808671,126.9887,126.6303,Patagonia,34047.63760938343,34144.002170781474,35660.037555120434,35757.80889896469
Corrientes,2018-01-01,20777.51639672106,126.9887,124.7172,NEA,16361.70493651881,16659.704031778343,16890.29662306072,17025.228500218484
Córdoba,2018-01-01,25493.60644838389,126.9887,127.3092,Pampeana,20075.492109442723,20024.952201713535,20392.002331140422,20417.052187092333
Entre Ríos,2018-01-01,23336.993036098385,126.9887,127.3092,Pampeana,18377.2202062848,18330.95568591931,18203.735540610207,18225.886808177067
Formosa,2018-01-01,23070.250717183026,126.9887,124.7172,NEA,18167.168194637023,18498.050563340923,18226.588945062293,18372.95124063292
Jujuy,2018-01-01,21370.834380520813,126.9887,126.6479,NOA,16828.92602296174,16874.211400679214,18272.417724118066,18201.297813534442
La Pampa,2018-01-01,25091.81402333823,126.9887,127.3092,Pampeana,19759.09196907932,19709.348596439402,20174.84854018782,20199.430418654127
La Rioja,2018-01-01,21188.54865055828,126.9887,126.6479,NOA,16685.381180024902,16730.280289336246,16712.809946415637,16652.91719793889
Mendoza,2018-01-01,22474.35800535257,126.9887,127.4142,Cuyo,17697.91958288617,17638.81734167194,18484.5635431198,18435.509236397185
Misiones,2018-01-01,20045.203051217417,126.9887,124.7172,NEA,15785.028944478852,16072.52492135601,15997.448807359337,16126.728076662026
Neuquén,2018-01-01,41325.9153415184,126.9887,126.6303,Patagonia,32542.986377148834,32635.09234481668,34820.88599470506,34916.42272334208
Río Negro,2018-01-01,24433.113616435086,126.9887,126.6303,Patagonia,19240.384078611,19294.839873580877,21961.881745616713,22022.50342702238
Salta,2018-01-01,21063.69470443416,126.9887,126.6479,NOA,16587.062238163053,16631.696778576006,17554.405068757547,17487.51717082285
San Juan,2018-01-01,25048.602403176403,126.9887,127.4142,Cuyo,19725.064043632545,19659.192149051207,19024.378087551293,18974.341659835256
San Luis,2018-01-01,26376.859568150983,126.9887,127.4142,Cuyo,20771.02889324088,20701.663996753097,21321.79794429226,21264.54249650047
Santa Cruz,2018-01-01,47946.25166126211,126.9887,126.6303,Patagonia,37756.313484004575,37863.17465982637,41869.563012366714,41981.8935068453
Santa Fe,2018-01-01,26679.782265245223,126.9887,127.3092,Pampeana,21009.571926671604,20956.680479686638,21442.788190257073,21469.17151884143
Santiago del Estero,2018-01-01,18561.43753743237,126.9887,126.6479,NOA,14616.605680215935,14655.93786982048,15569.951783336224,15510.639324695909
Tierra del Fuego,2018-01-01,41429.38274782925,126.9887,126.6303,Patagonia,32624.46402540482,32716.800598142192,37297.78229557565,37405.898431226946
Tucumán,2018-01-01,21781.02588330169,126.9887,126.6479,NOA,17151.94019885367,17198.094783491622,16615.992791285433,16555.57166459615
Buenos Aires,2018-02-01,26639.875717014416,130.0606,130.2913,GBA,20482.664017399904,20446.39643400167,22533.21926480648,22507.319523912796
C.A.B.A.,2018-02-01,33087.027527418184,130.0606,130.2913,GBA,25439.700822092305,25394.656072522248,27091.628188039183,27060.59633593119
Catamarca,2018-02-01,21192.902816593712,130.0606,129.236,NOA,16294.637128072387,16398.606283538422,18846.72600076957,18786.447322841657
Chaco,2018-02-01,20444.355960786605,130.0606,127.2934,NEA,15719.100143153733,16060.813805575626,17334.906404492827,17498.792738570683
Chubut,2018-02-01,43948.30474651572,130.0606,129.2057,Patagonia,33790.636631320885,34014.215120939494,35624.11295505647,35756.836483456704
Corrientes,2018-02-01,19950.368605953747,130.0606,127.2934,NEA,15339.286921599429,15672.743917558762,16844.188123795346,17004.038166519527
Córdoba,2018-02-01,24080.871896895696,130.0606,130.294,Pampeana,18515.116720125618,18481.949972290124,20389.627227493685,20409.604143354012
Entre Ríos,2018-02-01,21895.28266357348,130.0606,130.294,Pampeana,16834.677576124883,16804.521055131838,18189.61089397345,18207.13176476034
Formosa,2018-02-01,21621.211138067192,130.0606,127.2934,NEA,16623.951556479973,16985.33556183368,18199.528009129353,18372.945009376286
Jujuy,2018-02-01,20703.494294314227,130.0606,129.236,NOA,15918.344444293067,16019.912636041217,18243.16322458488,18180.841989588916
La Pampa,2018-02-01,25119.93531764154,130.0606,130.294,Pampeana,19314.0238609091,19279.426003992154,20184.157976633745,20203.4656357524
La Rioja,2018-02-01,18033.499381170564,130.0606,129.236,NOA,13865.459163782549,13953.928766884277,16770.34712960727,16718.097856519784
Mendoza,2018-02-01,21350.914114855223,130.0606,130.773,Cuyo,16416.127647308425,16326.699024152711,18465.66396541082,18403.507033775822
Misiones,2018-02-01,19352.15897136746,130.0606,127.2934,NEA,14879.340070219157,15202.798394392372,15961.18170748116,16114.650304049283
Neuquén,2018-02-01,41422.112918764746,130.0606,129.2057,Patagonia,31848.317567937367,32059.044545840272,34838.798997338585,34966.98253474913
Río Negro,2018-02-01,26023.14469500485,130.0606,129.2057,Patagonia,20008.476583227242,20140.864292368562,21969.55546620048,22050.707758518925
Salta,2018-02-01,20918.503520411992,130.0606,129.236,NOA,16083.659094615889,16186.282088900922,17558.766319314258,17500.76010001729
San Juan,2018-02-01,23162.936781529403,130.0606,130.773,Cuyo,17809.341784929027,17712.323477728125,18987.95758829896,18923.641688703636
San Luis,2018-02-01,24923.05150988477,130.0606,130.773,Cuyo,19162.645343697302,19058.254769627347,21335.861785921952,21263.458738787678
Santa Cruz,2018-02-01,52706.43987733886,130.0606,129.2057,Patagonia,40524.52462724212,40792.65843328805,41889.18861065193,42043.07777439253
Santa Fe,2018-02-01,25350.868381706125,130.0606,130.294,Pampeana,19491.581910052795,19456.66598746383,21404.341261029684,21425.330396071702
Santiago del Estero,2018-02-01,18114.276818690225,130.0606,129.236,NOA,13927.566702514232,14016.432587429375,15539.677113675394,15488.064106807125
Tierra del Fuego,2018-02-01,43731.4613163888,130.0606,129.2057,Patagonia,33623.911712224,33846.38705288451,37282.86172990793,37425.63840436419
Tucumán,2018-02-01,20136.840313055334,130.0606,129.236,NOA,15482.659862445149,15581.448136011124,16563.048533955942,16511.191308571615
Buenos Aires,2018-03-01,28230.332245443755,133.1054,133.5028,GBA,21209.005979805293,21145.872779779715,22525.245279132665,22496.007479166932
C.A.B.A.,2018-03-01,35713.37802494241,133.1054,133.5028,GBA,26830.900943870354,26751.03295581996,27096.062125785345,27060.79166226904
Catamarca,2018-03-01,21634.425307606412,133.1054,133.248,NOA,16253.604517627693,16236.210155204142,18809.843390865557,18759.908286048634
Chaco,2018-03-01,20728.935738210963,133.1054,130.3843,NEA,15573.324401722968,15898.337252423002,17303.568114184127,17492.53742963085
Chubut,2018-03-01,42249.62076476802,133.1054,133.2304,Patagonia,31741.47762958379,31711.69700366284,35603.70367533653,35743.182046074304
Corrientes,2018-03-01,20165.11001945446,133.1054,130.3843,NEA,15149.730979700644,15465.903501767054,16805.052549439875,16989.29029309279
Córdoba,2018-03-01,24613.18994521119,133.1054,132.8261,Pampeana,18491.503684456973,18530.386682445085,20370.998703545156,20389.347746158
Entre Ríos,2018-03-01,22419.968625220583,133.1054,132.8261,Pampeana,16843.770895260885,16879.18912414095,18193.125888167182,18209.22787931841
Formosa,2018-03-01,22162.71787223741,133.1054,130.3843,NEA,16650.50243809598,16997.995826366678,18213.27779144479,18413.583875542416
Jujuy,2018-03-01,22402.54149388684,133.1054,133.248,NOA,16830.67816473775,16812.666226800284,18246.286146302842,18194.325539395857
La Pampa,2018-03-01,24419.553086667263,133.1054,132.8261,Pampeana,18346.02734875314,18384.604446465917,20204.90023598428,20222.715263863112
