anio,geocodigo,provincia,vab_millones_2004,la_rioja_region
2022,AR-V,Tierra del Fuego,5859.757660141521,1. Resto país
2022,AR-T,Tucumán,11887.767267236324,2. NOA-Resto
2023,AR-B,Buenos Aires,192891.54745112278,1. Resto país
2023,AR-C,CABA,119458.50031266632,1. Resto país
2023,AR-K,Catamarca,4048.405318503734,2. NOA-Resto
2023,AR-H,Chaco,9482.39673646194,1. Resto país
2023,AR-U,Chubut,11255.774276489496,1. Resto país
2023,AR-W,Corrientes,7850.578862537045,1. Resto país
2023,AR-X,Córdoba,48101.89569042923,1. Resto país
2023,AR-E,Entre Ríos,16142.897033628191,1. Resto país
2023,AR-P,Formosa,3517.555869714982,1. Resto país
2023,AR-Y,Jujuy,6712.399711101376,2. NOA-Resto
2023,AR-L,La Pampa,6125.781575533415,1. Resto país
2023,AR-F,La Rioja,3462.9670408966936,3. La Rioja
2023,AR-M,Mendoza,19751.35215208854,1. Resto país
2023,AR-N,Misiones,7921.475834919171,1. Resto país
2023,AR-Q,Neuquén,23049.44604984018,1. Resto país
2023,AR-R,Río Negro,8514.882525453075,1. Resto país
2023,AR-A,Salta,11485.288920828463,2. NOA-Resto
2023,AR-J,San Juan,7770.368742414671,1. Resto país
2023,AR-D,San Luis,6113.050087490279,1. Resto país
2023,AR-Z,Santa Cruz,8320.498785831936,1. Resto país
2023,AR-S,Santa Fe,46567.37605598137,1. Resto país
2023,AR-G,Santiago del Estero,9497.230642813947,2. NOA-Resto
2023,AR-V,Tierra del Fuego,5607.549047156153,1. Resto país
2023,AR-T,Tucumán,11582.527751876465,2. NOA-Resto
2024,AR-B,Buenos Aires,187017.27381535503,1. Resto país
2024,AR-C,CABA,116846.20098676287,1. Resto país
2024,AR-K,Catamarca,3832.286397516087,2. NOA-Resto
2024,AR-H,Chaco,8880.840541586334,1. Resto país
2024,AR-U,Chubut,11000.36387876827,1. Resto país
2024,AR-W,Corrientes,7438.085809116308,1. Resto país
2024,AR-X,Córdoba,50276.795018408324,1. Resto país
2024,AR-E,Entre Ríos,16212.16668397849,1. Resto país
2024,AR-P,Formosa,3063.5434293604712,1. Resto país
2024,AR-Y,Jujuy,6073.519669391252,2. NOA-Resto
2024,AR-L,La Pampa,6148.65752108598,1. Resto país
2024,AR-F,La Rioja,3218.344598848827,3. La Rioja
2024,AR-M,Mendoza,19570.143051745235,1. Resto país
2024,AR-N,Misiones,7511.030204994835,1. Resto país
2024,AR-Q,Neuquén,25661.119564164113,1. Resto país
2024,AR-R,Río Negro,8460.563327073047,1. Resto país
2024,AR-A,Salta,11065.990562826968,2. NOA-Resto
2024,AR-J,San Juan,7707.687856063138,1. Resto país
2024,AR-D,San Luis,5574.489043516815,1. Resto país
2024,AR-Z,Santa Cruz,7963.499537961982,1. Resto país
2024,AR-S,Santa Fe,48016.83689423082,1. Resto país
2024,AR-G,Santiago del Estero,9312.992946306485,2. NOA-Resto
2024,AR-V,Tierra del Fuego,4872.032955147114,1. Resto país
2024,AR-T,Tucumán,11136.151550281395,2. NOA-Resto
