fecha,la_rioja_region,salario_nominal,salario_sa,salario_real_sa,ipc_nacional,indice_salario_real_sa,indice_salario_sa,indice_ipc,fecha_base
2020-07-01,3. La Rioja,46642.037849308246,48469.6321625693,14768.258807722728,328.2014,100.67185545208625,4.201438934269876,4.17339972070894,2025-01-01
2020-08-01,1. Resto país,62091.7244321304,67168.4980622688,19927.567904852505,337.0632,92.73680100983763,3.9747791551881093,4.286086118893039,2025-01-01
2020-08-01,2. NOA-Resto,45186.012872439824,49120.9404261763,14573.213695881455,337.0632,92.92454304998851,3.9828259407103443,4.286086118893039,2025-01-01
2020-08-01,3. La Rioja,45631.52332082993,48281.2192442336,14324.084991845328,337.0632,97.64402375101746,4.185106947920981,4.286086118893039,2025-01-01
2020-09-01,1. Resto país,64134.75529497766,69834.6605030272,20147.285059151745,346.6207,93.75929738842153,4.132552623400062,4.407619018602412,2025-01-01
2020-09-01,2. NOA-Resto,47352.669820875424,51555.630586917,14873.788722634568,346.6207,94.84112765487664,4.180235579973334,4.407619018602412,2025-01-01
2020-09-01,3. La Rioja,47231.932308708616,49536.7302755126,14291.336401868844,346.6207,97.42078407467538,4.29393700694698,4.407619018602412,2025-01-01
2020-10-01,1. Resto país,68273.18803793799,73275.1329168296,20373.6151157435,359.657,94.81256819000208,4.336146844335357,4.573388240729672,2025-01-01
2020-10-01,2. NOA-Resto,50554.564163592884,53640.5915785869,14914.37441189436,359.657,95.0999179743997,4.349288465584761,4.573388240729672,2025-01-01
2020-10-01,3. La Rioja,51100.217824151805,51864.3411554792,14420.500964941373,359.657,98.30126947193627,4.49569869851752,4.573388240729672,2025-01-01
2020-11-01,1. Resto país,70233.60761087184,75874.3000597366,20450.13074990522,371.0211,95.16864852922245,4.489955782729351,4.717893814947542,2025-01-01
2020-11-01,2. NOA-Resto,51564.02768723826,54994.0884987054,14822.36145025321,371.0211,94.51320713672108,4.459032753811922,4.717893814947542,2025-01-01
2020-11-01,3. La Rioja,52827.10368703655,53857.7621607278,14516.091446208262,371.0211,98.95288800313803,4.668492182812016,4.717893814947542,2025-01-01
2020-12-01,1. Resto país,103596.6342984063,77487.7378462389,20080.65091461468,385.8826,93.4492024770957,4.58543296425032,4.9068722286572815,2025-01-01
2020-12-01,2. NOA-Resto,76198.84733642181,56915.1868030438,14749.352990532301,385.8826,94.04767647890426,4.6147993188408,4.9068722286572815,2025-01-01
2020-12-01,3. La Rioja,80329.32884675129,55381.6458635027,14351.941721006,385.8826,97.83391672675302,4.800585290072734,4.9068722286572815,2025-01-01
2021-01-01,1. Resto país,78771.58560510864,81773.89347127,20366.73659600789,401.5071,94.7805576647333,4.839071537774357,5.10555292878902,2025-01-01
2021-01-01,2. NOA-Resto,57582.55852780124,59113.4143297686,14722.881445874458,401.5071,93.87888349730868,4.793036085911275,5.10555292878902,2025-01-01
2021-01-01,3. La Rioja,54255.339108066015,56908.1381426234,14173.631834312122,401.5071,96.61841885576925,4.932904513640369,5.10555292878902,2025-01-01
2021-02-01,1. Resto país,80306.33564878834,84384.712385617,20291.639937434877,415.8595,94.43108080354075,4.9935699841903665,5.28805764129635,2025-01-01
