jurisdiccion,fecha,salario_promedio
Tucumán,2015-02-01,9128.569892387382
Buenos Aires,2015-03-01,12782.689616250354
C.A.B.A.,2015-03-01,16038.527085296637
Catamarca,2015-03-01,10029.590441118444
Chaco,2015-03-01,9404.293576895767
Chubut,2015-03-01,21396.503951274266
Corrientes,2015-03-01,9393.902297512448
Córdoba,2015-03-01,11132.046676342736
Entre Ríos,2015-03-01,10006.763810602495
Formosa,2015-03-01,9433.758923444188
Jujuy,2015-03-01,9898.188974666926
La Pampa,2015-03-01,11115.512901088734
La Rioja,2015-03-01,8301.314865870652
Mendoza,2015-03-01,10257.004136375119
Misiones,2015-03-01,8788.731702067807
Neuquén,2015-03-01,23432.170376301892
Río Negro,2015-03-01,12876.071418475989
Salta,2015-03-01,9615.16788171431
San Juan,2015-03-01,10489.917602805095
San Luis,2015-03-01,11209.305458651821
Santa Cruz,2015-03-01,25970.48327460605
Santa Fe,2015-03-01,11760.471103638667
Santiago del Estero,2015-03-01,9031.163884928712
Tierra del Fuego,2015-03-01,20959.87594938337
Tucumán,2015-03-01,9395.053390909736
Buenos Aires,2015-04-01,12742.7433685654
C.A.B.A.,2015-04-01,15252.918334857919
Catamarca,2015-04-01,10460.0701002097
Chaco,2015-04-01,9378.136476042699
Chubut,2015-04-01,21793.449137463576
Corrientes,2015-04-01,9494.820238171977
Córdoba,2015-04-01,11308.903827739858
Entre Ríos,2015-04-01,10149.188708948292
Formosa,2015-04-01,9604.865688235583
Jujuy,2015-04-01,10317.781606707294
La Pampa,2015-04-01,11003.330300865418
La Rioja,2015-04-01,9026.134973116847
Mendoza,2015-04-01,10295.525294964746
Misiones,2015-04-01,8873.855250580229
Neuquén,2015-04-01,22864.96955920382
Río Negro,2015-04-01,12846.00415773623
Salta,2015-04-01,9761.03663187587
San Juan,2015-04-01,10296.965260555065
San Luis,2015-04-01,11335.848291623373
Santa Cruz,2015-04-01,24864.32353581762
Santa Fe,2015-04-01,11947.563839231972
Santiago del Estero,2015-04-01,8642.465899675977
Tierra del Fuego,2015-04-01,21301.36122157312
Tucumán,2015-04-01,9096.350380832615
Buenos Aires,2015-05-01,13032.487275753398
C.A.B.A.,2015-05-01,15286.60650946844
Catamarca,2015-05-01,10874.994179411504
Chaco,2015-05-01,9811.253130537041
Chubut,2015-05-01,22487.33850541119
Corrientes,2015-05-01,9869.606383072529
Córdoba,2015-05-01,11845.089922557498
Entre Ríos,2015-05-01,10621.942104441063
Formosa,2015-05-01,10245.667221380376
Jujuy,2015-05-01,10940.978718668171
La Pampa,2015-05-01,11903.72368658635
La Rioja,2015-05-01,9464.473869764677
Mendoza,2015-05-01,11377.06695109465
Misiones,2015-05-01,9339.99354891605
Neuquén,2015-05-01,23959.503805817767
Río Negro,2015-05-01,13633.773255451983
Salta,2015-05-01,10164.285314888102
San Juan,2015-05-01,10943.809987866074
San Luis,2015-05-01,11621.757062881905
Santa Cruz,2015-05-01,26171.205605406994
Santa Fe,2015-05-01,12333.0605676713
Santiago del Estero,2015-05-01,9279.36270699514
Tierra del Fuego,2015-05-01,23283.770216719688
Tucumán,2015-05-01,9391.452798272263
Buenos Aires,2015-06-01,19397.141060275288
C.A.B.A.,2015-06-01,23224.979518535936
Catamarca,2015-06-01,16459.316150037444
Chaco,2015-06-01,15152.308517386158
Chubut,2015-06-01,33159.13865045585
Corrientes,2015-06-01,14898.62606768998
Córdoba,2015-06-01,17756.178389507248
Entre Ríos,2015-06-01,15958.920330058814
Formosa,2015-06-01,15532.709091859144
Jujuy,2015-06-01,16218.722511432388
La Pampa,2015-06-01,17165.892501069193
La Rioja,2015-06-01,14847.912524115136
Mendoza,2015-06-01,16295.173240200073
Misiones,2015-06-01,13503.154275848934
Neuquén,2015-06-01,33767.69141124234
Río Negro,2015-06-01,19444.18602958443
Salta,2015-06-01,15255.71418021674
San Juan,2015-06-01,16263.353869336353
San Luis,2015-06-01,18014.433364803408
Santa Cruz,2015-06-01,39263.676432537366
Santa Fe,2015-06-01,18686.361119618345
Santiago del Estero,2015-06-01,13962.293725937394
Tierra del Fuego,2015-06-01,32126.813568711827
Tucumán,2015-06-01,13951.772238335332
Buenos Aires,2015-07-01,14133.87237912731
C.A.B.A.,2015-07-01,16584.62078329514
Catamarca,2015-07-01,12483.605241388048
Chaco,2015-07-01,10952.700670746934
Chubut,2015-07-01,23256.62576204895
Corrientes,2015-07-01,10623.62630094173
Córdoba,2015-07-01,12842.279498818936
Entre Ríos,2015-07-01,11470.42305322334
Formosa,2015-07-01,11300.101852049755
Jujuy,2015-07-01,11860.914148979075
La Pampa,2015-07-01,12416.108041915326
La Rioja,2015-07-01,10946.88661243993
Mendoza,2015-07-01,11824.189447393175
Misiones,2015-07-01,9922.12159842069
Neuquén,2015-07-01,23822.29595638259
Río Negro,2015-07-01,14274.515931684598
Salta,2015-07-01,11112.455986954235
San Juan,2015-07-01,11612.22608838518
San Luis,2015-07-01,12892.164105020493
Santa Cruz,2015-07-01,29461.149838160894
Santa Fe,2015-07-01,13555.696343498923
Santiago del Estero,2015-07-01,9948.441547405719
Tierra del Fuego,2015-07-01,24214.935047288916
Tucumán,2015-07-01,10597.293105791743
Buenos Aires,2015-08-01,13879.619976208272
C.A.B.A.,2015-08-01,16496.809312684563
Catamarca,2015-08-01,12074.666547676461
Chaco,2015-08-01,10548.383275113441
Chubut,2015-08-01,23872.561758604905
Corrientes,2015-08-01,10486.422224741722
Córdoba,2015-08-01,12585.872810218038
Entre Ríos,2015-08-01,11033.474635924058
Formosa,2015-08-01,10976.799523463646
Jujuy,2015-08-01,12299.208836889009
La Pampa,2015-08-01,12484.886010260669
La Rioja,2015-08-01,10781.79947941505
Mendoza,2015-08-01,11904.858955522663
Misiones,2015-08-01,9954.984865589266
Neuquén,2015-08-01,24487.912480439736
Río Negro,2015-08-01,14519.443266711123
Salta,2015-08-01,10928.439474985764
San Juan,2015-08-01,11572.11317933732
San Luis,2015-08-01,12516.423289886914
Santa Cruz,2015-08-01,29061.11594538491
Santa Fe,2015-08-01,13177.26189622827
Santiago del Estero,2015-08-01,9720.74643025028
Tierra del Fuego,2015-08-01,26471.801488517343
Tucumán,2015-08-01,9991.886923664906
Buenos Aires,2015-09-01,14621.44537969677
C.A.B.A.,2015-09-01,17102.676756676545
Catamarca,2015-09-01,12490.487224874172
Chaco,2015-09-01,11000.0718969924
Chubut,2015-09-01,24187.846037300165
Corrientes,2015-09-01,10816.990440483749
Córdoba,2015-09-01,12975.834397944496
Entre Ríos,2015-09-01,11543.87782630909
Formosa,2015-09-01,11403.018650752569
Jujuy,2015-09-01,12511.885884326519
La Pampa,2015-09-01,12970.09299294924
La Rioja,2015-09-01,11494.266291244483
Mendoza,2015-09-01,12260.796789592916
Misiones,2015-09-01,10468.467857512424
Neuquén,2015-09-01,25007.05764277525
Río Negro,2015-09-01,14959.545813239642
Salta,2015-09-01,11226.18073405816
San Juan,2015-09-01,11763.801224375777
San Luis,2015-09-01,13087.495853997336
Santa Cruz,2015-09-01,28956.841720458116
Santa Fe,2015-09-01,13735.705991106477
Santiago del Estero,2015-09-01,10170.429700470662
Tierra del Fuego,2015-09-01,26817.130758158317
Tucumán,2015-09-01,10611.375788784668
Buenos Aires,2015-10-01,14699.075079903416
C.A.B.A.,2015-10-01,17278.002680178248
Catamarca,2015-10-01,12410.080814255229
Chaco,2015-10-01,10906.100823204191
Chubut,2015-10-01,23994.04848857432
Corrientes,2015-10-01,10786.687844242284
Córdoba,2015-10-01,12893.666602054276
Entre Ríos,2015-10-01,11192.05756455894
Formosa,2015-10-01,11190.692607140683
Jujuy,2015-10-01,12416.466963292905
La Pampa,2015-10-01,12782.881817749158
La Rioja,2015-10-01,11478.862998440403
Mendoza,2015-10-01,12313.414225041874
Misiones,2015-10-01,10544.015146734657
Neuquén,2015-10-01,24667.650625051483
Río Negro,2015-10-01,14986.5025571561
Salta,2015-10-01,11180.555688540131
San Juan,2015-10-01,11788.416743357355
San Luis,2015-10-01,13321.864179400503
Santa Cruz,2015-10-01,29359.60191681822
Santa Fe,2015-10-01,13775.67846563463
Santiago del Estero,2015-10-01,9956.56852181418
Tierra del Fuego,2015-10-01,26514.65848810068
Tucumán,2015-10-01,10669.184497279244
Buenos Aires,2015-11-01,14734.956748937035
C.A.B.A.,2015-11-01,17547.847326962936
Catamarca,2015-11-01,12743.714461768486
Chaco,2015-11-01,11490.497748375592
Chubut,2015-11-01,24443.286357917274
Corrientes,2015-11-01,11384.37905956861
Córdoba,2015-11-01,13373.313200180102
Entre Ríos,2015-11-01,11815.278355670092
Formosa,2015-11-01,11617.118515473709
Jujuy,2015-11-01,12937.08792382698
La Pampa,2015-11-01,13255.155014527214
La Rioja,2015-11-01,12118.677684686945
Mendoza,2015-11-01,12424.687909018905
Misiones,2015-11-01,11027.071696276702
Neuquén,2015-11-01,24754.308429933066
Río Negro,2015-11-01,15028.220355071991
Salta,2015-11-01,11460.979212527389
San Juan,2015-11-01,12284.976233003144
San Luis,2015-11-01,13855.341612052498
Santa Cruz,2015-11-01,29257.839741482076
Santa Fe,2015-11-01,14027.175152357428
Santiago del Estero,2015-11-01,10388.45347608242
Tierra del Fuego,2015-11-01,27953.936109825372
Tucumán,2015-11-01,11258.582883555227
Buenos Aires,2015-12-01,22030.076033225472
C.A.B.A.,2015-12-01,26430.18835585571
Catamarca,2015-12-01,21200.89151804443
Chaco,2015-12-01,17237.01506968475
Chubut,2015-12-01,36387.04792348316
Corrientes,2015-12-01,17153.43511197624
Córdoba,2015-12-01,20482.19588063608
Entre Ríos,2015-12-01,18321.509378577543
Formosa,2015-12-01,17871.615554342025
Jujuy,2015-12-01,18247.699391840066
La Pampa,2015-12-01,19805.70969996551
La Rioja,2015-12-01,19057.466875198905
Mendoza,2015-12-01,18374.86362638289
Misiones,2015-12-01,16305.786287773255
Neuquén,2015-12-01,36503.507772037265
Río Negro,2015-12-01,21944.922312569874
Salta,2015-12-01,16848.576195486054
San Juan,2015-12-01,18167.774726236115
San Luis,2015-12-01,21700.953193208145
Santa Cruz,2015-12-01,41619.85731421734
Santa Fe,2015-12-01,21292.24374908735
Santiago del Estero,2015-12-01,15504.990729385523
Tierra del Fuego,2015-12-01,45922.61830109203
Tucumán,2015-12-01,17235.900268425463
Buenos Aires,2016-01-01,16339.057491722619
C.A.B.A.,2016-01-01,19697.165209064784
Catamarca,2016-01-01,14822.145641034396
Chaco,2016-01-01,12484.777106231923
Chubut,2016-01-01,25720.67014972019
Corrientes,2016-01-01,12298.834341927379
Córdoba,2016-01-01,15024.536186127418
Entre Ríos,2016-01-01,13222.52412932734
Formosa,2016-01-01,13157.126798214349
Jujuy,2016-01-01,12657.49402655178
La Pampa,2016-01-01,14371.530626957667
La Rioja,2016-01-01,12617.12428053139
Mendoza,2016-01-01,13138.225177850787
Misiones,2016-01-01,11825.970598861244
Neuquén,2016-01-01,26645.08851083974
Río Negro,2016-01-01,15057.364837198542
Salta,2016-01-01,12142.197898361335
San Juan,2016-01-01,14365.746862500717
San Luis,2016-01-01,15095.438170639623
Santa Cruz,2016-01-01,30054.275943929566
Santa Fe,2016-01-01,15610.513057319426
Santiago del Estero,2016-01-01,10966.048429069528
Tierra del Fuego,2016-01-01,24613.376489022594
Tucumán,2016-01-01,12533.268689487915
Buenos Aires,2016-02-01,15921.573308321722
C.A.B.A.,2016-02-01,19738.53885955302
Catamarca,2016-02-01,13184.318829152568
Chaco,2016-02-01,12421.499576353131
Chubut,2016-02-01,27094.04179294012
Corrientes,2016-02-01,12078.756275305388
Córdoba,2016-02-01,14514.404592817678
Entre Ríos,2016-02-01,13191.333922080617
Formosa,2016-02-01,12767.437071686229
Jujuy,2016-02-01,12763.257156909674
La Pampa,2016-02-01,14593.109013207792
La Rioja,2016-02-01,10814.192351507405
Mendoza,2016-02-01,13116.401115189614
Misiones,2016-02-01,11717.448671726486
Neuquén,2016-02-01,26405.658950336827
Río Negro,2016-02-01,15865.685818861724
Salta,2016-02-01,12306.814802106295
San Juan,2016-02-01,13466.662169750962
San Luis,2016-02-01,14678.780191050722
Santa Cruz,2016-02-01,32597.380937963917
Santa Fe,2016-02-01,15376.628605358412
Santiago del Estero,2016-02-01,11096.00845850743
Tierra del Fuego,2016-02-01,27153.733234329116
Tucumán,2016-02-01,12367.067057974986
Buenos Aires,2016-03-01,16992.157175843946
C.A.B.A.,2016-03-01,21181.456356293063
Catamarca,2016-03-01,13854.930958832358
Chaco,2016-03-01,12602.947637765421
Chubut,2016-03-01,25811.255077719212
Corrientes,2016-03-01,12287.8161942545
Córdoba,2016-03-01,14784.847756884092
Entre Ríos,2016-03-01,13490.728941226473
Formosa,2016-03-01,13043.056838630382
Jujuy,2016-03-01,13385.022524940183
La Pampa,2016-03-01,14323.96439712475
La Rioja,2016-03-01,11008.625228798504
Mendoza,2016-03-01,13329.353914793068
Misiones,2016-03-01,11719.187428972706
Neuquén,2016-03-01,27562.76279680017
Río Negro,2016-03-01,16526.39418255799
Salta,2016-03-01,12540.130374721844
San Juan,2016-03-01,13447.727340578644
San Luis,2016-03-01,14989.087045832532
Santa Cruz,2016-03-01,31224.11144380828
Santa Fe,2016-03-01,15762.080789575906
Santiago del Estero,2016-03-01,11472.406064271916
Tierra del Fuego,2016-03-01,28071.322977626347
Tucumán,2016-03-01,12337.946315649113
Buenos Aires,2016-04-01,17227.50854662622
C.A.B.A.,2016-04-01,20871.657573271033
Catamarca,2016-04-01,14244.923307832349
Chaco,2016-04-01,13440.852179191932
Chubut,2016-04-01,27143.799381937504
Corrientes,2016-04-01,12981.08713179932
Córdoba,2016-04-01,15565.227828470583
Entre Ríos,2016-04-01,14151.374554457256
Formosa,2016-04-01,14262.71320610956
Jujuy,2016-04-01,14561.46372752368
La Pampa,2016-04-01,15320.55431946395
La Rioja,2016-04-01,12753.62715303609
Mendoza,2016-04-01,13927.357500723665
Misiones,2016-04-01,12263.708297833311
Neuquén,2016-04-01,28011.226385427337
Río Negro,2016-04-01,17317.001498442274
Salta,2016-04-01,13566.820734141867
San Juan,2016-04-01,14045.202734177208
San Luis,2016-04-01,15834.208732725701
Santa Cruz,2016-04-01,31668.685455948966
Santa Fe,2016-04-01,16528.759459461657
Santiago del Estero,2016-04-01,12446.182766303144
Tierra del Fuego,2016-04-01,28124.37030747731
Tucumán,2016-04-01,12378.688095462761
Buenos Aires,2016-05-01,17486.548419977968
C.A.B.A.,2016-05-01,21056.872502535512
Catamarca,2016-05-01,14960.102187270084
Chaco,2016-05-01,13968.992763129621
Chubut,2016-05-01,27556.6797671156
Corrientes,2016-05-01,13592.61477621363
Córdoba,2016-05-01,15999.606442365844
Entre Ríos,2016-05-01,14375.5118944134
Formosa,2016-05-01,15000.708846539796
Jujuy,2016-05-01,14842.78577665011
La Pampa,2016-05-01,15657.787799414156
La Rioja,2016-05-01,13694.976107199527
Mendoza,2016-05-01,14810.887943251453
Misiones,2016-05-01,12617.323121814787
Neuquén,2016-05-01,27847.71671688129
Río Negro,2016-05-01,17668.181439821277
Salta,2016-05-01,13944.359998712915
San Juan,2016-05-01,14482.008236069754
San Luis,2016-05-01,16638.42864611151
Santa Cruz,2016-05-01,32175.048015570028
Santa Fe,2016-05-01,16834.00784183154
Santiago del Estero,2016-05-01,12637.28986192593
Tierra del Fuego,2016-05-01,29311.578646493497
Tucumán,2016-05-01,12613.226523081104
Buenos Aires,2016-06-01,25718.852409679846
C.A.B.A.,2016-06-01,30491.03683354761
Catamarca,2016-06-01,22379.978925145344
Chaco,2016-06-01,20108.76898481831
Chubut,2016-06-01,40811.07238248763
Corrientes,2016-06-01,19496.606614291377
Córdoba,2016-06-01,23047.43352990563
Entre Ríos,2016-06-01,21029.94612894769
Formosa,2016-06-01,20975.73492399883
Jujuy,2016-06-01,21386.1844566515
La Pampa,2016-06-01,22382.7040684913
La Rioja,2016-06-01,19648.705643404133
Mendoza,2016-06-01,21214.55527936412
Misiones,2016-06-01,17977.727031382492
Neuquén,2016-06-01,39959.71462386364
Río Negro,2016-06-01,25145.58387047338
Salta,2016-06-01,20048.9020703068
San Juan,2016-06-01,21083.782512529862
San Luis,2016-06-01,24398.944510124365
Santa Cruz,2016-06-01,48948.98319285445
Santa Fe,2016-06-01,24443.569102085163
Santiago del Estero,2016-06-01,18060.48442641221
Tierra del Fuego,2016-06-01,42471.47022373487
Tucumán,2016-06-01,18112.28014448021
Buenos Aires,2016-07-01,18701.9098851314
C.A.B.A.,2016-07-01,21924.51570612324
Catamarca,2016-07-01,15887.580487299598
Chaco,2016-07-01,14354.157225669125
Chubut,2016-07-01,31573.854179804093
Corrientes,2016-07-01,13924.636396580125
Córdoba,2016-07-01,16516.765895116354
Entre Ríos,2016-07-01,14998.235761348791
Formosa,2016-07-01,15160.971538803988
Jujuy,2016-07-01,15577.993582031124
La Pampa,2016-07-01,16374.260902251746
La Rioja,2016-07-01,14885.630996224036
Mendoza,2016-07-01,15675.890674627313
Misiones,2016-07-01,13111.455421187766
Neuquén,2016-07-01,32293.936491606062
Río Negro,2016-07-01,18950.14556298348
Salta,2016-07-01,14180.768730508882
San Juan,2016-07-01,15029.140355414822
San Luis,2016-07-01,17651.534456594793
Santa Cruz,2016-07-01,39045.9512466433
Santa Fe,2016-07-01,17615.83021678619
Santiago del Estero,2016-07-01,12880.586423675883
Tierra del Fuego,2016-07-01,32474.59362906291
Tucumán,2016-07-01,13670.341854723833
Buenos Aires,2016-08-01,18880.317122636174
C.A.B.A.,2016-08-01,21967.267942796283
Catamarca,2016-08-01,16246.816114573729
Chaco,2016-08-01,14618.88699841582
Chubut,2016-08-01,31591.22002810925
Corrientes,2016-08-01,14275.67092663435
Córdoba,2016-08-01,16800.618204764654
Entre Ríos,2016-08-01,15285.227876033014
Formosa,2016-08-01,15432.39292724621
Jujuy,2016-08-01,16568.99427667202
La Pampa,2016-08-01,16944.536255959574
La Rioja,2016-08-01,15060.572038334909
Mendoza,2016-08-01,15764.949060299861
Misiones,2016-08-01,13279.618029091676
Neuquén,2016-08-01,30907.140942554553
Río Negro,2016-08-01,19125.870176921322
Salta,2016-08-01,14486.187427084755
San Juan,2016-08-01,15473.5496585098
San Luis,2016-08-01,17923.534790524536
Santa Cruz,2016-08-01,40415.01773516305
Santa Fe,2016-08-01,17957.958692948494
Santiago del Estero,2016-08-01,13179.551933045323
Tierra del Fuego,2016-08-01,32511.120938683838
Tucumán,2016-08-01,13610.788219415685
Buenos Aires,2016-09-01,19308.898226406163
C.A.B.A.,2016-09-01,22517.351678458952
Catamarca,2016-09-01,16216.373055367665
Chaco,2016-09-01,14602.23797229348
Chubut,2016-09-01,31122.563503617974
Corrientes,2016-09-01,14208.786155576292
Córdoba,2016-09-01,16926.22275550037
Entre Ríos,2016-09-01,15036.358084798032
Formosa,2016-09-01,15206.151277697703
Jujuy,2016-09-01,15948.479013156822
La Pampa,2016-09-01,17135.86080596647
La Rioja,2016-09-01,15049.187232398222
Mendoza,2016-09-01,15768.914097184987
Misiones,2016-09-01,13669.374836363408
Neuquén,2016-09-01,30449.88065040695
Río Negro,2016-09-01,19338.247759225145
Salta,2016-09-01,14707.295563355212
San Juan,2016-09-01,15628.357758811906
San Luis,2016-09-01,17754.400237264264
Santa Cruz,2016-09-01,37248.80196100644
Santa Fe,2016-09-01,18072.121914883828
Santiago del Estero,2016-09-01,13218.832834038834
Tierra del Fuego,2016-09-01,32017.260443080784
Tucumán,2016-09-01,13768.516592140364
Buenos Aires,2016-10-01,19950.46567203221
C.A.B.A.,2016-10-01,23229.597711547412
Catamarca,2016-10-01,16802.567843454905
Chaco,2016-10-01,15365.421891118582
Chubut,2016-10-01,32945.40108212073
Corrientes,2016-10-01,14872.560330780092
Córdoba,2016-10-01,17538.614879720786
Entre Ríos,2016-10-01,14960.715247241746
Formosa,2016-10-01,16374.702102012337
Jujuy,2016-10-01,16553.910550498666
La Pampa,2016-10-01,17799.381303277038
La Rioja,2016-10-01,15807.290949615215
Mendoza,2016-10-01,16452.45434533977
Misiones,2016-10-01,14340.606152348182
Neuquén,2016-10-01,32221.66504149092
Río Negro,2016-10-01,19981.19044023345
Salta,2016-10-01,15319.788934318753
San Juan,2016-10-01,15964.717171567241
San Luis,2016-10-01,18537.830747113094
Santa Cruz,2016-10-01,40070.85862604282
Santa Fe,2016-10-01,18899.082340621153
Santiago del Estero,2016-10-01,13713.883381534
Tierra del Fuego,2016-10-01,32930.582668734685
Tucumán,2016-10-01,14136.327777334212
Buenos Aires,2016-11-01,20092.135656421095
C.A.B.A.,2016-11-01,23814.388128338036
Catamarca,2016-11-01,17236.738072510176
Chaco,2016-11-01,15906.371384020518
Chubut,2016-11-01,31692.31709592088
Corrientes,2016-11-01,15220.541124239578
Córdoba,2016-11-01,18202.196364761952
Entre Ríos,2016-11-01,15752.464552572827
Formosa,2016-11-01,16489.388185322412
Jujuy,2016-11-01,17323.008279078254
La Pampa,2016-11-01,18143.649892675123
La Rioja,2016-11-01,16300.642107498345
Mendoza,2016-11-01,16604.709736618242
Misiones,2016-11-01,14939.02417301395
Neuquén,2016-11-01,31929.9115713675
Río Negro,2016-11-01,19985.75080527211
Salta,2016-11-01,15501.589075844226
San Juan,2016-11-01,16912.913366300276
San Luis,2016-11-01,19327.263141670737
Santa Cruz,2016-11-01,37475.82256257406
Santa Fe,2016-11-01,19267.923608527784
Santiago del Estero,2016-11-01,14150.218934362842
Tierra del Fuego,2016-11-01,35372.18776523305
Tucumán,2016-11-01,15401.430805780841
Buenos Aires,2016-12-01,30041.686981019047
C.A.B.A.,2016-12-01,35780.54182373917
Catamarca,2016-12-01,28119.51493732491
Chaco,2016-12-01,23817.690885778917
Chubut,2016-12-01,47789.21631951807
Corrientes,2016-12-01,22978.912600461634
Córdoba,2016-12-01,27427.461679149714
Entre Ríos,2016-12-01,24993.228158479596
Formosa,2016-12-01,24557.55607687396
Jujuy,2016-12-01,24789.936507903956
La Pampa,2016-12-01,27105.031321393853
La Rioja,2016-12-01,24539.49816725487
Mendoza,2016-12-01,24303.57511133741
Misiones,2016-12-01,22175.717828818288
Neuquén,2016-12-01,46276.45764140465
Río Negro,2016-12-01,29377.190626547817
Salta,2016-12-01,22849.07730286938
San Juan,2016-12-01,24533.069690296816
San Luis,2016-12-01,29240.640989689015
Santa Cruz,2016-12-01,53207.50820685341
Santa Fe,2016-12-01,29060.332093238176
Santiago del Estero,2016-12-01,20928.313174735707
Tierra del Fuego,2016-12-01,58456.32916150679
Tucumán,2016-12-01,23533.33859472399
Buenos Aires,2017-01-01,22594.035620838262
C.A.B.A.,2017-01-01,27166.704066223712
Catamarca,2017-01-01,19751.368231086195
Chaco,2017-01-01,17219.730474732645
Chubut,2017-01-01,34927.76201476983
Corrientes,2017-01-01,16965.40211013544
Córdoba,2017-01-01,21248.04180685917
Entre Ríos,2017-01-01,18433.120833659726
Formosa,2017-01-01,17841.05324722235
Jujuy,2017-01-01,17134.591425306397
La Pampa,2017-01-01,19900.952110137336
La Rioja,2017-01-01,17322.16823027145
Mendoza,2017-01-01,18155.26828544976
Misiones,2017-01-01,16101.337351712846
Neuquén,2017-01-01,33428.50572877078
Río Negro,2017-01-01,19536.450048735336
Salta,2017-01-01,16589.494969462005
San Juan,2017-01-01,19039.963401110876
San Luis,2017-01-01,21149.97586773719
Santa Cruz,2017-01-01,39102.91069341721
Santa Fe,2017-01-01,21483.189339971523
Santiago del Estero,2017-01-01,15031.010916096277
Tierra del Fuego,2017-01-01,33540.9199280843
Tucumán,2017-01-01,17612.011273388245
Buenos Aires,2017-02-01,21302.004672346382
C.A.B.A.,2017-02-01,26564.698581343237
Catamarca,2017-02-01,17365.261372916866
Chaco,2017-02-01,16878.630933269815
Chubut,2017-02-01,35483.11064568737
Corrientes,2017-02-01,16478.373847520244
Córdoba,2017-02-01,19227.11717841734
Entre Ríos,2017-02-01,17630.930160748972
Formosa,2017-02-01,17573.394286546194
Jujuy,2017-02-01,16869.072195743036
La Pampa,2017-02-01,19910.088590831732
La Rioja,2017-02-01,13660.630768377676
Mendoza,2017-02-01,17256.364063185614
Misiones,2017-02-01,15879.02409281839
Neuquén,2017-02-01,32799.33560920286
Río Negro,2017-02-01,20650.490226599268
Salta,2017-02-01,16622.222662492568
San Juan,2017-02-01,18918.931382991042
San Luis,2017-02-01,19693.97463920079
Santa Cruz,2017-02-01,41774.03034192877
Santa Fe,2017-02-01,20688.390662776834
Santiago del Estero,2017-02-01,14817.609648120511
Tierra del Fuego,2017-02-01,35048.90174759694
Tucumán,2017-02-01,16712.083978839808
Buenos Aires,2017-03-01,22614.42116442496
C.A.B.A.,2017-03-01,28423.879188259187
Catamarca,2017-03-01,17722.611171719014
Chaco,2017-03-01,16929.888209167904
Chubut,2017-03-01,33952.78423554015
Corrientes,2017-03-01,16579.573516503253
Córdoba,2017-03-01,19865.572138004114
Entre Ríos,2017-03-01,17834.48557109652
Formosa,2017-03-01,17498.967958783618
Jujuy,2017-03-01,17825.582058151234
La Pampa,2017-03-01,19209.658800208646
La Rioja,2017-03-01,13586.329163131091
Mendoza,2017-03-01,17966.376636720946
Misiones,2017-03-01,15703.873903560916
Neuquén,2017-03-01,34998.841138635435
Río Negro,2017-03-01,21539.852386600196
Salta,2017-03-01,16959.04282938973
San Juan,2017-03-01,18766.08266510666
San Luis,2017-03-01,20541.749584459565
Santa Cruz,2017-03-01,40760.568569255636
Santa Fe,2017-03-01,21182.345659178303
Santiago del Estero,2017-03-01,15773.510234401509
Tierra del Fuego,2017-03-01,35441.069451394935
Tucumán,2017-03-01,16689.087803202845
Buenos Aires,2017-04-01,22342.49081216177
C.A.B.A.,2017-04-01,27506.23913498236
Catamarca,2017-04-01,18213.54408633287
Chaco,2017-04-01,17350.666124071533
Chubut,2017-04-01,34229.46721459826
Corrientes,2017-04-01,16806.904508550073
Córdoba,2017-04-01,20598.33252276533
Entre Ríos,2017-04-01,18066.61899049686
Formosa,2017-04-01,18149.507950032814
Jujuy,2017-04-01,18453.03250686383
La Pampa,2017-04-01,19822.494001316074
La Rioja,2017-04-01,15455.251466208416
Mendoza,2017-04-01,18302.88601250796
Misiones,2017-04-01,15594.976252621977
Neuquén,2017-04-01,34326.584214604845
Río Negro,2017-04-01,21960.100283246345
Salta,2017-04-01,17636.6479708844
San Juan,2017-04-01,18407.24742422704
San Luis,2017-04-01,20809.622069716806
Santa Cruz,2017-04-01,39304.537982553215
Santa Fe,2017-04-01,21010.273526527806
Santiago del Estero,2017-04-01,15375.138675872688
Tierra del Fuego,2017-04-01,36369.30343652333
Tucumán,2017-04-01,15833.302783910423
Buenos Aires,2017-05-01,22599.34541832885
C.A.B.A.,2017-05-01,27129.626144743444
Catamarca,2017-05-01,18601.90066846175
Chaco,2017-05-01,17618.692010941766
Chubut,2017-05-01,35260.341753430424
Corrientes,2017-05-01,16896.264778164303
Córdoba,2017-05-01,20732.841296408787
Entre Ríos,2017-05-01,18528.02712472353
Formosa,2017-05-01,18513.87078863993
Jujuy,2017-05-01,18673.47573108636
La Pampa,2017-05-01,20354.52075015818
La Rioja,2017-05-01,16071.636069159931
Mendoza,2017-05-01,19071.446322150827
Misiones,2017-05-01,15812.47624630665
Neuquén,2017-05-01,35055.51400071657
Río Negro,2017-05-01,22857.526243066306
Salta,2017-05-01,18031.18331442648
San Juan,2017-05-01,19544.260994946868
San Luis,2017-05-01,21602.07758497231
Santa Cruz,2017-05-01,42172.226062886664
Santa Fe,2017-05-01,21972.884523990826
Santiago del Estero,2017-05-01,16030.404921015044
Tierra del Fuego,2017-05-01,37252.188520766795
Tucumán,2017-05-01,16095.832701868436
Buenos Aires,2017-06-01,33409.57311491395
C.A.B.A.,2017-06-01,39603.977350958136
Catamarca,2017-06-01,28064.37116590231
Chaco,2017-06-01,25775.292736179377
Chubut,2017-06-01,54736.213106328825
