jurisdiccion,fecha,salario_promedio
Corrientes,2017-06-01,24952.78796031823
Córdoba,2017-06-01,30359.207357463052
Entre Ríos,2017-06-01,27217.408548278432
Formosa,2017-06-01,26655.865765146194
Jujuy,2017-06-01,27963.235141266923
La Pampa,2017-06-01,29783.48840382821
La Rioja,2017-06-01,24248.677053054358
Mendoza,2017-06-01,27508.38115906731
Misiones,2017-06-01,22581.537600412496
Neuquén,2017-06-01,52857.95287613981
Río Negro,2017-06-01,32644.377139755776
Salta,2017-06-01,26356.626714747592
San Juan,2017-06-01,28205.658663409275
San Luis,2017-06-01,32069.521884203237
Santa Cruz,2017-06-01,63123.99158059757
Santa Fe,2017-06-01,31954.93084656088
Santiago del Estero,2017-06-01,23101.272808937967
Tierra del Fuego,2017-06-01,54519.555074512886
Tucumán,2017-06-01,23299.349035812436
Buenos Aires,2017-07-01,24533.530497376494
C.A.B.A.,2017-07-01,28634.082738838068
Catamarca,2017-07-01,20140.660285208596
Chaco,2017-07-01,18687.982023283785
Chubut,2017-07-01,39197.36394320775
Corrientes,2017-07-01,18088.264561747164
Córdoba,2017-07-01,21996.514041733717
Entre Ríos,2017-07-01,19518.092369241247
Formosa,2017-07-01,19479.569411323293
Jujuy,2017-07-01,20096.38261787821
La Pampa,2017-07-01,21385.328295004674
La Rioja,2017-07-01,18343.034417199906
Mendoza,2017-07-01,20447.327479324205
Misiones,2017-07-01,16779.51701793152
Neuquén,2017-07-01,37967.46905999262
Río Negro,2017-07-01,23929.63506447412
Salta,2017-07-01,18986.927278919713
San Juan,2017-07-01,19927.144778486374
San Luis,2017-07-01,22751.11699044803
Santa Cruz,2017-07-01,48459.66430922461
Santa Fe,2017-07-01,22928.223023235172
Santiago del Estero,2017-07-01,16872.49210888576
Tierra del Fuego,2017-07-01,40718.657380412325
Tucumán,2017-07-01,17366.12589897543
Buenos Aires,2017-08-01,24313.183135531886
C.A.B.A.,2017-08-01,28839.599770747733
Catamarca,2017-08-01,20741.92137409543
Chaco,2017-08-01,18812.06626493865
Chubut,2017-08-01,38446.41723722958
Corrientes,2017-08-01,18131.300611160033
Córdoba,2017-08-01,22106.550265321774
Entre Ríos,2017-08-01,19623.138768734716
Formosa,2017-08-01,19521.909261111312
Jujuy,2017-08-01,19738.891106920055
La Pampa,2017-08-01,21891.39428822398
La Rioja,2017-08-01,18880.71206884711
Mendoza,2017-08-01,20311.863196146183
Misiones,2017-08-01,17156.20768241222
Neuquén,2017-08-01,37372.052367884426
Río Negro,2017-08-01,24285.474698586055
Salta,2017-08-01,19112.361703124407
San Juan,2017-08-01,20321.97276830916
San Luis,2017-08-01,22922.566723966538
Santa Cruz,2017-08-01,47001.09327874575
Santa Fe,2017-08-01,23132.24423723067
Santiago del Estero,2017-08-01,17059.47254883824
Tierra del Fuego,2017-08-01,41138.40967877433
Tucumán,2017-08-01,17841.225904414616
Buenos Aires,2017-09-01,24754.90448138214
C.A.B.A.,2017-09-01,29326.59699720984
Catamarca,2017-09-01,20434.358968067972
Chaco,2017-09-01,18851.182090436054
Chubut,2017-09-01,39103.8365187724
Corrientes,2017-09-01,18102.687799930038
Córdoba,2017-09-01,21994.017084984014
Entre Ríos,2017-09-01,19155.238380870112
Formosa,2017-09-01,19533.266757996047
Jujuy,2017-09-01,19920.7009076765
La Pampa,2017-09-01,22012.74083300686
La Rioja,2017-09-01,19171.878931297742
Mendoza,2017-09-01,20341.707494735518
Misiones,2017-09-01,17646.36861489463
Neuquén,2017-09-01,38118.50988918394
Río Negro,2017-09-01,24660.185449807548
Salta,2017-09-01,18984.5351094287
San Juan,2017-09-01,20122.030974670517
San Luis,2017-09-01,23092.499611733536
Santa Cruz,2017-09-01,46370.225050106405
Santa Fe,2017-09-01,23220.182821049813
Santiago del Estero,2017-09-01,16904.80252516901
Tierra del Fuego,2017-09-01,41151.287936684705
Tucumán,2017-09-01,17597.97584411981
Buenos Aires,2017-10-01,25589.33003301558
C.A.B.A.,2017-10-01,29706.368149955266
Catamarca,2017-10-01,21741.76010262327
Chaco,2017-10-01,19602.0200920212
Chubut,2017-10-01,40048.67046761639
Corrientes,2017-10-01,19056.650748534812
Córdoba,2017-10-01,22776.746119914445
Entre Ríos,2017-10-01,19747.052278192226
Formosa,2017-10-01,20858.978761484945
Jujuy,2017-10-01,21768.548269904753
La Pampa,2017-10-01,23033.848997711582
La Rioja,2017-10-01,20460.86562929458
Mendoza,2017-10-01,20816.525017609365
Misiones,2017-10-01,18371.56716925083
Neuquén,2017-10-01,39604.136168119534
Río Negro,2017-10-01,25486.29048223785
Salta,2017-10-01,20131.834796125127
San Juan,2017-10-01,21024.23276019268
San Luis,2017-10-01,24173.68351783545
Santa Cruz,2017-10-01,50486.53131638893
Santa Fe,2017-10-01,24050.091558798635
Santiago del Estero,2017-10-01,17424.75175502593
Tierra del Fuego,2017-10-01,41032.53292266651
Tucumán,2017-10-01,18759.074262350645
Buenos Aires,2017-11-01,25562.114756996332
C.A.B.A.,2017-11-01,30143.776561861192
Catamarca,2017-11-01,21150.593484390443
Chaco,2017-11-01,19705.526390020314
Chubut,2017-11-01,40028.1151025827
Corrientes,2017-11-01,19294.209874683118
Córdoba,2017-11-01,22908.255989119167
Entre Ríos,2017-11-01,20232.844739639135
Formosa,2017-11-01,20770.787935724973
Jujuy,2017-11-01,21620.857870522344
La Pampa,2017-11-01,22978.39447402683
La Rioja,2017-11-01,20479.93843330994
Mendoza,2017-11-01,20928.664246372602
Misiones,2017-11-01,18804.901241431584
Neuquén,2017-11-01,39770.01580048363
Río Negro,2017-11-01,25003.171579963717
Salta,2017-11-01,20148.480956921972
San Juan,2017-11-01,21648.51931051763
San Luis,2017-11-01,24252.119491459456
Santa Cruz,2017-11-01,45707.910710344564
Santa Fe,2017-11-01,24170.376767251637
Santiago del Estero,2017-11-01,17688.57464020728
Tierra del Fuego,2017-11-01,41784.704685888464
Tucumán,2017-11-01,19273.2273301073
Buenos Aires,2017-12-01,37289.97423510588
C.A.B.A.,2017-12-01,44427.72594708117
Catamarca,2017-12-01,33015.47317911408
Chaco,2017-12-01,28995.477683037912
Chubut,2017-12-01,59584.848058119154
Corrientes,2017-12-01,28539.032595639525
Córdoba,2017-12-01,34132.45706333909
Entre Ríos,2017-12-01,31029.721072581575
Formosa,2017-12-01,30678.417071545366
Jujuy,2017-12-01,28361.730856093338
La Pampa,2017-12-01,33724.502044790046
La Rioja,2017-12-01,30736.249821360423
Mendoza,2017-12-01,30310.593631837688
Misiones,2017-12-01,27091.59615742015
Neuquén,2017-12-01,57399.779276902336
Río Negro,2017-12-01,36193.84287753297
Salta,2017-12-01,28797.759994698474
San Juan,2017-12-01,31325.280168371173
San Luis,2017-12-01,36977.080845061275
Santa Cruz,2017-12-01,65500.50025761188
Santa Fe,2017-12-01,35677.64337310297
Santiago del Estero,2017-12-01,25700.40089019402
Tierra del Fuego,2017-12-01,70608.02497099504
Tucumán,2017-12-01,28872.86368139634
Buenos Aires,2018-01-01,27498.646108231922
C.A.B.A.,2018-01-01,34513.78246595098
Catamarca,2018-01-01,24538.551714605415
Chaco,2018-01-01,21253.016354164345
Chubut,2018-01-01,43236.6523808671
Corrientes,2018-01-01,20777.51639672106
Córdoba,2018-01-01,25493.60644838389
Entre Ríos,2018-01-01,23336.993036098385
Formosa,2018-01-01,23070.250717183022
Jujuy,2018-01-01,21370.834380520813
La Pampa,2018-01-01,25091.81402333823
La Rioja,2018-01-01,21188.548650558278
Mendoza,2018-01-01,22474.358005352566
Misiones,2018-01-01,20045.203051217417
Neuquén,2018-01-01,41325.9153415184
Río Negro,2018-01-01,24433.113616435086
Salta,2018-01-01,21063.69470443416
San Juan,2018-01-01,25048.602403176403
San Luis,2018-01-01,26376.859568150983
Santa Cruz,2018-01-01,47946.25166126211
Santa Fe,2018-01-01,26679.782265245223
Santiago del Estero,2018-01-01,18561.43753743237
Tierra del Fuego,2018-01-01,41429.38274782925
Tucumán,2018-01-01,21781.02588330169
Buenos Aires,2018-02-01,26639.875717014416
C.A.B.A.,2018-02-01,33087.027527418184
Catamarca,2018-02-01,21192.902816593712
Chaco,2018-02-01,20444.355960786605
Chubut,2018-02-01,43948.30474651572
Corrientes,2018-02-01,19950.368605953747
Córdoba,2018-02-01,24080.871896895696
Entre Ríos,2018-02-01,21895.28266357348
Formosa,2018-02-01,21621.211138067192
Jujuy,2018-02-01,20703.494294314227
La Pampa,2018-02-01,25119.93531764154
La Rioja,2018-02-01,18033.499381170564
Mendoza,2018-02-01,21350.914114855223
Misiones,2018-02-01,19352.15897136746
Neuquén,2018-02-01,41422.112918764746
Río Negro,2018-02-01,26023.14469500485
Salta,2018-02-01,20918.503520411992
San Juan,2018-02-01,23162.936781529403
San Luis,2018-02-01,24923.05150988477
Santa Cruz,2018-02-01,52706.43987733886
Santa Fe,2018-02-01,25350.868381706125
Santiago del Estero,2018-02-01,18114.276818690225
Tierra del Fuego,2018-02-01,43731.4613163888
Tucumán,2018-02-01,20136.840313055338
Buenos Aires,2018-03-01,28230.332245443755
C.A.B.A.,2018-03-01,35713.37802494241
Catamarca,2018-03-01,21634.425307606412
Chaco,2018-03-01,20728.935738210963
Chubut,2018-03-01,42249.62076476802
Corrientes,2018-03-01,20165.11001945446
Córdoba,2018-03-01,24613.18994521119
Entre Ríos,2018-03-01,22419.968625220583
Formosa,2018-03-01,22162.71787223741
Jujuy,2018-03-01,22402.541493886838
La Pampa,2018-03-01,24419.553086667263
La Rioja,2018-03-01,18507.007590491416
Mendoza,2018-03-01,22047.02426466155
Misiones,2018-03-01,19412.15334709348
Neuquén,2018-03-01,43426.740064129735
Río Negro,2018-03-01,26998.69150411368
Salta,2018-03-01,21784.89380383865
San Juan,2018-03-01,23082.124517491968
San Luis,2018-03-01,25460.164869991055
Santa Cruz,2018-03-01,50039.08823687783
Santa Fe,2018-03-01,26113.175937356948
Santiago del Estero,2018-03-01,19123.336870531573
Tierra del Fuego,2018-03-01,44217.729733420725
Tucumán,2018-03-01,20634.118237173403
Buenos Aires,2018-04-01,28250.433861695445
C.A.B.A.,2018-04-01,34840.56704460508
Catamarca,2018-04-01,22952.18715968759
Chaco,2018-04-01,21699.37610103447
Chubut,2018-04-01,44774.91228016791
Corrientes,2018-04-01,21081.310426637367
Córdoba,2018-04-01,25445.185327196945
Entre Ríos,2018-04-01,22832.458032582846
Formosa,2018-04-01,23293.373932667393
Jujuy,2018-04-01,22593.603462009316
La Pampa,2018-04-01,25099.216452083318
La Rioja,2018-04-01,20482.31554638892
Mendoza,2018-04-01,22766.746592496296
Misiones,2018-04-01,19317.64599181467
Neuquén,2018-04-01,44361.22597098579
Río Negro,2018-04-01,28031.89705025033
Salta,2018-04-01,22798.55702206936
San Juan,2018-04-01,23448.38532157483
San Luis,2018-04-01,26347.10875926196
Santa Cruz,2018-04-01,50000.87796776804
Santa Fe,2018-04-01,26526.67032008421
Santiago del Estero,2018-04-01,19123.292639831183
Tierra del Fuego,2018-04-01,44611.804454828314
Tucumán,2018-04-01,19800.007033257425
Buenos Aires,2018-05-01,28496.821174437147
C.A.B.A.,2018-05-01,34288.86053346359
Catamarca,2018-05-01,22747.93021703191
Chaco,2018-05-01,22084.05067166174
Chubut,2018-05-01,47007.183050330255
Corrientes,2018-05-01,21234.167889198834
Córdoba,2018-05-01,25900.157065881733
Entre Ríos,2018-05-01,23172.279745145155
Formosa,2018-05-01,23581.02647361838
Jujuy,2018-05-01,23070.633357895404
La Pampa,2018-05-01,25897.67448780677
La Rioja,2018-05-01,21449.164955427288
Mendoza,2018-05-01,24042.13311395321
Misiones,2018-05-01,19578.179072089926
Neuquén,2018-05-01,48493.31789258356
Río Negro,2018-05-01,29151.653120290543
Salta,2018-05-01,22747.463152503457
San Juan,2018-05-01,24324.8057108261
San Luis,2018-05-01,27392.55749941582
Santa Cruz,2018-05-01,57685.55358298178
Santa Fe,2018-05-01,27339.05590675534
Santiago del Estero,2018-05-01,19803.7072566968
Tierra del Fuego,2018-05-01,46700.338444618836
Tucumán,2018-05-01,19873.98144195782
Buenos Aires,2018-06-01,41801.78012719697
C.A.B.A.,2018-06-01,49867.62642744348
Catamarca,2018-06-01,33580.05256042156
Chaco,2018-06-01,31882.59912224411
Chubut,2018-06-01,66500.59713603587
Corrientes,2018-06-01,30766.86219736973
Córdoba,2018-06-01,37361.39919179593
Entre Ríos,2018-06-01,34077.49572892956
Formosa,2018-06-01,33957.70647000215
Jujuy,2018-06-01,33039.324667910376
La Pampa,2018-06-01,37374.47765661088
La Rioja,2018-06-01,32131.408133431374
Mendoza,2018-06-01,33838.24019140166
Misiones,2018-06-01,27553.393642449882
Neuquén,2018-06-01,65778.4982820098
Río Negro,2018-06-01,40468.73048206605
Salta,2018-06-01,32923.88651317624
San Juan,2018-06-01,34629.58433330462
San Luis,2018-06-01,39292.356337335295
Santa Cruz,2018-06-01,77709.08847604415
Santa Fe,2018-06-01,39239.41910971167
Santiago del Estero,2018-06-01,28230.23993648792
Tierra del Fuego,2018-06-01,67213.87382794372
Tucumán,2018-06-01,28936.408236889027
Buenos Aires,2018-07-01,30539.513703934448
C.A.B.A.,2018-07-01,35596.920523845794
Catamarca,2018-07-01,23561.420586870987
Chaco,2018-07-01,22585.09230390261
Chubut,2018-07-01,49002.611131943304
Corrientes,2018-07-01,22568.535948554945
Córdoba,2018-07-01,27295.618607772692
Entre Ríos,2018-07-01,24194.64126797729
Formosa,2018-07-01,24105.782329890502
Jujuy,2018-07-01,24341.92916247264
La Pampa,2018-07-01,26601.04371432332
La Rioja,2018-07-01,23402.982579514308
Mendoza,2018-07-01,24432.52722123397
Misiones,2018-07-01,20400.18002370086
Neuquén,2018-07-01,48104.36606000989
Río Negro,2018-07-01,29707.124285247326
Salta,2018-07-01,23234.887855298923
San Juan,2018-07-01,24237.385835587014
San Luis,2018-07-01,28262.290264808496
Santa Cruz,2018-07-01,59374.6513009839
Santa Fe,2018-07-01,27956.289003791822
Santiago del Estero,2018-07-01,20202.67099999963
Tierra del Fuego,2018-07-01,46162.203019538465
Tucumán,2018-07-01,20982.07756790406
Buenos Aires,2018-08-01,30837.825680437876
C.A.B.A.,2018-08-01,36444.32905908028
Catamarca,2018-08-01,23237.571056591914
Chaco,2018-08-01,23112.65852978038
Chubut,2018-08-01,50344.31124579875
Corrientes,2018-08-01,22658.486490640982
Córdoba,2018-08-01,27314.153132568255
Entre Ríos,2018-08-01,24635.910096575284
Formosa,2018-08-01,24635.221806355134
Jujuy,2018-08-01,25600.794744870465
La Pampa,2018-08-01,27328.878415381067
La Rioja,2018-08-01,23589.226073431844
Mendoza,2018-08-01,25124.3556710937
Misiones,2018-08-01,21060.990533473865
Neuquén,2018-08-01,49795.96925537908
Río Negro,2018-08-01,30834.484071022736
Salta,2018-08-01,23795.509597734836
San Juan,2018-08-01,25135.33510414357
San Luis,2018-08-01,28627.6034666618
Santa Cruz,2018-08-01,62157.49335588082
Santa Fe,2018-08-01,28483.388498900003
Santiago del Estero,2018-08-01,20914.648568712375
Tierra del Fuego,2018-08-01,47700.02508109644
Tucumán,2018-08-01,21786.150393666707
Buenos Aires,2018-09-01,31687.80092133641
C.A.B.A.,2018-09-01,37833.815277102
Catamarca,2018-09-01,23842.33442137157
Chaco,2018-09-01,23607.665827112585
Chubut,2018-09-01,52393.211167304624
Corrientes,2018-09-01,23108.452835634613
Córdoba,2018-09-01,27539.811153276412
Entre Ríos,2018-09-01,24827.114711668106
Formosa,2018-09-01,25020.715492394076
Jujuy,2018-09-01,25519.23484547996
La Pampa,2018-09-01,28558.078950036066
La Rioja,2018-09-01,24006.060193881694
Mendoza,2018-09-01,25418.62796076572
Misiones,2018-09-01,21654.40023091282
Neuquén,2018-09-01,51553.70858667151
Río Negro,2018-09-01,31549.072163425753
Salta,2018-09-01,24062.83182336842
San Juan,2018-09-01,25333.660402447098
San Luis,2018-09-01,28729.541248222828
Santa Cruz,2018-09-01,68025.44720279866
Santa Fe,2018-09-01,29003.039344582518
Santiago del Estero,2018-09-01,21001.23735270226
Tierra del Fuego,2018-09-01,46942.556385419884
Tucumán,2018-09-01,22438.330931723594
Buenos Aires,2018-10-01,33376.758383557215
C.A.B.A.,2018-10-01,39173.03652207759
Catamarca,2018-10-01,25106.586133100907
Chaco,2018-10-01,24921.214568462678
Chubut,2018-10-01,54281.10565148288
Corrientes,2018-10-01,24141.6142144069
Córdoba,2018-10-01,29017.92029337101
Entre Ríos,2018-10-01,24802.101628392287
Formosa,2018-10-01,26459.613478244097
Jujuy,2018-10-01,26281.617340179695
La Pampa,2018-10-01,29683.613166529394
La Rioja,2018-10-01,25478.3348985909
Mendoza,2018-10-01,26595.465720572905
Misiones,2018-10-01,23331.105232630474
Neuquén,2018-10-01,53148.482914300126
Río Negro,2018-10-01,32958.29584758476
Salta,2018-10-01,25778.534374708703
San Juan,2018-10-01,26276.234601942335
San Luis,2018-10-01,30572.38219803453
Santa Cruz,2018-10-01,68547.65556186273
Santa Fe,2018-10-01,30723.626465894708
Santiago del Estero,2018-10-01,21780.17043198129
Tierra del Fuego,2018-10-01,49415.13912120491
Tucumán,2018-10-01,23697.063280145157
Buenos Aires,2018-11-01,34207.107647657096
C.A.B.A.,2018-11-01,41385.56124421652
Catamarca,2018-11-01,26044.647625989648
Chaco,2018-11-01,26431.87151539494
Chubut,2018-11-01,55499.74788223509
Corrientes,2018-11-01,25468.085015782523
Córdoba,2018-11-01,30617.76818147733
Entre Ríos,2018-11-01,26758.781055216183
Formosa,2018-11-01,28247.99310819693
Jujuy,2018-11-01,26998.40732345039
La Pampa,2018-11-01,31817.733712678673
La Rioja,2018-11-01,27114.42064383497
Mendoza,2018-11-01,28030.633211425586
Misiones,2018-11-01,24753.028620870064
Neuquén,2018-11-01,55815.72123749308
Río Negro,2018-11-01,34050.79372981014
Salta,2018-11-01,26610.95586569694
San Juan,2018-11-01,28443.9444842279
San Luis,2018-11-01,31833.29178940284
Santa Cruz,2018-11-01,66734.47463127818
Santa Fe,2018-11-01,32314.74352579384
Santiago del Estero,2018-11-01,23112.342096885994
Tierra del Fuego,2018-11-01,51765.936162421116
Tucumán,2018-11-01,25841.965440799017
Buenos Aires,2018-12-01,49839.30503754633
C.A.B.A.,2018-12-01,60379.6641073988
Catamarca,2018-12-01,39093.96782327612
Chaco,2018-12-01,37779.306020312404
Chubut,2018-12-01,81828.17922046117
Corrientes,2018-12-01,37078.89845479401
Córdoba,2018-12-01,45602.81475458656
Entre Ríos,2018-12-01,41043.3488568343
Formosa,2018-12-01,40919.68523319717
Jujuy,2018-12-01,38457.48186851367
La Pampa,2018-12-01,45859.24605407435
La Rioja,2018-12-01,39449.882398842485
Mendoza,2018-12-01,39959.36232362268
Misiones,2018-12-01,35247.88580279515
Neuquén,2018-12-01,80079.52400339194
Río Negro,2018-12-01,48258.08526026415
Salta,2018-12-01,38298.16296052693
San Juan,2018-12-01,40555.980287000595
San Luis,2018-12-01,48412.44049707288
Santa Cruz,2018-12-01,89799.53827332704
Santa Fe,2018-12-01,47553.688292300256
Santiago del Estero,2018-12-01,33131.146615690704
Tierra del Fuego,2018-12-01,87149.31888800472
Tucumán,2018-12-01,38620.48986928195
Buenos Aires,2019-01-01,37751.134879954334
C.A.B.A.,2019-01-01,47467.11584948517
Catamarca,2019-01-01,30507.07422341889
Chaco,2019-01-01,28705.401270311195
Chubut,2019-01-01,60786.641561548684
Corrientes,2019-01-01,28244.866283600142
Córdoba,2019-01-01,33986.36173835381
Entre Ríos,2019-01-01,31767.369377093346
Formosa,2019-01-01,30298.00750935716
Jujuy,2019-01-01,29256.65471616362
La Pampa,2019-01-01,35287.56407275984
La Rioja,2019-01-01,28974.78904875515
Mendoza,2019-01-01,30499.40057008544
Misiones,2019-01-01,27104.595338657276
Neuquén,2019-01-01,59029.26762073359
Río Negro,2019-01-01,34093.57990111056
Salta,2019-01-01,28953.487062306634
San Juan,2019-01-01,32820.314043031554
San Luis,2019-01-01,35788.28273439659
Santa Cruz,2019-01-01,67893.98213269826
Santa Fe,2019-01-01,36908.58339646901
Santiago del Estero,2019-01-01,25038.05197206609
Tierra del Fuego,2019-01-01,54268.48480783289
Tucumán,2019-01-01,30029.473434777272
Buenos Aires,2019-02-01,36532.7472134772
C.A.B.A.,2019-02-01,46700.61344290027
Catamarca,2019-02-01,26828.28607086598
Chaco,2019-02-01,27742.578789563806
Chubut,2019-02-01,63971.1026508426
Corrientes,2019-02-01,27349.10132334233
Córdoba,2019-02-01,32452.72574655075
Entre Ríos,2019-02-01,29699.52276182027
Formosa,2019-02-01,29434.96722932692
Jujuy,2019-02-01,28692.252910392504
La Pampa,2019-02-01,35381.82659325806
La Rioja,2019-02-01,23405.34882276439
Mendoza,2019-02-01,29066.71949029241
Misiones,2019-02-01,26091.60031320865
Neuquén,2019-02-01,59830.41261794087
Río Negro,2019-02-01,36224.96909445794
Salta,2019-02-01,28558.258596673382
San Juan,2019-02-01,30877.608009882082
San Luis,2019-02-01,33755.25673869769
Santa Cruz,2019-02-01,74561.8080144937
Santa Fe,2019-02-01,34706.99574448114
Santiago del Estero,2019-02-01,25145.680188705268
Tierra del Fuego,2019-02-01,52253.79282433066
Tucumán,2019-02-01,28229.070761387455
Buenos Aires,2019-03-01,39741.14478349083
C.A.B.A.,2019-03-01,51438.93651800985
Catamarca,2019-03-01,27836.96974216937
Chaco,2019-03-01,29261.99083106096
Chubut,2019-03-01,62557.112179784956
Corrientes,2019-03-01,28676.545218937787
Córdoba,2019-03-01,34140.381808001664
Entre Ríos,2019-03-01,31272.313808744842
Formosa,2019-03-01,30837.72947678688
Jujuy,2019-03-01,32008.360340036208
La Pampa,2019-03-01,35453.99585336393
La Rioja,2019-03-01,25733.201861053585
Mendoza,2019-03-01,30962.378686014985
Misiones,2019-03-01,26770.003420874924
Neuquén,2019-03-01,65184.53100921906
Río Negro,2019-03-01,38625.51146769199
Salta,2019-03-01,30830.11625842629
San Juan,2019-03-01,31298.919645708902
San Luis,2019-03-01,36093.2453632317
Santa Cruz,2019-03-01,76678.32668406748
Santa Fe,2019-03-01,36730.096171768666
Santiago del Estero,2019-03-01,26159.997232131005
Tierra del Fuego,2019-03-01,57469.53217732023
Tucumán,2019-03-01,29180.325295746054
Buenos Aires,2019-04-01,39905.08670431673
C.A.B.A.,2019-04-01,49364.60135216532
Catamarca,2019-04-01,30127.368092160264
Chaco,2019-04-01,29242.543183999114
Chubut,2019-04-01,65228.89032162351
Corrientes,2019-04-01,29998.735879108746
Córdoba,2019-04-01,35252.109588357656
Entre Ríos,2019-04-01,31719.55498930298
Formosa,2019-04-01,31445.600500695455
Jujuy,2019-04-01,32146.103140725652
La Pampa,2019-04-01,36012.605026837555
La Rioja,2019-04-01,27327.616325871375
Mendoza,2019-04-01,31852.051022311953
Misiones,2019-04-01,26427.934119963607
Neuquén,2019-04-01,64903.466144349535
Río Negro,2019-04-01,39320.26215604475
Salta,2019-04-01,31434.739060696586
San Juan,2019-04-01,31660.300181009134
San Luis,2019-04-01,37106.483621788546
Santa Cruz,2019-04-01,75308.3551678026
Santa Fe,2019-04-01,38041.08675055176
Santiago del Estero,2019-04-01,25741.99662910661
Tierra del Fuego,2019-04-01,56076.256926647504
Tucumán,2019-04-01,28054.81102168207
Buenos Aires,2019-05-01,41614.49825375878
C.A.B.A.,2019-05-01,49952.01409713902
Catamarca,2019-05-01,29808.379294579656
Chaco,2019-05-01,30443.01364389476
Chubut,2019-05-01,71074.78060308659
Corrientes,2019-05-01,31021.00325025154
Córdoba,2019-05-01,36499.40787112955
Entre Ríos,2019-05-01,33856.55152670815
Formosa,2019-05-01,32788.80206982785
Jujuy,2019-05-01,33442.03177107723
La Pampa,2019-05-01,38165.08648318647
La Rioja,2019-05-01,29608.634222676934
Mendoza,2019-05-01,34997.458006731045
Misiones,2019-05-01,27534.511775553245
Neuquén,2019-05-01,72166.24582941254
Río Negro,2019-05-01,42445.961002524564
Salta,2019-05-01,32840.48380846589
San Juan,2019-05-01,34416.69495121706
San Luis,2019-05-01,38900.457253044005
Santa Cruz,2019-05-01,81654.74942739536
Santa Fe,2019-05-01,38931.887407482376
Santiago del Estero,2019-05-01,27440.182063897744
Tierra del Fuego,2019-05-01,59354.85648394683
Tucumán,2019-05-01,28259.163012683268
Buenos Aires,2019-06-01,59922.845547342265
C.A.B.A.,2019-06-01,72299.56580138925
Catamarca,2019-06-01,44409.08193428481
Chaco,2019-06-01,44685.82979348197
Chubut,2019-06-01,102214.90292576767
Corrientes,2019-06-01,44210.80187282351
Córdoba,2019-06-01,52597.68435365672
Entre Ríos,2019-06-01,48950.005236164776
Formosa,2019-06-01,47632.38629499857
Jujuy,2019-06-01,47859.104519085085
La Pampa,2019-06-01,55830.125048885326
La Rioja,2019-06-01,43400.05841456571
Mendoza,2019-06-01,49131.33902472135
Misiones,2019-06-01,38981.24487494147
Neuquén,2019-06-01,100622.32198536514
Río Negro,2019-06-01,59291.887068115044
Salta,2019-06-01,47456.35614579621
San Juan,2019-06-01,48458.95036226843
San Luis,2019-06-01,55810.461896542256
Santa Cruz,2019-06-01,116135.97857160773
Santa Fe,2019-06-01,56453.106260426146
Santiago del Estero,2019-06-01,39795.90622628179
Tierra del Fuego,2019-06-01,88412.83208061392
Tucumán,2019-06-01,40722.50482276922
Buenos Aires,2019-07-01,43988.42528377936
C.A.B.A.,2019-07-01,52803.58519778383
Catamarca,2019-07-01,32478.829595030573
Chaco,2019-07-01,32408.61798435759
Chubut,2019-07-01,74972.80594325355
Corrientes,2019-07-01,31938.837588833987
Córdoba,2019-07-01,38624.058730714256
Entre Ríos,2019-07-01,35643.982263558064
Formosa,2019-07-01,35334.21284982319
Jujuy,2019-07-01,35729.066872602045
La Pampa,2019-07-01,39757.53215173554
La Rioja,2019-07-01,33691.89310110709
Mendoza,2019-07-01,36758.91290344852
Misiones,2019-07-01,29174.28422817651
Neuquén,2019-07-01,74894.1167249406
Río Negro,2019-07-01,43909.36857481498
Salta,2019-07-01,35004.330584370495
San Juan,2019-07-01,36086.63900764855
San Luis,2019-07-01,41112.120959867934
Santa Cruz,2019-07-01,91571.37625088576
Santa Fe,2019-07-01,41064.83977947144
Santiago del Estero,2019-07-01,29281.478437667192
Tierra del Fuego,2019-07-01,63743.425263304576
Tucumán,2019-07-01,30992.527800113017
Buenos Aires,2019-08-01,45841.19350998995
C.A.B.A.,2019-08-01,53813.73642672274
Catamarca,2019-08-01,34032.00422528961
Chaco,2019-08-01,33436.66694344561
Chubut,2019-08-01,76583.81982884732
Corrientes,2019-08-01,33303.83462734713
Córdoba,2019-08-01,39516.30053786958
Entre Ríos,2019-08-01,36447.01886790139
Formosa,2019-08-01,35685.34124110867
Jujuy,2019-08-01,36323.001300145945
La Pampa,2019-08-01,41534.77620844602
La Rioja,2019-08-01,34471.21846929879
Mendoza,2019-08-01,37126.41453596073
Misiones,2019-08-01,30208.98528518866
Neuquén,2019-08-01,74934.6259666023
Río Negro,2019-08-01,45558.713459511986
Salta,2019-08-01,35768.373551588746
San Juan,2019-08-01,36784.798406321635
San Luis,2019-08-01,41979.511726012395
Santa Cruz,2019-08-01,96824.86555521516
Santa Fe,2019-08-01,42117.3734233577
Santiago del Estero,2019-08-01,30044.777724605756
Tierra del Fuego,2019-08-01,64813.28982886214
Tucumán,2019-08-01,31358.322025286794
Buenos Aires,2019-09-01,47579.92270006253
C.A.B.A.,2019-09-01,56224.19907426153
Catamarca,2019-09-01,34634.96641489103
Chaco,2019-09-01,34554.78824913145
Chubut,2019-09-01,76120.17133644265
Corrientes,2019-09-01,33985.4403431715
Córdoba,2019-09-01,40246.87823649246
Entre Ríos,2019-09-01,36463.28975714388
Formosa,2019-09-01,36393.52949397428
Jujuy,2019-09-01,37957.03497476581
La Pampa,2019-09-01,42850.25459140318
