anio,la_rioja_region,sector_macro,vab_millones_2004,share
2008,2. NOA-Resto,Comercio,6844.177886004046,0.18729396940603305
2008,2. NOA-Resto,Adm. pública,2108.274711436743,0.05769387439663531
2008,2. NOA-Resto,Servicios,12947.535778381576,0.35431507046575955
2008,3. La Rioja,Agro,124.2971357478905,0.0403100851643997
2008,3. La Rioja,Minería,6.586843841824493,0.00213614122828291
2008,3. La Rioja,Industria,842.6517734625825,0.2732755227852113
2008,3. La Rioja,Construcción,156.95306769702626,0.05090054157413112
2008,3. La Rioja,Comercio,522.1371388787059,0.16933127548801005
2008,3. La Rioja,Adm. pública,300.85602268657436,0.09756887657746534
2008,3. La Rioja,Servicios,1130.0425312397579,0.3664775571824996
2009,1. Resto país,Agro,33527.35088266294,0.070669102721591
2009,1. Resto país,Minería,22355.88788258508,0.0471218421859787
2009,1. Resto país,Industria,105768.44917454,0.2229392183587059
2009,1. Resto país,Construcción,17250.683771192424,0.03636106973409803
2009,1. Resto país,Comercio,72384.91726195275,0.1525732579165381
2009,1. Resto país,Adm. pública,24089.11262813351,0.05077514118987056
2009,1. Resto país,Servicios,199050.8882818651,0.4195603678932177
2009,2. NOA-Resto,Agro,3970.752349768555,0.1162759579987058
2009,2. NOA-Resto,Minería,2345.573680985289,0.0686856803922844
2009,2. NOA-Resto,Industria,4703.103003783176,0.13772145909914393
2009,2. NOA-Resto,Construcción,1661.444488751593,0.04865225342056949
2009,2. NOA-Resto,Comercio,6251.22508602482,0.1830552805907035
2009,2. NOA-Resto,Adm. pública,2182.95003525537,0.063923555098424
2009,2. NOA-Resto,Servicios,13034.335442318281,0.3816858134001689
2009,3. La Rioja,Agro,110.22393561633676,0.03708521267801461
2009,3. La Rioja,Minería,8.41632974108118,0.00283170235821296
2009,3. La Rioja,Industria,788.683009825897,0.2653550428169889
2009,3. La Rioja,Construcción,153.67342030471545,0.05170393747139642
2009,3. La Rioja,Comercio,493.3748957658374,0.16599763778310872
2009,3. La Rioja,Adm. pública,282.43745077528695,0.09502702722116704
2009,3. La Rioja,Servicios,1135.3711790561438,0.38199943967111133
2010,1. Resto país,Agro,46566.569666159616,0.08932697743839929
2010,1. Resto país,Minería,22820.972772350902,0.04377665210412809
2010,1. Resto país,Industria,117345.55260854033,0.225099757304585
2010,1. Resto país,Construcción,19006.52686473222,0.03645953757384173
2010,1. Resto país,Comercio,81535.6248168513,0.1564068594842951
2010,1. Resto país,Adm. pública,24756.573696590276,0.04748964581031738
2010,1. Resto país,Servicios,209272.84028908587,0.40144057028443336
2010,2. NOA-Resto,Agro,5792.013471998444,0.15201004010898717
2010,2. NOA-Resto,Minería,2265.2552287540807,0.05945109413932198
2010,2. NOA-Resto,Industria,5164.733361206567,0.135547220182544
2010,2. NOA-Resto,Construcción,1724.4270330291995,0.04525718452193903
2010,2. NOA-Resto,Comercio,7069.929369280533,0.1855486442128788
2010,2. NOA-Resto,Adm. pública,2248.0244695002607,0.05899887688914736
2010,2. NOA-Resto,Servicios,13838.452035853483,0.36318693994518175
2010,3. La Rioja,Agro,114.05100549833776,0.0347412087243628
2010,3. La Rioja,Minería,12.564185662923222,0.00382719112961808
2010,3. La Rioja,Industria,886.1511869693982,0.2699315382037065
2010,3. La Rioja,Construcción,198.99864534223104,0.06061720756859663
2010,3. La Rioja,Comercio,553.3459677122728,0.16855535536121832
2010,3. La Rioja,Adm. pública,299.33043874164196,0.0911793912244819
2010,3. La Rioja,Servicios,1218.4324160357787,0.37114810778801566
2011,1. Resto país,Agro,44977.51491500603,0.0818516395411707
2011,1. Resto país,Minería,21644.999468984897,0.03939031975759716
2011,1. Resto país,Industria,126386.05492542824,0.23000172042264927
2011,1. Resto país,Construcción,20995.054146427312,0.03820752674726781
2011,1. Resto país,Comercio,90278.3997538847,0.1642917588704599
2011,1. Resto país,Adm. pública,25429.228688475756,0.04627699116663915
2011,1. Resto país,Servicios,219789.22441641477,0.3999800434942159
2011,2. NOA-Resto,Agro,6098.072353893755,0.15143634808855924
2011,2. NOA-Resto,Minería,1973.4263435532475,0.04900704047872454
2011,2. NOA-Resto,Industria,5516.006689787773,0.13698163299098112
2011,2. NOA-Resto,Construcción,1752.608204359536,0.04352335798849389
2011,2. NOA-Resto,Comercio,7783.344624171682,0.19328752061242188
2011,2. NOA-Resto,Adm. pública,2479.438886654298,0.06157309203849304
2011,2. NOA-Resto,Servicios,14665.324040416774,0.3641910078023262
2011,3. La Rioja,Agro,122.75771265167432,0.03547230677044753
2011,3. La Rioja,Minería,17.09696001556443,0.00494037073039178
2011,3. La Rioja,Industria,954.6979428799152,0.2758713694759419
2011,3. La Rioja,Construcción,180.1654285533996,0.05206095171559204
2011,3. La Rioja,Comercio,621.9789612341215,0.1797282471388581
2011,3. La Rioja,Adm. pública,289.4512715120175,0.08364040088710749
2011,3. La Rioja,Servicios,1274.515092075947,0.36828635328166115
2012,1. Resto país,Agro,40147.95273404045,0.07402868306100283
2012,1. Resto país,Minería,21296.575125929256,0.03926868751505551
2012,1. Resto país,Industria,122588.4832019164,0.22604051643682485
2012,1. Resto país,Construcción,20562.509727430275,0.03791514664856309
2012,1. Resto país,Comercio,87609.12800559582,0.1615421940276947
2012,1. Resto país,Adm. pública,26099.923354133196,0.04812556612037096
2012,1. Resto país,Servicios,224025.11783013216,0.41307920619048805
2012,2. NOA-Resto,Agro,4359.563517996804,0.11137578937342228
2012,2. NOA-Resto,Minería,2047.315097694409,0.05230370750662087
2012,2. NOA-Resto,Industria,5511.442294177987,0.14080337023789838
2012,2. NOA-Resto,Construcción,1646.4471808697797,0.04206254907722436
2012,2. NOA-Resto,Comercio,7755.22031765168,0.19812620714840376
2012,2. NOA-Resto,Adm. pública,2673.6788805712663,0.06830571331863575
2012,2. NOA-Resto,Servicios,15149.162068502821,0.38702266333779456
2012,3. La Rioja,Agro,98.96349146639363,0.02968752202198056
2012,3. La Rioja,Minería,6.334259248463924,0.00190018013860762
2012,3. La Rioja,Industria,886.2832222240075,0.2658713055452584
2012,3. La Rioja,Construcción,160.5368437986077,0.0481585786333019
2012,3. La Rioja,Comercio,581.2653435898652,0.17437064348420026
2012,3. La Rioja,Adm. pública,292.4425878163046,0.08772826865056346
2012,3. La Rioja,Servicios,1307.6788600591349,0.39228350152608776
2013,1. Resto país,Agro,45789.00855435169,0.08255163755940298
2013,1. Resto país,Minería,20728.86639723031,0.03737145485057276
2013,1. Resto país,Industria,124226.26704679216,0.2239638309799082
2013,1. Resto país,Construcción,20515.96531937806,0.03698762184851063
2013,1. Resto país,Comercio,89417.23495144698,0.16120766542725912
2013,1. Resto país,Adm. pública,26661.970308293807,0.04806807089734763
2013,1. Resto país,Servicios,227331.7988393165,0.4098497184369987
2013,2. NOA-Resto,Agro,3834.234419379874,0.0970209540786205
2013,2. NOA-Resto,Minería,1667.8939365933848,0.04220416472512087
2013,2. NOA-Resto,Industria,5782.070798027684,0.1463087448538179
2013,2. NOA-Resto,Construcción,1643.5878625098233,0.04158912708277604
2013,2. NOA-Resto,Comercio,8317.782467964738,0.21047205324260815
2013,2. NOA-Resto,Adm. pública,2818.5236905934953,0.07131954587137701
2013,2. NOA-Resto,Servicios,15455.559623570964,0.39108541014567955
2013,3. La Rioja,Agro,102.55269434503892,0.02938860374503787
2013,3. La Rioja,Minería,8.406067955386117,0.00240893329787638
2013,3. La Rioja,Industria,917.2193399378662,0.26284824500101645
2013,3. La Rioja,Construcción,186.4523284128577,0.05343178579617905
2013,3. La Rioja,Comercio,604.4492767646799,0.17321748972333317
2013,3. La Rioja,Adm. pública,325.597606486812,0.09330675413733384
2013,3. La Rioja,Servicios,1344.8622108308011,0.38539818829922323
2014,1. Resto país,Agro,45753.06395916171,0.08440835106359021
2014,1. Resto país,Minería,20993.87922056961,0.03873093021744198
2014,1. Resto país,Industria,117723.19405167176,0.21718372130684144
2014,1. Resto país,Construcción,20031.86246113578,0.03695613654609731
2014,1. Resto país,Comercio,82698.19077713037,0.1525672231628108
2014,1. Resto país,Adm. pública,27524.321648143356,0.05077873268853376
2014,1. Resto país,Servicios,227319.76884075024,0.4193749050146845
2014,2. NOA-Resto,Agro,5406.663207004622,0.13053902116113572
2014,2. NOA-Resto,Minería,1752.8107079367946,0.0423200383183459
2014,2. NOA-Resto,Industria,5751.203829445517,0.13885764465989817
2014,2. NOA-Resto,Construcción,1660.2264459018495,0.04008467456842526
2014,2. NOA-Resto,Comercio,8364.564450562197,0.2019548867776718
2014,2. NOA-Resto,Adm. pública,2905.179196055131,0.0701429391901843
2014,2. NOA-Resto,Servicios,15577.337060733842,0.3761007953243388
2014,3. La Rioja,Agro,109.68312308775182,0.03258373370725109
2014,3. La Rioja,Minería,8.362033221904106,0.0024841220425108
2014,3. La Rioja,Industria,834.1196600814014,0.2477932075505443
2014,3. La Rioja,Construcción,202.9730856948643,0.06029752607180319
2014,3. La Rioja,Comercio,541.8967617401819,0.16098210266348184
2014,3. La Rioja,Adm. pública,336.13138668011317,0.09985506690460838
2014,3. La Rioja,Servicios,1333.026543418133,0.3960042410598004
2015,1. Resto país,Agro,49439.60337541773,0.08875836426495436
2015,1. Resto país,Minería,21813.636997193946,0.03916177732734625
2015,1. Resto país,Industria,118511.28282460698,0.21276197405102296
2015,1. Resto país,Construcción,20726.273526550653,0.03720964590988932
2015,1. Resto país,Comercio,85567.80500549366,0.15361891858959556
2015,1. Resto país,Adm. pública,28592.894647786125,0.0513325023921922
2015,1. Resto país,Servicios,232361.9612823845,0.41715681746499933
2015,2. NOA-Resto,Agro,5586.995968972023,0.13244923816648038
2015,2. NOA-Resto,Minería,1312.0649086928406,0.0311047293655582
2015,2. NOA-Resto,Industria,5893.743398466255,0.1397212074987784
2015,2. NOA-Resto,Construcción,1645.4167177857537,0.03900740074763512
2015,2. NOA-Resto,Comercio,8716.837386821813,0.20664745017134345
2015,2. NOA-Resto,Adm. pública,2961.6364933796417,0.07021062829697278
2015,2. NOA-Resto,Servicios,16065.472772248348,0.38085934575323166
2015,3. La Rioja,Agro,109.53024353557431,0.03183236875360323
2015,3. La Rioja,Minería,4.272857277179044,0.00124180467502114
2015,3. La Rioja,Industria,855.6104345375444,0.2486628896500518
2015,3. La Rioja,Construcción,181.96585642374697,0.05288406247690503
2015,3. La Rioja,Comercio,565.0574670712215,0.16422055752068246
2015,3. La Rioja,Adm. pública,361.801657301931,0.10514907480470675
2015,3. La Rioja,Servicios,1362.6063792920136,0.3960092421190296
2016,1. Resto país,Agro,46660.48243793698,0.08580217045033876
2016,1. Resto país,Minería,20335.482483619628,0.03739413831758389
2016,1. Resto país,Industria,111945.04252952395,0.20585144255558005
2016,1. Resto país,Construcción,18502.082215698872,0.03402276892591352
2016,1. Resto país,Comercio,82678.25131597092,0.15203386337431382
2016,1. Resto país,Adm. pública,29225.514453019492,0.05374167693041296
2016,1. Resto país,Servicios,234467.85453061148,0.431153939445857
2016,2. NOA-Resto,Agro,5771.305562169966,0.13712129867544487
2016,2. NOA-Resto,Minería,1521.1301004014565,0.03614075404160949
2016,2. NOA-Resto,Industria,5472.292128873987,0.13001699448408405
2016,2. NOA-Resto,Construcción,1400.795180496469,0.0332816989602886
2016,2. NOA-Resto,Comercio,8527.01911789983,0.2025947028244243
2016,2. NOA-Resto,Adm. pública,3067.2153122988825,0.07287442025188803
2016,2. NOA-Resto,Servicios,16329.295268153786,0.38797013076226067
2016,3. La Rioja,Agro,103.60159760110103,0.03055434319572674
2016,3. La Rioja,Minería,6.043694894185908,0.00178241583376176
2016,3. La Rioja,Industria,827.278765761206,0.24398233147841428
2016,3. La Rioja,Construcción,125.98276027402314,0.03715503026293643
2016,3. La Rioja,Comercio,558.8487761770562,0.1648165443120945
2016,3. La Rioja,Adm. pública,375.82282449868137,0.110838247926768
2016,3. La Rioja,Servicios,1393.1538553330504,0.4108710869902983
2017,1. Resto país,Agro,47944.82640972943,0.08601670621030189
2017,1. Resto país,Minería,19751.27192096721,0.03543530097672554
2017,1. Resto país,Industria,114919.63522330928,0.2061746645263167
2017,1. Resto país,Construcción,20070.158377917367,0.03600740780734614
2017,1. Resto país,Comercio,85380.15487326865,0.15317856477698466
2017,1. Resto país,Adm. pública,29332.774203384528,0.05262525302362206
2017,1. Resto país,Servicios,239990.88294624977,0.43056210267870304
2017,2. NOA-Resto,Agro,6292.51640131882,0.14430513596035582
2017,2. NOA-Resto,Minería,1333.6859618450071,0.03058517797619493
2017,2. NOA-Resto,Industria,5578.547112190243,0.12793180790393244
2017,2. NOA-Resto,Construcción,1607.6981519763845,0.03686904977403656
2017,2. NOA-Resto,Comercio,8850.172232674251,0.2029593926908092
2017,2. NOA-Resto,Adm. pública,3222.323318636172,0.07389695551791667
2017,2. NOA-Resto,Servicios,16720.687067586314,0.3834524801767543
2017,3. La Rioja,Agro,107.9249209377092,0.03083190593586346
2017,3. La Rioja,Minería,4.4486166542946535,0.00127087728244982
2017,3. La Rioja,Industria,790.1307701285233,0.2257239326188111
2017,3. La Rioja,Construcción,185.52865730506312,0.05300167987835053
2017,3. La Rioja,Comercio,556.5835481044567,0.15900434720272116
2017,3. La Rioja,Adm. pública,402.7861479122232,0.11506762772488947
2017,3. La Rioja,Servicios,1453.0270938426415,0.41509962935691436
2018,1. Resto país,Agro,40595.81649736729,0.07478304193676183
2018,1. Resto país,Minería,20123.482092862723,0.03707020415174612
2018,1. Resto país,Industria,109595.67863630105,0.20189021772915663
2018,1. Resto país,Construcción,20320.955125612814,0.03743397646534123
2018,1. Resto país,Comercio,82300.27224370572,0.15160834888016358
2018,1. Resto país,Adm. pública,29273.624041451316,0.05392601610746823
2018,1. Resto país,Servicios,240638.06101789663,0.4432881947293623
2018,2. NOA-Resto,Agro,5711.854342595993,0.13589298908166964
2018,2. NOA-Resto,Minería,1139.3342616913976,0.02710635270051955
2018,2. NOA-Resto,Industria,5188.024226697587,0.12343033930967302
2018,2. NOA-Resto,Construcción,1628.698909553121,0.03874902087097643
2018,2. NOA-Resto,Comercio,8182.686159567673,0.19467752751472955
2018,2. NOA-Resto,Adm. pública,3292.6895613881056,0.0783376815613399
2018,2. NOA-Resto,Servicios,16888.7141980123,0.4018060889610919
2018,3. La Rioja,Agro,113.22961008768134,0.03354257640688211
2018,3. La Rioja,Minería,5.304878210369319,0.00157149073076138
2018,3. La Rioja,Industria,676.800690372176,0.20049206962260013
2018,3. La Rioja,Construcción,158.83045459958805,0.04705114373370177
2018,3. La Rioja,Comercio,503.4478988634918,0.14913890104749306
2018,3. La Rioja,Adm. pública,431.31127352064505,0.1277695060153688
2018,3. La Rioja,Servicios,1486.7732538561525,0.4404343124431927
2019,1. Resto país,Agro,49155.24458497611,0.09222924118188242
2019,1. Resto país,Minería,20740.050707898623,0.03891424312936684
2019,1. Resto país,Industria,102640.47497648204,0.1925827691745891
2019,1. Resto país,Construcción,19529.03013337171,0.03664202356078795
2019,1. Resto país,Comercio,75894.999911198,0.14240063924833435
2019,1. Resto país,Adm. pública,29285.972882589413,0.05494882751656477
2019,1. Resto país,Servicios,235722.33924884826,0.4422822561884746
2019,2. NOA-Resto,Agro,7085.997532408132,0.1666791452718052
2019,2. NOA-Resto,Minería,825.1452878372066,0.01940933660684228
2019,2. NOA-Resto,Industria,5066.082626906057,0.11916604800765088
2019,2. NOA-Resto,Construcción,1518.0925348736505,0.03570906777754069
2019,2. NOA-Resto,Comercio,7666.021022907953,0.18032264700771727
2019,2. NOA-Resto,Adm. pública,3528.812086923584,0.08300586893844838
2019,2. NOA-Resto,Servicios,16822.651099760926,0.39570788638999527
2019,3. La Rioja,Agro,130.1609486231307,0.03954264904565163
2019,3. La Rioja,Minería,6.022148002455706,0.00182951712845583
2019,3. La Rioja,Industria,645.5617931106482,0.1961204469719078
2019,3. La Rioja,Construcción,126.76159069166614,0.03850993056068072
2019,3. La Rioja,Comercio,458.7469720797952,0.1393664590616163
2019,3. La Rioja,Adm. pública,471.89909481876686,0.1433620489768243
2019,3. La Rioja,Servicios,1452.5072621329664,0.4412689482548634
2020,1. Resto país,Agro,45230.841258369495,0.09425790943039522
2020,1. Resto país,Minería,18604.990959837043,0.03877149980094929
2020,1. Resto país,Industria,94762.95302355438,0.1974793657369391
2020,1. Resto país,Construcción,15120.92379282434,0.03151094752420096
2020,1. Resto país,Comercio,72028.02545845113,0.15010136692641363
2020,1. Resto país,Adm. pública,27111.430717788888,0.05649832525838589
2020,1. Resto país,Servicios,207003.38989676724,0.4313805853227158
2020,2. NOA-Resto,Agro,6775.947655047052,0.17518657795173792
2020,2. NOA-Resto,Minería,712.9460157504574,0.01843263542194249
2020,2. NOA-Resto,Industria,4651.812749033065,0.12026880936253492
2020,2. NOA-Resto,Construcción,1220.39633256328,0.03155234782360896
2020,2. NOA-Resto,Comercio,7132.944003091861,0.1844164261942423
2020,2. NOA-Resto,Adm. pública,3336.9317063622107,0.086273636730475875
2020,2. NOA-Resto,Servicios,14847.485004193151,0.3838695665154576
2020,3. La Rioja,Agro,129.17752490635172,0.04441449474099482
2020,3. La Rioja,Minería,4.678950813514815,0.00160874143122716
2020,3. La Rioja,Industria,598.0840666417661,0.20563640348265697
2020,3. La Rioja,Construcción,93.74004283028718,0.03223019362172112
2020,3. La Rioja,Comercio,429.9684269481179,0.1478340017067628
2020,3. La Rioja,Adm. pública,385.63600261791976,0.13259139484696597
2020,3. La Rioja,Servicios,1267.1692108198959,0.43568477016967105
2021,1. Resto país,Agro,46193.960858216626,0.087087728409834
2021,1. Resto país,Minería,20159.80896872092,0.03800652586711057
2021,1. Resto país,Industria,109954.57030986622,0.2072931954451006
2021,1. Resto país,Construcción,19395.136282191517,0.03656491735358026
2021,1. Resto país,Comercio,81995.03245422244,0.15458213551433758
2021,1. Resto país,Adm. pública,28478.18535668913,0.05368884646113028
2021,1. Resto país,Servicios,224253.50186877078,0.42277665094890676
2021,2. NOA-Resto,Agro,6779.146607947022,0.16012744194520098
2021,2. NOA-Resto,Minería,982.4013819867554,0.02320490016790012
2021,2. NOA-Resto,Industria,5189.28549824807,0.1225739846640421
2021,2. NOA-Resto,Construcción,1653.48963620726,0.0390564006121932
2021,2. NOA-Resto,Comercio,7897.022982494453,0.18653234135501975
2021,2. NOA-Resto,Adm. pública,3624.6684503538895,0.08561680701435863
2021,2. NOA-Resto,Servicios,16209.930647376446,0.38288812424128515
2021,3. La Rioja,Agro,134.66908726638658,0.04189121181561781
2021,3. La Rioja,Minería,6.489044021425502,0.00201853241230256
2021,3. La Rioja,Industria,640.9071131134293,0.19936554241629695
2021,3. La Rioja,Construcción,161.63249117785708,0.05027865757212735
2021,3. La Rioja,Comercio,468.1944543497972,0.14564020189182955
2021,3. La Rioja,Adm. pública,376.1220714042139,0.11699945163031931
2021,3. La Rioja,Servicios,1426.7193648777104,0.44380640226150636
2022,1. Resto país,Agro,44207.65036954977,0.07940879642689028
2022,1. Resto país,Minería,22424.238221536612,0.04027994596131321
2022,1. Resto país,Industria,115241.04931549785,0.2070038318846935
2022,1. Resto país,Construcción,20226.677400266613,0.03633253734689523
2022,1. Resto país,Comercio,86971.55331719606,0.15622423527518484
2022,1. Resto país,Adm. pública,30426.143602546876,0.05465351411334421
2022,1. Resto país,Servicios,237212.42723219102,0.42609713899167867
2022,2. NOA-Resto,Agro,6588.420256750341,0.14867645097139243
2022,2. NOA-Resto,Minería,1319.0931062476154,0.02976708738893628
2022,2. NOA-Resto,Industria,5347.24343580037,0.1206676480147614
2022,2. NOA-Resto,Construcción,2030.7257303977287,0.04582602243420671
2022,2. NOA-Resto,Comercio,8310.499970852285,0.18753746623831963
2022,2. NOA-Resto,Adm. pública,3791.796760688163,0.08556692852225578
2022,2. NOA-Resto,Servicios,16926.032467376714,0.3819583964301278
2022,3. La Rioja,Agro,143.12095597479407,0.04111990667056043
2022,3. La Rioja,Minería,8.30528093964391,0.00238618010049547
2022,3. La Rioja,Industria,670.2819354715893,0.1925778824060431
2022,3. La Rioja,Construcción,211.23465892747396,0.06068957128972175
2022,3. La Rioja,Comercio,499.8304687195678,0.14360568013862915
2022,3. La Rioja,Adm. pública,405.99088300827617,0.1166447436344603
2022,3. La Rioja,Servicios,1541.8117122648746,0.44297603576008976
2023,1. Resto país,Agro,33427.317077584055,0.060949490688049834
2023,1. Resto país,Minería,24178.70472380725,0.04408609087568766
2023,1. Resto país,Industria,112933.73896150032,0.20591703052999255
2023,1. Resto país,Construcción,20316.72619345454,0.03704437634242565
2023,1. Resto país,Comercio,87174.57578264036,0.15894922056014274
2023,1. Resto país,Adm. pública,31351.94409309787,0.0571653722648278
2023,1. Resto país,Servicios,239059.92025767438,0.43588841873887374
2023,2. NOA-Resto,Agro,5455.623053399274,0.12592073226721562
2023,2. NOA-Resto,Minería,1546.9975052437069,0.03570610666630798
2023,2. NOA-Resto,Industria,5181.420525098365,0.11959188901407722
2023,2. NOA-Resto,Construcción,2168.392609520318,0.05004846972766722
2023,2. NOA-Resto,Comercio,8254.157397847512,0.19051344523119249
2023,2. NOA-Resto,Adm. pública,3613.018584062014,0.0833917485403754
2023,2. NOA-Resto,Servicios,17106.242669952797,0.39482760855316396
2023,3. La Rioja,Agro,158.5162680320549,0.04577469729281889
2023,3. La Rioja,Minería,8.848703695975294,0.00255523763046963
2023,3. La Rioja,Industria,674.1924512441132,0.19468636093906896
2023,3. La Rioja,Construcción,187.717908731676,0.05420724670918863
2023,3. La Rioja,Comercio,533.5690237684989,0.15407857408609285
