jurisdiccion,fecha,puestos_miles
Córdoba,2020-04-01,476.109
Entre Ríos,2020-04-01,129.293
Formosa,2020-04-01,23.345
Jujuy,2020-04-01,57.628
La Pampa,2020-04-01,35.452
La Rioja,2020-04-01,26.867
Mendoza,2020-04-01,228.677
Misiones,2020-04-01,97.871
Neuquén,2020-04-01,116.572
Río Negro,2020-04-01,99.003
Salta,2020-04-01,111.962
San Juan,2020-04-01,72.058
San Luis,2020-04-01,49.812
Santa Cruz,2020-04-01,55.039
Santa Fe,2020-04-01,477.597
Santiago del Estero,2020-04-01,48.757
Tierra del Fuego,2020-04-01,31.032
Tucumán,2020-04-01,167.6
Buenos Aires,2020-05-01,1833.66
C.A.B.A.,2020-05-01,1426.795
Catamarca,2020-05-01,26.205
Chaco,2020-05-01,68.681
Chubut,2020-05-01,93.497
Corrientes,2020-05-01,74.004
Córdoba,2020-05-01,472.363
Entre Ríos,2020-05-01,129.02
Formosa,2020-05-01,23.218
Jujuy,2020-05-01,57.373
La Pampa,2020-05-01,35.432
La Rioja,2020-05-01,26.75
Mendoza,2020-05-01,228.985
Misiones,2020-05-01,97.249
Neuquén,2020-05-01,115.152
Río Negro,2020-05-01,98.921
Salta,2020-05-01,110.736
San Juan,2020-05-01,70.748
San Luis,2020-05-01,49.86
Santa Cruz,2020-05-01,55.501
Santa Fe,2020-05-01,475.207
Santiago del Estero,2020-05-01,49.05
Tierra del Fuego,2020-05-01,31.876
Tucumán,2020-05-01,164.476
Buenos Aires,2020-06-01,1834.899
C.A.B.A.,2020-06-01,1421.88
Catamarca,2020-06-01,26.526
Chaco,2020-06-01,69.01
Chubut,2020-06-01,92.536
Corrientes,2020-06-01,74.088
Córdoba,2020-06-01,474.438
Entre Ríos,2020-06-01,128.535
Formosa,2020-06-01,23.106
Jujuy,2020-06-01,57.091
La Pampa,2020-06-01,35.35
La Rioja,2020-06-01,26.642
Mendoza,2020-06-01,228.844
Misiones,2020-06-01,97.475
Neuquén,2020-06-01,113.338
Río Negro,2020-06-01,98.975
Salta,2020-06-01,109.842
San Juan,2020-06-01,70.892
San Luis,2020-06-01,49.906
Santa Cruz,2020-06-01,55.475
Santa Fe,2020-06-01,475.613
Santiago del Estero,2020-06-01,48.665
Tierra del Fuego,2020-06-01,32.438
Tucumán,2020-06-01,163.691
Buenos Aires,2020-07-01,1834.353
C.A.B.A.,2020-07-01,1417.211
Catamarca,2020-07-01,26.529
Chaco,2020-07-01,69.21
Chubut,2020-07-01,91.991
Corrientes,2020-07-01,74.055
Córdoba,2020-07-01,472.944
Entre Ríos,2020-07-01,128.38
Formosa,2020-07-01,22.993
Jujuy,2020-07-01,57.024
La Pampa,2020-07-01,35.385
La Rioja,2020-07-01,26.622
Mendoza,2020-07-01,227.122
Misiones,2020-07-01,97.293
Neuquén,2020-07-01,110.474
Río Negro,2020-07-01,98.338
Salta,2020-07-01,108.787
San Juan,2020-07-01,71.182
San Luis,2020-07-01,50.348
Santa Cruz,2020-07-01,55.327
Santa Fe,2020-07-01,476.337
Santiago del Estero,2020-07-01,47.997
Tierra del Fuego,2020-07-01,32.777
Tucumán,2020-07-01,162.976
Buenos Aires,2020-08-01,1835.93
C.A.B.A.,2020-08-01,1416.195
Catamarca,2020-08-01,26.571
Chaco,2020-08-01,69.604
Chubut,2020-08-01,91.926
Corrientes,2020-08-01,74.312
Córdoba,2020-08-01,473.698
Entre Ríos,2020-08-01,128.61
Formosa,2020-08-01,22.917
Jujuy,2020-08-01,56.473
La Pampa,2020-08-01,35.44
La Rioja,2020-08-01,26.804
Mendoza,2020-08-01,226.664
Misiones,2020-08-01,97.578
Neuquén,2020-08-01,109.959
Río Negro,2020-08-01,98.531
Salta,2020-08-01,108.134
San Juan,2020-08-01,71.4
San Luis,2020-08-01,50.516
Santa Cruz,2020-08-01,55.884
Santa Fe,2020-08-01,476.475
Santiago del Estero,2020-08-01,47.494
Tierra del Fuego,2020-08-01,32.461
Tucumán,2020-08-01,162.947
Buenos Aires,2020-09-01,1838.409
C.A.B.A.,2020-09-01,1413.447
Catamarca,2020-09-01,26.518
Chaco,2020-09-01,69.707
Chubut,2020-09-01,92.541
Corrientes,2020-09-01,74.47
Córdoba,2020-09-01,474.985
Entre Ríos,2020-09-01,128.587
Formosa,2020-09-01,22.918
Jujuy,2020-09-01,55.813
La Pampa,2020-09-01,35.657
La Rioja,2020-09-01,26.836
Mendoza,2020-09-01,227.054
Misiones,2020-09-01,97.977
Neuquén,2020-09-01,110.266
Río Negro,2020-09-01,99.04
Salta,2020-09-01,107.791
San Juan,2020-09-01,71.071
San Luis,2020-09-01,50.745
Santa Cruz,2020-09-01,55.569
Santa Fe,2020-09-01,477.379
Santiago del Estero,2020-09-01,47.814
Tierra del Fuego,2020-09-01,33.68
Tucumán,2020-09-01,162.727
Buenos Aires,2020-10-01,1838.043
C.A.B.A.,2020-10-01,1408.657
Catamarca,2020-10-01,26.78
Chaco,2020-10-01,69.924
Chubut,2020-10-01,92.659
Corrientes,2020-10-01,74.649
Córdoba,2020-10-01,475.189
Entre Ríos,2020-10-01,128.01
Formosa,2020-10-01,23.098
Jujuy,2020-10-01,55.93
La Pampa,2020-10-01,35.912
La Rioja,2020-10-01,26.826
Mendoza,2020-10-01,227.415
Misiones,2020-10-01,97.877
Neuquén,2020-10-01,110.215
Río Negro,2020-10-01,99.763
Salta,2020-10-01,107.783
San Juan,2020-10-01,71.919
San Luis,2020-10-01,51.128
Santa Cruz,2020-10-01,55.161
Santa Fe,2020-10-01,478.183
Santiago del Estero,2020-10-01,48.449
Tierra del Fuego,2020-10-01,34.508
Tucumán,2020-10-01,163.025
Buenos Aires,2020-11-01,1838.3
C.A.B.A.,2020-11-01,1409.347
Catamarca,2020-11-01,26.602
Chaco,2020-11-01,70.336
Chubut,2020-11-01,92.724
Corrientes,2020-11-01,74.55
Córdoba,2020-11-01,475.184
Entre Ríos,2020-11-01,127.572
Formosa,2020-11-01,23.279
Jujuy,2020-11-01,56.146
La Pampa,2020-11-01,35.71
La Rioja,2020-11-01,26.926
Mendoza,2020-11-01,227.375
Misiones,2020-11-01,97.968
Neuquén,2020-11-01,110.154
Río Negro,2020-11-01,100.505
Salta,2020-11-01,107.931
San Juan,2020-11-01,72.381
San Luis,2020-11-01,51.404
Santa Cruz,2020-11-01,54.963
Santa Fe,2020-11-01,479.437
Santiago del Estero,2020-11-01,48.611
Tierra del Fuego,2020-11-01,34.93
Tucumán,2020-11-01,163.388
Buenos Aires,2020-12-01,1836.582
C.A.B.A.,2020-12-01,1408.942
Catamarca,2020-12-01,26.74
Chaco,2020-12-01,70.508
Chubut,2020-12-01,92.321
Corrientes,2020-12-01,74.835
Córdoba,2020-12-01,475.181
Entre Ríos,2020-12-01,128.779
Formosa,2020-12-01,23.58
Jujuy,2020-12-01,55.926
La Pampa,2020-12-01,35.678
La Rioja,2020-12-01,27.022
Mendoza,2020-12-01,227.827
Misiones,2020-12-01,97.527
Neuquén,2020-12-01,110.205
Río Negro,2020-12-01,99.937
Salta,2020-12-01,108.464
San Juan,2020-12-01,72.536
San Luis,2020-12-01,51.53
Santa Cruz,2020-12-01,54.533
Santa Fe,2020-12-01,480.242
Santiago del Estero,2020-12-01,48.806
Tierra del Fuego,2020-12-01,35.063
Tucumán,2020-12-01,163.743
Buenos Aires,2021-01-01,1836.001
C.A.B.A.,2021-01-01,1411.445
Catamarca,2021-01-01,27.378
Chaco,2021-01-01,71.083
Chubut,2021-01-01,92.483
Corrientes,2021-01-01,75.151
Córdoba,2021-01-01,474.308
Entre Ríos,2021-01-01,129.462
Formosa,2021-01-01,23.856
Jujuy,2021-01-01,56.026
La Pampa,2021-01-01,35.743
La Rioja,2021-01-01,27.649
Mendoza,2021-01-01,228.156
Misiones,2021-01-01,98.1
Neuquén,2021-01-01,110.374
Río Negro,2021-01-01,99.92
Salta,2021-01-01,109.38
San Juan,2021-01-01,72.851
San Luis,2021-01-01,51.753
Santa Cruz,2021-01-01,54.525
Santa Fe,2021-01-01,483.59
Santiago del Estero,2021-01-01,48.772
Tierra del Fuego,2021-01-01,34.734
Tucumán,2021-01-01,163.512
Buenos Aires,2021-02-01,1845.196
C.A.B.A.,2021-02-01,1410.741
Catamarca,2021-02-01,27.445
Chaco,2021-02-01,71.399
Chubut,2021-02-01,92.781
Corrientes,2021-02-01,75.304
Córdoba,2021-02-01,476.275
Entre Ríos,2021-02-01,129.436
Formosa,2021-02-01,23.99
Jujuy,2021-02-01,56.074
La Pampa,2021-02-01,35.837
La Rioja,2021-02-01,27.288
Mendoza,2021-02-01,228.262
Misiones,2021-02-01,99.298
Neuquén,2021-02-01,110.79
Río Negro,2021-02-01,100.319
Salta,2021-02-01,110.428
San Juan,2021-02-01,73.461
San Luis,2021-02-01,51.721
Santa Cruz,2021-02-01,54.782
Santa Fe,2021-02-01,485.232
Santiago del Estero,2021-02-01,49.37
Tierra del Fuego,2021-02-01,34.803
Tucumán,2021-02-01,164.042
Buenos Aires,2021-03-01,1856.02
C.A.B.A.,2021-03-01,1411.948
Catamarca,2021-03-01,27.631
Chaco,2021-03-01,71.342
Chubut,2021-03-01,92.532
Corrientes,2021-03-01,75.776
Córdoba,2021-03-01,482.174
Entre Ríos,2021-03-01,130.021
Formosa,2021-03-01,24.18
Jujuy,2021-03-01,56.497
La Pampa,2021-03-01,35.942
La Rioja,2021-03-01,27.412
Mendoza,2021-03-01,228.721
Misiones,2021-03-01,100.961
Neuquén,2021-03-01,112.018
Río Negro,2021-03-01,100.988
Salta,2021-03-01,111.444
San Juan,2021-03-01,74.172
San Luis,2021-03-01,51.802
Santa Cruz,2021-03-01,55.486
Santa Fe,2021-03-01,487.258
Santiago del Estero,2021-03-01,48.926
Tierra del Fuego,2021-03-01,34.895
Tucumán,2021-03-01,163.817
Buenos Aires,2021-04-01,1863.284
C.A.B.A.,2021-04-01,1419.383
Catamarca,2021-04-01,27.675
Chaco,2021-04-01,71.729
Chubut,2021-04-01,92.914
Corrientes,2021-04-01,76.249
Córdoba,2021-04-01,486.364
Entre Ríos,2021-04-01,130.921
Formosa,2021-04-01,24.197
Jujuy,2021-04-01,57.693
La Pampa,2021-04-01,36.175
La Rioja,2021-04-01,27.713
Mendoza,2021-04-01,229.837
Misiones,2021-04-01,101.243
Neuquén,2021-04-01,112.903
Río Negro,2021-04-01,101.425
Salta,2021-04-01,112.385
San Juan,2021-04-01,75.208
San Luis,2021-04-01,51.854
Santa Cruz,2021-04-01,56.774
Santa Fe,2021-04-01,490.241
Santiago del Estero,2021-04-01,49.168
Tierra del Fuego,2021-04-01,35.136
Tucumán,2021-04-01,163.955
Buenos Aires,2021-05-01,1864.616
C.A.B.A.,2021-05-01,1418.205
Catamarca,2021-05-01,27.914
Chaco,2021-05-01,71.871
Chubut,2021-05-01,92.877
Corrientes,2021-05-01,76.098
Córdoba,2021-05-01,486.616
Entre Ríos,2021-05-01,131.117
Formosa,2021-05-01,24.028
Jujuy,2021-05-01,58.313
La Pampa,2021-05-01,36.241
La Rioja,2021-05-01,27.901
Mendoza,2021-05-01,230.19
Misiones,2021-05-01,101.985
Neuquén,2021-05-01,113.666
Río Negro,2021-05-01,101.84
Salta,2021-05-01,111.856
San Juan,2021-05-01,75.453
San Luis,2021-05-01,51.844
Santa Cruz,2021-05-01,57.158
Santa Fe,2021-05-01,490.785
Santiago del Estero,2021-05-01,49.136
Tierra del Fuego,2021-05-01,34.749
Tucumán,2021-05-01,163.81
Buenos Aires,2021-06-01,1867.07
C.A.B.A.,2021-06-01,1418.837
Catamarca,2021-06-01,28.158
Chaco,2021-06-01,72.092
Chubut,2021-06-01,94.465
Corrientes,2021-06-01,76.03
Córdoba,2021-06-01,486.732
Entre Ríos,2021-06-01,130.91
Formosa,2021-06-01,23.947
Jujuy,2021-06-01,57.891
La Pampa,2021-06-01,36.24
La Rioja,2021-06-01,28.461
Mendoza,2021-06-01,230.007
Misiones,2021-06-01,101.07
Neuquén,2021-06-01,114.326
Río Negro,2021-06-01,101.618
Salta,2021-06-01,112.206
San Juan,2021-06-01,75.741
San Luis,2021-06-01,51.678
Santa Cruz,2021-06-01,57.588
Santa Fe,2021-06-01,490.648
Santiago del Estero,2021-06-01,49.318
Tierra del Fuego,2021-06-01,34.45
Tucumán,2021-06-01,164.071
Buenos Aires,2021-07-01,1862.476
C.A.B.A.,2021-07-01,1420.812
Catamarca,2021-07-01,28.022
Chaco,2021-07-01,71.94
Chubut,2021-07-01,94.129
Corrientes,2021-07-01,76.128
Córdoba,2021-07-01,487.351
Entre Ríos,2021-07-01,131.453
Formosa,2021-07-01,24.116
Jujuy,2021-07-01,57.971
La Pampa,2021-07-01,35.957
La Rioja,2021-07-01,27.874
Mendoza,2021-07-01,229.992
Misiones,2021-07-01,101.058
Neuquén,2021-07-01,114.682
Río Negro,2021-07-01,100.662
Salta,2021-07-01,112.446
San Juan,2021-07-01,76.046
San Luis,2021-07-01,51.415
Santa Cruz,2021-07-01,57.839
Santa Fe,2021-07-01,491.406
Santiago del Estero,2021-07-01,49.539
Tierra del Fuego,2021-07-01,34.304
Tucumán,2021-07-01,164.708
Buenos Aires,2021-08-01,1866.637
C.A.B.A.,2021-08-01,1421.294
Catamarca,2021-08-01,28.581
Chaco,2021-08-01,72.01
Chubut,2021-08-01,94.191
Corrientes,2021-08-01,76.241
Córdoba,2021-08-01,489.325
Entre Ríos,2021-08-01,132.073
Formosa,2021-08-01,24.313
Jujuy,2021-08-01,58.068
La Pampa,2021-08-01,35.973
La Rioja,2021-08-01,27.688
Mendoza,2021-08-01,230.292
Misiones,2021-08-01,100.976
Neuquén,2021-08-01,115.538
Río Negro,2021-08-01,101.086
Salta,2021-08-01,112.878
San Juan,2021-08-01,76.286
San Luis,2021-08-01,51.778
Santa Cruz,2021-08-01,57.803
Santa Fe,2021-08-01,492.571
Santiago del Estero,2021-08-01,49.557
Tierra del Fuego,2021-08-01,34.402
Tucumán,2021-08-01,165.2
Buenos Aires,2021-09-01,1875.73
C.A.B.A.,2021-09-01,1425.757
Catamarca,2021-09-01,28.974
Chaco,2021-09-01,72.201
Chubut,2021-09-01,94.192
Corrientes,2021-09-01,76.605
Córdoba,2021-09-01,490.243
Entre Ríos,2021-09-01,132.713
Formosa,2021-09-01,24.397
Jujuy,2021-09-01,58.66
La Pampa,2021-09-01,35.994
La Rioja,2021-09-01,28.044
Mendoza,2021-09-01,230.13
Misiones,2021-09-01,101.542
Neuquén,2021-09-01,116.114
Río Negro,2021-09-01,102.47
Salta,2021-09-01,112.836
San Juan,2021-09-01,76.747
San Luis,2021-09-01,51.699
Santa Cruz,2021-09-01,57.954
Santa Fe,2021-09-01,494.281
Santiago del Estero,2021-09-01,49.764
Tierra del Fuego,2021-09-01,34.72
Tucumán,2021-09-01,165.32
Buenos Aires,2021-10-01,1880.337
C.A.B.A.,2021-10-01,1431.244
Catamarca,2021-10-01,29.481
Chaco,2021-10-01,72.382
Chubut,2021-10-01,92.893
Corrientes,2021-10-01,76.946
Córdoba,2021-10-01,491.647
Entre Ríos,2021-10-01,131.563
Formosa,2021-10-01,24.505
Jujuy,2021-10-01,58.747
La Pampa,2021-10-01,36.1
La Rioja,2021-10-01,28.203
Mendoza,2021-10-01,231.165
Misiones,2021-10-01,101.587
Neuquén,2021-10-01,116.887
Río Negro,2021-10-01,102.572
Salta,2021-10-01,112.907
San Juan,2021-10-01,76.928
San Luis,2021-10-01,52.058
Santa Cruz,2021-10-01,57.597
Santa Fe,2021-10-01,495.696
Santiago del Estero,2021-10-01,50.082
Tierra del Fuego,2021-10-01,33.924
Tucumán,2021-10-01,164.084
Buenos Aires,2021-11-01,1884.038
C.A.B.A.,2021-11-01,1435.403
Catamarca,2021-11-01,29.736
Chaco,2021-11-01,72.877
Chubut,2021-11-01,94.186
Corrientes,2021-11-01,76.503
Córdoba,2021-11-01,494.208
Entre Ríos,2021-11-01,131.966
Formosa,2021-11-01,24.967
Jujuy,2021-11-01,58.875
La Pampa,2021-11-01,36.631
La Rioja,2021-11-01,28.405
Mendoza,2021-11-01,232.681
Misiones,2021-11-01,102.149
Neuquén,2021-11-01,117.549
Río Negro,2021-11-01,103.562
Salta,2021-11-01,113.435
San Juan,2021-11-01,77.177
San Luis,2021-11-01,52.327
Santa Cruz,2021-11-01,57.344
Santa Fe,2021-11-01,497.703
Santiago del Estero,2021-11-01,50.452
Tierra del Fuego,2021-11-01,34.591
Tucumán,2021-11-01,164.273
Buenos Aires,2021-12-01,1896.54
C.A.B.A.,2021-12-01,1443.204
Catamarca,2021-12-01,30.24
Chaco,2021-12-01,73.427
Chubut,2021-12-01,94.498
Corrientes,2021-12-01,76.428
Córdoba,2021-12-01,497.255
Entre Ríos,2021-12-01,133.339
Formosa,2021-12-01,25.187
Jujuy,2021-12-01,58.684
La Pampa,2021-12-01,36.933
La Rioja,2021-12-01,28.598
Mendoza,2021-12-01,233.855
Misiones,2021-12-01,102.708
Neuquén,2021-12-01,118.694
Río Negro,2021-12-01,105.113
Salta,2021-12-01,114.325
San Juan,2021-12-01,78.177
San Luis,2021-12-01,52.687
Santa Cruz,2021-12-01,57.732
Santa Fe,2021-12-01,500.112
Santiago del Estero,2021-12-01,50.814
Tierra del Fuego,2021-12-01,35.239
Tucumán,2021-12-01,164.709
Buenos Aires,2022-01-01,1910.107
C.A.B.A.,2022-01-01,1447.729
Catamarca,2022-01-01,30.234
Chaco,2022-01-01,73.731
Chubut,2022-01-01,94.871
Corrientes,2022-01-01,76.522
Córdoba,2022-01-01,498.855
Entre Ríos,2022-01-01,133.71
Formosa,2022-01-01,25.415
Jujuy,2022-01-01,59.406
La Pampa,2022-01-01,37.184
La Rioja,2022-01-01,28.993
Mendoza,2022-01-01,235.362
Misiones,2022-01-01,103.457
Neuquén,2022-01-01,119.927
Río Negro,2022-01-01,105.156
Salta,2022-01-01,113.836
San Juan,2022-01-01,78.828
San Luis,2022-01-01,53.18
Santa Cruz,2022-01-01,58.04
Santa Fe,2022-01-01,502.06
Santiago del Estero,2022-01-01,51.517
Tierra del Fuego,2022-01-01,35.728
Tucumán,2022-01-01,165.108
Buenos Aires,2022-02-01,1917.542
C.A.B.A.,2022-02-01,1452.233
Catamarca,2022-02-01,30.446
Chaco,2022-02-01,73.916
Chubut,2022-02-01,95.053
Corrientes,2022-02-01,76.603
Córdoba,2022-02-01,500.343
Entre Ríos,2022-02-01,134.686
Formosa,2022-02-01,25.483
Jujuy,2022-02-01,60.924
La Pampa,2022-02-01,37.3
La Rioja,2022-02-01,29.666
Mendoza,2022-02-01,235.448
Misiones,2022-02-01,103.621
Neuquén,2022-02-01,120.28
Río Negro,2022-02-01,105.2
Salta,2022-02-01,113.774
San Juan,2022-02-01,79.396
San Luis,2022-02-01,53.529
Santa Cruz,2022-02-01,58.835
Santa Fe,2022-02-01,503.07
Santiago del Estero,2022-02-01,51.944
Tierra del Fuego,2022-02-01,35.893
Tucumán,2022-02-01,165.635
Buenos Aires,2022-03-01,1924.754
C.A.B.A.,2022-03-01,1456.747
Catamarca,2022-03-01,31.335
Chaco,2022-03-01,74.479
Chubut,2022-03-01,96.035
Corrientes,2022-03-01,76.783
Córdoba,2022-03-01,503.263
Entre Ríos,2022-03-01,134.901
Formosa,2022-03-01,25.871
Jujuy,2022-03-01,62.486
La Pampa,2022-03-01,37.576
La Rioja,2022-03-01,30.548
Mendoza,2022-03-01,237.495
Misiones,2022-03-01,103.088
Neuquén,2022-03-01,120.901
Río Negro,2022-03-01,105.819
Salta,2022-03-01,114.376
San Juan,2022-03-01,80.073
San Luis,2022-03-01,53.917
Santa Cruz,2022-03-01,59.398
Santa Fe,2022-03-01,505.39
Santiago del Estero,2022-03-01,52.282
Tierra del Fuego,2022-03-01,36.219
Tucumán,2022-03-01,165.029
Buenos Aires,2022-04-01,1935.955
C.A.B.A.,2022-04-01,1462.03
Catamarca,2022-04-01,31.81
Chaco,2022-04-01,74.72
Chubut,2022-04-01,96.462
Corrientes,2022-04-01,76.835
Córdoba,2022-04-01,505.825
Entre Ríos,2022-04-01,135.093
Formosa,2022-04-01,26.04
Jujuy,2022-04-01,61.948
La Pampa,2022-04-01,37.861
La Rioja,2022-04-01,30.669
Mendoza,2022-04-01,237.482
Misiones,2022-04-01,102.008
Neuquén,2022-04-01,121.727
Río Negro,2022-04-01,105.914
Salta,2022-04-01,115.513
San Juan,2022-04-01,81.053
San Luis,2022-04-01,53.996
Santa Cruz,2022-04-01,59.469
Santa Fe,2022-04-01,507.649
Santiago del Estero,2022-04-01,53.222
Tierra del Fuego,2022-04-01,37.293
Tucumán,2022-04-01,165.606
Buenos Aires,2022-05-01,1945.583
C.A.B.A.,2022-05-01,1469.615
Catamarca,2022-05-01,32.308
Chaco,2022-05-01,75.225
Chubut,2022-05-01,96.829
Corrientes,2022-05-01,77.629
Córdoba,2022-05-01,507.257
Entre Ríos,2022-05-01,135.486
Formosa,2022-05-01,26.426
Jujuy,2022-05-01,61.558
La Pampa,2022-05-01,38.11
La Rioja,2022-05-01,30.002
Mendoza,2022-05-01,238.852
Misiones,2022-05-01,103.29
Neuquén,2022-05-01,122.7
Río Negro,2022-05-01,106.577
Salta,2022-05-01,115.956
San Juan,2022-05-01,81.533
San Luis,2022-05-01,53.835
Santa Cruz,2022-05-01,59.454
Santa Fe,2022-05-01,509.369
Santiago del Estero,2022-05-01,53.273
Tierra del Fuego,2022-05-01,37.985
Tucumán,2022-05-01,163.155
Buenos Aires,2022-06-01,1949.38
C.A.B.A.,2022-06-01,1478.658
Catamarca,2022-06-01,32.813
Chaco,2022-06-01,75.889
Chubut,2022-06-01,97.667
Corrientes,2022-06-01,77.876
Córdoba,2022-06-01,510.696
Entre Ríos,2022-06-01,136.168
Formosa,2022-06-01,26.757
Jujuy,2022-06-01,61.861
La Pampa,2022-06-01,38.368
La Rioja,2022-06-01,30.643
Mendoza,2022-06-01,240.568
Misiones,2022-06-01,105.488
Neuquén,2022-06-01,123.813
Río Negro,2022-06-01,107.495
Salta,2022-06-01,117.301
San Juan,2022-06-01,82.41
San Luis,2022-06-01,54.03
Santa Cruz,2022-06-01,59.384
Santa Fe,2022-06-01,511.499
Santiago del Estero,2022-06-01,53.652
Tierra del Fuego,2022-06-01,38.468
Tucumán,2022-06-01,161.33
Buenos Aires,2022-07-01,1956.614
C.A.B.A.,2022-07-01,1482.846
Catamarca,2022-07-01,33.667
Chaco,2022-07-01,76.948
Chubut,2022-07-01,97.368
Corrientes,2022-07-01,78.122
Córdoba,2022-07-01,514.452
Entre Ríos,2022-07-01,136.945
Formosa,2022-07-01,27.2
Jujuy,2022-07-01,61.967
La Pampa,2022-07-01,38.872
La Rioja,2022-07-01,30.95
Mendoza,2022-07-01,241.469
Misiones,2022-07-01,106.824
Neuquén,2022-07-01,124.569
Río Negro,2022-07-01,108.303
Salta,2022-07-01,118.72
San Juan,2022-07-01,82.491
San Luis,2022-07-01,54.133
Santa Cruz,2022-07-01,59.48
Santa Fe,2022-07-01,513.609
Santiago del Estero,2022-07-01,54.384
Tierra del Fuego,2022-07-01,38.567
Tucumán,2022-07-01,161.543
Buenos Aires,2022-08-01,1960.08
C.A.B.A.,2022-08-01,1484.372
Catamarca,2022-08-01,33.706
Chaco,2022-08-01,76.907
Chubut,2022-08-01,97.664
Corrientes,2022-08-01,78.336
Córdoba,2022-08-01,515.688
Entre Ríos,2022-08-01,136.467
Formosa,2022-08-01,27.276
Jujuy,2022-08-01,62.055
La Pampa,2022-08-01,38.992
La Rioja,2022-08-01,31.158
Mendoza,2022-08-01,241.875
Misiones,2022-08-01,107.511
Neuquén,2022-08-01,125.266
Río Negro,2022-08-01,108.959
Salta,2022-08-01,118.521
San Juan,2022-08-01,82.383
San Luis,2022-08-01,54.458
Santa Cruz,2022-08-01,59.453
Santa Fe,2022-08-01,512.266
Santiago del Estero,2022-08-01,54.345
Tierra del Fuego,2022-08-01,37.611
Tucumán,2022-08-01,161.258
Buenos Aires,2022-09-01,1963.056
C.A.B.A.,2022-09-01,1493.284
Catamarca,2022-09-01,34.099
Chaco,2022-09-01,77.731
Chubut,2022-09-01,97.544
Corrientes,2022-09-01,79.008
Córdoba,2022-09-01,518.061
Entre Ríos,2022-09-01,136.691
Formosa,2022-09-01,27.714
Jujuy,2022-09-01,62.222
La Pampa,2022-09-01,39.137
La Rioja,2022-09-01,31.225
Mendoza,2022-09-01,242.969
Misiones,2022-09-01,107.843
Neuquén,2022-09-01,126.509
Río Negro,2022-09-01,109.166
Salta,2022-09-01,119.449
San Juan,2022-09-01,82.488
San Luis,2022-09-01,54.699
Santa Cruz,2022-09-01,59.517
Santa Fe,2022-09-01,513.714
Santiago del Estero,2022-09-01,54.539
Tierra del Fuego,2022-09-01,37.826
Tucumán,2022-09-01,160.57
Buenos Aires,2022-10-01,1970.191
C.A.B.A.,2022-10-01,1496.942
Catamarca,2022-10-01,34.585
Chaco,2022-10-01,78.119
Chubut,2022-10-01,97.213
Corrientes,2022-10-01,79.389
Córdoba,2022-10-01,520.548
Entre Ríos,2022-10-01,135.604
Formosa,2022-10-01,27.911
Jujuy,2022-10-01,61.883
La Pampa,2022-10-01,39.251
La Rioja,2022-10-01,31.747
Mendoza,2022-10-01,243.056
Misiones,2022-10-01,108.721
Neuquén,2022-10-01,128.155
Río Negro,2022-10-01,109.935
Salta,2022-10-01,120.459
San Juan,2022-10-01,83.201
San Luis,2022-10-01,54.908
Santa Cruz,2022-10-01,59.554
Santa Fe,2022-10-01,515.718
Santiago del Estero,2022-10-01,54.722
Tierra del Fuego,2022-10-01,38.091
Tucumán,2022-10-01,159.862
Buenos Aires,2022-11-01,1973.162
C.A.B.A.,2022-11-01,1499.928
Catamarca,2022-11-01,35.427
Chaco,2022-11-01,78.548
Chubut,2022-11-01,97.227
Corrientes,2022-11-01,79.822
Córdoba,2022-11-01,521.937
Entre Ríos,2022-11-01,136.911
Formosa,2022-11-01,27.78
Jujuy,2022-11-01,61.769
La Pampa,2022-11-01,39.473
La Rioja,2022-11-01,31.795
Mendoza,2022-11-01,242.201
Misiones,2022-11-01,108.481
Neuquén,2022-11-01,130.182
Río Negro,2022-11-01,109.729
Salta,2022-11-01,120.778
San Juan,2022-11-01,83.595
San Luis,2022-11-01,55.173
Santa Cruz,2022-11-01,59.617
Santa Fe,2022-11-01,517.017
Santiago del Estero,2022-11-01,54.798
Tierra del Fuego,2022-11-01,38.394
Tucumán,2022-11-01,161.434
Buenos Aires,2022-12-01,1981.06
C.A.B.A.,2022-12-01,1499.589
Catamarca,2022-12-01,35.705
Chaco,2022-12-01,79.064
Chubut,2022-12-01,97.741
Corrientes,2022-12-01,79.977
Córdoba,2022-12-01,523.318
Entre Ríos,2022-12-01,138.479
Formosa,2022-12-01,27.626
Jujuy,2022-12-01,61.127
La Pampa,2022-12-01,39.697
La Rioja,2022-12-01,31.984
Mendoza,2022-12-01,241.94
Misiones,2022-12-01,108.955
Neuquén,2022-12-01,131.369
Río Negro,2022-12-01,109.964
Salta,2022-12-01,121.09
San Juan,2022-12-01,82.894
San Luis,2022-12-01,55.577
Santa Cruz,2022-12-01,60.117
Santa Fe,2022-12-01,517.126
Santiago del Estero,2022-12-01,55.004
Tierra del Fuego,2022-12-01,38.332
Tucumán,2022-12-01,161.445
Buenos Aires,2023-01-01,1986.375
C.A.B.A.,2023-01-01,1505.148
Catamarca,2023-01-01,35.888
Chaco,2023-01-01,79.531
Chubut,2023-01-01,97.928
Corrientes,2023-01-01,80.607
Córdoba,2023-01-01,526.435
Entre Ríos,2023-01-01,139.357
Formosa,2023-01-01,27.492
Jujuy,2023-01-01,61.166
La Pampa,2023-01-01,39.914
La Rioja,2023-01-01,32.537
Mendoza,2023-01-01,242.825
Misiones,2023-01-01,108.592
Neuquén,2023-01-01,133.29
