provincia,anio_inicio,anio_fin,curso_inicio,curso_fin,matricula_inicio,matricula_fin,trayectoria,trayectoria_varones,trayectoria_mujeres,trayectoria_estatal,trayectoria_privado,nota
La Rioja,2014,2025,1° Grado,5° Año,6912,5325,0.7703993055555556,0.7073033707865168,0.8374105011933174,0.721855397821063,1.1147540983606556,Matrícula 5° año / matrícula 1° grado de la cohorte teórica. No es egreso formal ni seguimiento nominal. Fuente: Relevamiento Anual (provincia).
