anio,la_rioja_region,letra,letra_desc,tipo_sector,vab_millones_2004,vab_total,share
2009,2. NOA-Resto,J,Finanzas,Servicios,896.295339890953,34149.38408688708,0.026246310551618957
2009,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,3598.58862348619,34149.38408688708,0.10537784852371616
2009,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2182.95003525537,34149.38408688708,0.063923555098424
2009,2. NOA-Resto,M,Enseñanza,Servicios,1893.3890295870438,34149.38408688708,0.055444309764698815
2009,2. NOA-Resto,N,Salud,Servicios,1397.9161036043613,34149.38408688708,0.04093532404706364
2009,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,800.5980401297729,34149.38408688708,0.02344399647422022
2009,2. NOA-Resto,P,Servicio doméstico,Servicios,233.45210899874985,34149.38408688708,0.006836202620954221
2009,3. La Rioja,A,Agro,Bienes,110.22393561633677,2972.1802210852984,0.03708521267801461
2009,3. La Rioja,B,Pesca,Bienes,0,2972.1802210852984,0
2009,3. La Rioja,C,Petróleo y minería,Bienes,8.41632974108118,2972.1802210852984,0.0028317023582129677
2009,3. La Rioja,D,Industria manufacturera,Bienes,788.683009825897,2972.1802210852984,0.2653550428169889
2009,3. La Rioja,E,"Electricidad, gas y agua",Bienes,41.31981341511729,2972.1802210852984,0.013902189753496597
2009,3. La Rioja,F,Construcción,Bienes,153.67342030471545,2972.1802210852984,0.05170393747139642
2009,3. La Rioja,G,Comercio,Servicios,493.3748957658374,2972.1802210852984,0.16599763778310872
2009,3. La Rioja,H,Hotelería y restaurantes,Servicios,101.79427405616134,2972.1802210852984,0.034249024784570745
2009,3. La Rioja,I,Transporte y comunicaciones,Servicios,172.73990379806753,2972.1802210852984,0.05811891976556898
2009,3. La Rioja,J,Finanzas,Servicios,90.68317997653416,2972.1802210852984,0.030510659930110495
2009,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,331.89176895119124,2972.1802210852984,0.1116660983734022
2009,3. La Rioja,L,Adm. pública y defensa,Servicios,282.43745077528695,2972.1802210852984,0.09502702722116704
2009,3. La Rioja,M,Enseñanza,Servicios,222.5795348741817,2972.1802210852984,0.07488763073489071
2009,3. La Rioja,N,Salud,Servicios,87.40847034399295,2972.1802210852984,0.02940887289535745
2009,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,59.45647979007552,2972.1802210852984,0.02000433196085426
2009,3. La Rioja,P,Servicio doméstico,Servicios,27.497753850822136,2972.1802210852984,0.009251711472859902
2010,1. Resto país,A,Agro,Bienes,44907.91445858632,521304.6607143105,0.08614523874973969
2010,1. Resto país,B,Pesca,Bienes,1658.6552075732957,521304.6607143105,0.003181738688659615
2010,1. Resto país,C,Petróleo y minería,Bienes,22820.972772350902,521304.6607143105,0.043776652104128094
2010,1. Resto país,D,Industria manufacturera,Bienes,117345.55260854033,521304.6607143105,0.225099757304585
2010,1. Resto país,E,"Electricidad, gas y agua",Bienes,9857.15908615748,521304.6607143105,0.01890863410400138
2010,1. Resto país,F,Construcción,Bienes,19006.52686473222,521304.6607143105,0.03645953757384173
2010,1. Resto país,G,Comercio,Servicios,81535.6248168513,521304.6607143105,0.1564068594842951
2010,1. Resto país,H,Hotelería y restaurantes,Servicios,9499.824939655395,521304.6607143105,0.018223172849900077
2010,1. Resto país,I,Transporte y comunicaciones,Servicios,46165.442733946074,521304.6607143105,0.08855751005695693
2010,1. Resto país,J,Finanzas,Servicios,21756.967014817164,521304.6607143105,0.04173560808952865
2010,1. Resto país,K,Serv. inmobiliarios y profesionales,Servicios,64092.7947186786,521304.6607143105,0.12294690523360434
2010,1. Resto país,L,Adm. pública y defensa,Servicios,24756.573696590276,521304.6607143105,0.04748964581031738
2010,1. Resto país,M,Enseñanza,Servicios,20078.594365386445,521304.6607143105,0.03851604614060812
2010,1. Resto país,N,Salud,Servicios,17221.402509152154,521304.6607143105,0.0330351976626389
2010,1. Resto país,O,"Serv. comunitarios, sociales y personales",Servicios,16935.98870314292,521304.6607143105,0.0324876986135835
2010,1. Resto país,P,Servicio doméstico,Servicios,3664.6662181496367,521304.6607143105,0.007029797533611494
2010,2. NOA-Resto,A,Agro,Bienes,5792.013471998444,38102.83496962256,0.15201004010898717
2010,2. NOA-Resto,B,Pesca,Bienes,0,38102.83496962256,0
2010,2. NOA-Resto,C,Petróleo y minería,Bienes,2265.2552287540807,38102.83496962256,0.05945109413932198
2010,2. NOA-Resto,D,Industria manufacturera,Bienes,5164.733361206567,38102.83496962256,0.135547220182544
2010,2. NOA-Resto,E,"Electricidad, gas y agua",Bienes,736.715245950525,38102.83496962256,0.01933491947614581
2010,2. NOA-Resto,F,Construcción,Bienes,1724.4270330291995,38102.83496962256,0.04525718452193903
2010,2. NOA-Resto,G,Comercio,Servicios,7069.929369280533,38102.83496962256,0.18554864421287878
2010,2. NOA-Resto,H,Hotelería y restaurantes,Servicios,675.4406117842457,38102.83496962256,0.017726781020959197
2010,2. NOA-Resto,I,Transporte y comunicaciones,Servicios,3178.8362836217498,38102.83496962256,0.08342781544092645
2010,2. NOA-Resto,J,Finanzas,Servicios,911.0727913368758,38102.83496962256,0.02391089251136372
2010,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,3751.5953525187597,38102.83496962256,0.0984597433631832
2010,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2248.0244695002607,38102.83496962256,0.058998876889147366
2010,2. NOA-Resto,M,Enseñanza,Servicios,2014.8416797889768,38102.83496962256,0.052879049062761516
2010,2. NOA-Resto,N,Salud,Servicios,1495.5479174103407,38102.83496962256,0.03925030561643679
2010,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,839.1334363241641,38102.83496962256,0.022022860949668502
2010,2. NOA-Resto,P,Servicio doméstico,Servicios,235.26871711784509,38102.83496962256,0.006174572503736606
2010,3. La Rioja,A,Agro,Bienes,114.05100549833777,3282.873845962584,0.0347412087243628
2010,3. La Rioja,B,Pesca,Bienes,0,3282.873845962584,0
2010,3. La Rioja,C,Petróleo y minería,Bienes,12.564185662923222,3282.873845962584,0.0038271911296180895
2010,3. La Rioja,D,Industria manufacturera,Bienes,886.1511869693982,3282.873845962584,0.2699315382037065
2010,3. La Rioja,E,"Electricidad, gas y agua",Bienes,43.97825912741191,3282.873845962584,0.01339626838889902
2010,3. La Rioja,F,Construcción,Bienes,198.99864534223104,3282.873845962584,0.06061720756859663
2010,3. La Rioja,G,Comercio,Servicios,553.3459677122728,3282.873845962584,0.16855535536121832
2010,3. La Rioja,H,Hotelería y restaurantes,Servicios,124.04972443105576,3282.873845962584,0.0377869300654417
2010,3. La Rioja,I,Transporte y comunicaciones,Servicios,185.64751429093667,3282.873845962584,0.05655030409385173
2010,3. La Rioja,J,Finanzas,Servicios,94.26603681950321,3282.873845962584,0.028714486526929917
2010,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,352.54424068696994,3282.873845962584,0.10738890899525233
2010,3. La Rioja,L,Adm. pública y defensa,Servicios,299.33043874164196,3282.873845962584,0.0911793912244819
2010,3. La Rioja,M,Enseñanza,Servicios,237.4203074866731,3282.873845962584,0.07232087452238305
2010,3. La Rioja,N,Salud,Servicios,90.26027198553831,3282.873845962584,0.027494285866800573
2010,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,62.42069267288184,3282.873845962584,0.019014039406250544
2010,3. La Rioja,P,Servicio doméstico,Servicios,27.845368534807918,3282.873845962584,0.008482009922206825
2011,1. Resto país,A,Agro,Bienes,43232.27446669419,549500.4763146217,0.07867559052294822
2011,1. Resto país,B,Pesca,Bienes,1745.2404483118441,549500.4763146217,0.0031760490182224884
2011,1. Resto país,C,Petróleo y minería,Bienes,21644.999468984897,549500.4763146217,0.039390319757597166
2011,1. Resto país,D,Industria manufacturera,Bienes,126386.05492542824,549500.4763146217,0.23000172042264927
2011,1. Resto país,E,"Electricidad, gas y agua",Bienes,10335.855258989233,549500.4763146217,0.01880954740623617
2011,1. Resto país,F,Construcción,Bienes,20995.054146427312,549500.4763146217,0.03820752674726781
2011,1. Resto país,G,Comercio,Servicios,90278.3997538847,549500.4763146217,0.1642917588704599
2011,1. Resto país,H,Hotelería y restaurantes,Servicios,9999.100835336632,549500.4763146217,0.018196710041815417
2011,1. Resto país,I,Transporte y comunicaciones,Servicios,48591.240840758524,549500.4763146217,0.08842802315049704
2011,1. Resto país,J,Finanzas,Servicios,23861.379526892142,549500.4763146217,0.04342376495635662
2011,1. Resto país,K,Serv. inmobiliarios y profesionales,Servicios,66862.46069278942,549500.4763146217,0.1216786219026072
2011,1. Resto país,L,Adm. pública y defensa,Servicios,25429.228688475756,549500.4763146217,0.04627699116663915
2011,1. Resto país,M,Enseñanza,Servicios,20715.40417996076,549500.4763146217,0.03769861005197738
2011,1. Resto país,N,Salud,Servicios,18107.024638967156,549500.4763146217,0.03295179061610095
2011,1. Resto país,O,"Serv. comunitarios, sociales y personales",Servicios,17609.026290083235,549500.4763146217,0.03204551597149302
2011,1. Resto país,P,Servicio doméstico,Servicios,3707.7321526376627,549500.4763146217,0.006747459397132106
2011,2. NOA-Resto,A,Agro,Bienes,6098.072353893755,40268.221142837065,0.15143634808855924
2011,2. NOA-Resto,B,Pesca,Bienes,0,40268.221142837065,0
2011,2. NOA-Resto,C,Petróleo y minería,Bienes,1973.4263435532475,40268.221142837065,0.04900704047872454
2011,2. NOA-Resto,D,Industria manufacturera,Bienes,5516.006689787773,40268.221142837065,0.13698163299098112
2011,2. NOA-Resto,E,"Electricidad, gas y agua",Bienes,762.6383363929798,40268.221142837065,0.018938962654640092
2011,2. NOA-Resto,F,Construcción,Bienes,1752.608204359536,40268.221142837065,0.04352335798849389
2011,2. NOA-Resto,G,Comercio,Servicios,7783.344624171682,40268.221142837065,0.19328752061242188
2011,2. NOA-Resto,H,Hotelería y restaurantes,Servicios,690.3301783883978,40268.221142837065,0.017143299574612428
2011,2. NOA-Resto,I,Transporte y comunicaciones,Servicios,3420.3587723148726,40268.221142837065,0.08493940569617855
2011,2. NOA-Resto,J,Finanzas,Servicios,1033.5994730422392,40268.221142837065,0.025667870189147814
2011,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,4000.8343811453997,40268.221142837065,0.0993546341904172
2011,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2479.438886654298,40268.221142837065,0.061573092038493045
2011,2. NOA-Resto,M,Enseñanza,Servicios,2049.5791714879565,40268.221142837065,0.050898180086421246
2011,2. NOA-Resto,N,Salud,Servicios,1596.0433759585576,40268.221142837065,0.039635308704031556
2011,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,872.536178045346,40268.221142837065,0.021668108331637917
2011,2. NOA-Resto,P,Servicio doméstico,Servicios,239.4041736410237,40268.221142837065,0.005945238375239455
2011,3. La Rioja,A,Agro,Bienes,122.75771265167431,3460.6633689226396,0.035472306770447534
2011,3. La Rioja,B,Pesca,Bienes,0,3460.6633689226396,0
2011,3. La Rioja,C,Petróleo y minería,Bienes,17.09696001556443,3460.6633689226396,0.004940370730391783
2011,3. La Rioja,D,Industria manufacturera,Bienes,954.6979428799152,3460.6633689226396,0.2758713694759419
2011,3. La Rioja,E,"Electricidad, gas y agua",Bienes,43.758366846140696,3460.6633689226396,0.01264450256534584
2011,3. La Rioja,F,Construcción,Bienes,180.1654285533996,3460.6633689226396,0.05206095171559204
2011,3. La Rioja,G,Comercio,Servicios,621.9789612341215,3460.6633689226396,0.1797282471388581
2011,3. La Rioja,H,Hotelería y restaurantes,Servicios,131.86361433952175,3460.6633689226396,0.03810356578558897
2011,3. La Rioja,I,Transporte y comunicaciones,Servicios,191.1362630027325,3460.6633689226396,0.05523110531904648
2011,3. La Rioja,J,Finanzas,Servicios,104.6970731660816,3460.6633689226396,0.03025346935107285
2011,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,368.3531974522331,3460.6633689226396,0.10644005445895403
2011,3. La Rioja,L,Adm. pública y defensa,Servicios,289.4512715120175,3460.6633689226396,0.08364040088710749
2011,3. La Rioja,M,Enseñanza,Servicios,242.2831919680545,3460.6633689226396,0.07001062112651574
2011,3. La Rioja,N,Salud,Servicios,98.03161534549056,3460.6633689226396,0.028327405729731345
2011,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,66.087903393892,3460.6633689226396,0.019096888760511323
2011,3. La Rioja,P,Servicio doméstico,Servicios,28.303866561800298,3460.6633689226396,0.008178740184894595
2012,1. Resto país,A,Agro,Bienes,38392.40098322303,542329.6899791776,0.07079162674036357
2012,1. Resto país,B,Pesca,Bienes,1755.551750817422,542329.6899791776,0.0032370563206392507
2012,1. Resto país,C,Petróleo y minería,Bienes,21296.575125929256,542329.6899791776,0.03926868751505551
2012,1. Resto país,D,Industria manufacturera,Bienes,122588.4832019164,542329.6899791776,0.22604051643682485
2012,1. Resto país,E,"Electricidad, gas y agua",Bienes,10757.182576855139,542329.6899791776,0.019835134929212808
2012,1. Resto país,F,Construcción,Bienes,20562.509727430275,542329.6899791776,0.037915146648563096
2012,1. Resto país,G,Comercio,Servicios,87609.12800559582,542329.6899791776,0.1615421940276947
2012,1. Resto país,H,Hotelería y restaurantes,Servicios,10131.664297216079,542329.6899791776,0.01868174375185891
2012,1. Resto país,I,Transporte y comunicaciones,Servicios,48851.93162608925,542329.6899791776,0.09007792220994741
2012,1. Resto país,J,Finanzas,Servicios,25558.247781431754,542329.6899791776,0.04712677224515045
2012,1. Resto país,K,Serv. inmobiliarios y profesionales,Servicios,66471.37734879994,542329.6899791776,0.12256636244892304
2012,1. Resto país,L,Adm. pública y defensa,Servicios,26099.923354133196,542329.6899791776,0.048125566120370965
2012,1. Resto país,M,Enseñanza,Servicios,21394.54201930985,542329.6899791776,0.03944932835989725
2012,1. Resto país,N,Salud,Servicios,19053.44645646139,542329.6899791776,0.03513258965628996
2012,1. Resto país,O,"Serv. comunitarios, sociales y personales",Servicios,17933.603821718694,542329.6899791776,0.03306771536407539
2012,1. Resto país,P,Servicio doméstico,Servicios,3873.1219022500463,542329.6899791776,0.007141637225132839
2012,2. NOA-Resto,A,Agro,Bienes,4359.563517996804,39142.82935746475,0.11137578937342228
2012,2. NOA-Resto,B,Pesca,Bienes,0,39142.82935746475,0
2012,2. NOA-Resto,C,Petróleo y minería,Bienes,2047.315097694409,39142.82935746475,0.052303707506620875
2012,2. NOA-Resto,D,Industria manufacturera,Bienes,5511.442294177987,39142.82935746475,0.14080337023789838
2012,2. NOA-Resto,E,"Electricidad, gas y agua",Bienes,856.9173031802287,39142.82935746475,0.021892063431454785
2012,2. NOA-Resto,F,Construcción,Bienes,1646.4471808697795,39142.82935746475,0.042062549077224363
2012,2. NOA-Resto,G,Comercio,Servicios,7755.2203176516805,39142.82935746475,0.19812620714840376
2012,2. NOA-Resto,H,Hotelería y restaurantes,Servicios,710.1443789235142,39142.82935746475,0.018142387522328808
2012,2. NOA-Resto,I,Transporte y comunicaciones,Servicios,3466.1310990530187,39142.82935746475,0.0885508573588079
2012,2. NOA-Resto,J,Finanzas,Servicios,1164.063381261588,39142.82935746475,0.029738866616692203
2012,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,3979.766336111749,39142.82935746475,0.10167293477349987
2012,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2673.6788805712663,39142.82935746475,0.06830571331863575
2012,2. NOA-Resto,M,Enseñanza,Servicios,2122.632222832552,39142.82935746475,0.054227869003745245
2012,2. NOA-Resto,N,Salud,Servicios,1724.6277849065784,39142.82935746475,0.04405986519668085
2012,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,873.3605773918738,39142.82935746475,0.02231214737739236
2012,2. NOA-Resto,P,Servicio doméstico,Servicios,251.51898484171835,39142.82935746475,0.006425672057192573
2012,3. La Rioja,A,Agro,Bienes,98.96349146639363,3333.5046082027775,0.02968752202198056
2012,3. La Rioja,B,Pesca,Bienes,0,3333.5046082027775,0
2012,3. La Rioja,C,Petróleo y minería,Bienes,6.334259248463924,3333.5046082027775,0.0019001801386076293
2012,3. La Rioja,D,Industria manufacturera,Bienes,886.2832222240075,3333.5046082027775,0.2658713055452584
2012,3. La Rioja,E,"Electricidad, gas y agua",Bienes,47.81632024148025,3333.5046082027775,0.014344159034254312
2012,3. La Rioja,F,Construcción,Bienes,160.5368437986077,3333.5046082027775,0.0481585786333019
2012,3. La Rioja,G,Comercio,Servicios,581.2653435898652,3333.5046082027775,0.17437064348420026
2012,3. La Rioja,H,Hotelería y restaurantes,Servicios,128.3747260201717,3333.5046082027775,0.03851043904492561
2012,3. La Rioja,I,Transporte y comunicaciones,Servicios,196.76730558765112,3333.5046082027775,0.059027158715624535
2012,3. La Rioja,J,Finanzas,Servicios,113.67007566372199,3333.5046082027775,0.034099270594680826
2012,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,357.5221726352404,3333.5046082027775,0.10725114096302227
2012,3. La Rioja,L,Adm. pública y defensa,Servicios,292.4425878163046,3333.5046082027775,0.08772826865056346
2012,3. La Rioja,M,Enseñanza,Servicios,253.2800584013621,3333.5046082027775,0.07598011347520389
2012,3. La Rioja,N,Salud,Servicios,113.99573541559491,3333.5046082027775,0.03419696350054079
2012,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,66.54881428262371,3333.5046082027775,0.019963618504941192
2012,3. La Rioja,P,Servicio doméstico,Servicios,29.703651811288708,3333.5046082027775,0.008910637692894357
2013,1. Resto país,A,Agro,Bienes,43631.533321580486,554671.1114168095,0.07866198982335934
2013,1. Resto país,B,Pesca,Bienes,2157.4752327712063,554671.1114168095,0.0038896477360436466
2013,1. Resto país,C,Petróleo y minería,Bienes,20728.86639723031,554671.1114168095,0.03737145485057276
2013,1. Resto país,D,Industria manufacturera,Bienes,124226.26704679216,554671.1114168095,0.2239638309799082
2013,1. Resto país,E,"Electricidad, gas y agua",Bienes,10810.525369671745,554671.1114168095,0.019489973692803586
2013,1. Resto país,F,Construcción,Bienes,20515.96531937806,554671.1114168095,0.036987621848510635
2013,1. Resto país,G,Comercio,Servicios,89417.23495144698,554671.1114168095,0.16120766542725912
2013,1. Resto país,H,Hotelería y restaurantes,Servicios,10125.358327321403,554671.1114168095,0.01825470647183691
2013,1. Resto país,I,Transporte y comunicaciones,Servicios,49982.42580271484,554671.1114168095,0.09011182441977833
2013,1. Resto país,J,Finanzas,Servicios,26294.143180717263,554671.1114168095,0.04740492634194255
2013,1. Resto país,K,Serv. inmobiliarios y profesionales,Servicios,66954.14164552813,554671.1114168095,0.12070962461792104
2013,1. Resto país,L,Adm. pública y defensa,Servicios,26661.970308293807,554671.1114168095,0.04806807089734763
2013,1. Resto país,M,Enseñanza,Servicios,22008.013203321636,554671.1114168095,0.039677590468171396
2013,1. Resto país,N,Salud,Servicios,19520.769968436543,554671.1114168095,0.03519341383865149
2013,1. Resto país,O,"Serv. comunitarios, sociales y personales",Servicios,17678.329624413658,554671.1114168095,0.03187173310551091
2013,1. Resto país,P,Servicio doméstico,Servicios,3958.0917171912906,554671.1114168095,0.007135925480382498
2013,2. NOA-Resto,A,Agro,Bienes,3834.234419379874,39519.65279863996,0.0970209540786205
2013,2. NOA-Resto,B,Pesca,Bienes,0,39519.65279863996,0
2013,2. NOA-Resto,C,Petróleo y minería,Bienes,1667.8939365933848,39519.65279863996,0.04220416472512087
2013,2. NOA-Resto,D,Industria manufacturera,Bienes,5782.070798027684,39519.65279863996,0.1463087448538179
2013,2. NOA-Resto,E,"Electricidad, gas y agua",Bienes,856.888946997452,39519.65279863996,0.021682603118085623
2013,2. NOA-Resto,F,Construcción,Bienes,1643.5878625098233,39519.65279863996,0.041589127082776046
2013,2. NOA-Resto,G,Comercio,Servicios,8317.782467964738,39519.65279863996,0.21047205324260818
2013,2. NOA-Resto,H,Hotelería y restaurantes,Servicios,716.2961980927181,39519.65279863996,0.018125063034900166
2013,2. NOA-Resto,I,Transporte y comunicaciones,Servicios,3562.8605888364596,39519.65279863996,0.09015414702628848
2013,2. NOA-Resto,J,Finanzas,Servicios,1183.7894955354216,39519.65279863996,0.02995445080368117
2013,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,4002.212620982476,39519.65279863996,0.10127145198806527
2013,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2818.5236905934953,39519.65279863996,0.07131954587137701
2013,2. NOA-Resto,M,Enseñanza,Servicios,2185.125126248088,39519.65279863996,0.05529211345508803
2013,2. NOA-Resto,N,Salud,Servicios,1822.3124861212934,39519.65279863996,0.04611155101504351
2013,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,867.5659558751405,39519.65279863996,0.021952772720336175
2013,2. NOA-Resto,P,Servicio doméstico,Servicios,258.5082048819137,39519.65279863996,0.006541256984191168
2013,3. La Rioja,A,Agro,Bienes,102.55269434503892,3489.539524733442,0.029388603745037874
2013,3. La Rioja,B,Pesca,Bienes,0,3489.539524733442,0
2013,3. La Rioja,C,Petróleo y minería,Bienes,8.406067955386117,3489.539524733442,0.002408933297876383
2013,3. La Rioja,D,Industria manufacturera,Bienes,917.2193399378662,3489.539524733442,0.26284824500101645
2013,3. La Rioja,E,"Electricidad, gas y agua",Bienes,50.94845546461217,3489.539524733442,0.014600337695989847
2013,3. La Rioja,F,Construcción,Bienes,186.4523284128577,3489.539524733442,0.05343178579617905
2013,3. La Rioja,G,Comercio,Servicios,604.4492767646799,3489.539524733442,0.17321748972333317
2013,3. La Rioja,H,Hotelería y restaurantes,Servicios,130.1916464030482,3489.539524733442,0.03730911929217745
2013,3. La Rioja,I,Transporte y comunicaciones,Servicios,209.13228109997402,3489.539524733442,0.05993119711574242
2013,3. La Rioja,J,Finanzas,Servicios,118.5328789346883,3489.539524733442,0.03396805741690023
2013,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,371.5019529555451,3489.539524733442,0.10646159767567709
2013,3. La Rioja,L,Adm. pública y defensa,Servicios,325.597606486812,3489.539524733442,0.09330675413733384
2013,3. La Rioja,M,Enseñanza,Servicios,258.58062970013657,3489.539524733442,0.07410164804477719
2013,3. La Rioja,N,Salud,Servicios,110.40069577820265,3489.539524733442,0.03163761149449537
2013,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,65.07799991912447,3489.539524733442,0.01864945201447335
2013,3. La Rioja,P,Servicio doméstico,Servicios,30.495670575469653,3489.539524733442,0.008739167548990335
2014,1. Resto país,A,Agro,Bienes,43568.66504970988,542044.2809585629,0.08037842401484636
2014,1. Resto país,B,Pesca,Bienes,2184.398909451825,542044.2809585629,0.004029927048743853
2014,1. Resto país,C,Petróleo y minería,Bienes,20993.87922056961,542044.2809585629,0.03873093021744198
2014,1. Resto país,D,Industria manufacturera,Bienes,117723.19405167177,542044.2809585629,0.21718372130684144
2014,1. Resto país,E,"Electricidad, gas y agua",Bienes,11014.937509271322,542044.2809585629,0.02032110271469384
2014,1. Resto país,F,Construcción,Bienes,20031.86246113578,542044.2809585629,0.03695613654609731
2014,1. Resto país,G,Comercio,Servicios,82698.19077713037,542044.2809585629,0.1525672231628108
2014,1. Resto país,H,Hotelería y restaurantes,Servicios,10003.401358917015,542044.2809585629,0.018454952317229108
2014,1. Resto país,I,Transporte y comunicaciones,Servicios,50293.27049047636,542044.2809585629,0.09278443156255915
2014,1. Resto país,J,Finanzas,Servicios,25634.84283942807,542044.2809585629,0.047292894215385614
2014,1. Resto país,K,Serv. inmobiliarios y profesionales,Servicios,66624.61551749264,542044.2809585629,0.12291360292497179
2014,1. Resto país,L,Adm. pública y defensa,Servicios,27524.321648143356,542044.2809585629,0.050778732688533765
2014,1. Resto país,M,Enseñanza,Servicios,22620.139582924967,542044.2809585629,0.04173116547401445
2014,1. Resto país,N,Salud,Servicios,19836.632443482402,542044.2809585629,0.03659596298738338
2014,1. Resto país,O,"Serv. comunitarios, sociales y personales",Servicios,17324.590451872875,542044.2809585629,0.031961577790721625
2014,1. Resto país,P,Servicio doméstico,Servicios,3967.3386468845993,542044.2809585629,0.007319215027725542
2014,2. NOA-Resto,A,Agro,Bienes,5406.663207004622,41417.98489763995,0.13053902116113572
2014,2. NOA-Resto,B,Pesca,Bienes,0,41417.98489763995,0
2014,2. NOA-Resto,C,Petróleo y minería,Bienes,1752.8107079367946,41417.98489763995,0.0423200383183459
2014,2. NOA-Resto,D,Industria manufacturera,Bienes,5751.203829445517,41417.98489763995,0.13885764465989817
2014,2. NOA-Resto,E,"Electricidad, gas y agua",Bienes,883.474890508145,41417.98489763995,0.021330706761605065
2014,2. NOA-Resto,F,Construcción,Bienes,1660.2264459018495,41417.98489763995,0.04008467456842526
2014,2. NOA-Resto,G,Comercio,Servicios,8364.564450562197,41417.98489763995,0.2019548867776718
2014,2. NOA-Resto,H,Hotelería y restaurantes,Servicios,711.8252045516044,41417.98489763995,0.01718637945112016
2014,2. NOA-Resto,I,Transporte y comunicaciones,Servicios,3654.026067675274,41417.98489763995,0.0882231735007341
2014,2. NOA-Resto,J,Finanzas,Servicios,1086.0400269676622,41417.98489763995,0.026221459823593352
2014,2. NOA-Resto,K,Serv. inmobiliarios y profesionales,Servicios,3981.253032472381,41417.98489763995,0.0961237743050903
2014,2. NOA-Resto,L,Adm. pública y defensa,Servicios,2905.179196055131,41417.98489763995,0.0701429391901843
2014,2. NOA-Resto,M,Enseñanza,Servicios,2253.4564702702405,41417.98489763995,0.054407680041397795
2014,2. NOA-Resto,N,Salud,Servicios,1877.4599280559084,41417.98489763995,0.04532958164661672
2014,2. NOA-Resto,O,"Serv. comunitarios, sociales y personales",Servicios,869.2105365729425,41417.98489763995,0.020986306763139295
2014,2. NOA-Resto,P,Servicio doméstico,Servicios,260.5909036596836,41417.98489763995,0.006291733031042087
2014,3. La Rioja,A,Agro,Bienes,109.68312308775182,3366.1925939243497,0.032583733707251095
2014,3. La Rioja,B,Pesca,Bienes,0,3366.1925939243497,0
2014,3. La Rioja,C,Petróleo y minería,Bienes,8.362033221904106,3366.1925939243497,0.0024841220425108066
2014,3. La Rioja,D,Industria manufacturera,Bienes,834.1196600814014,3366.1925939243497,0.2477932075505443
2014,3. La Rioja,E,"Electricidad, gas y agua",Bienes,50.36433005148523,3366.1925939243497,0.014961808822937805
2014,3. La Rioja,F,Construcción,Bienes,202.9730856948643,3366.1925939243497,0.06029752607180319
2014,3. La Rioja,G,Comercio,Servicios,541.8967617401819,3366.1925939243497,0.16098210266348184
2014,3. La Rioja,H,Hotelería y restaurantes,Servicios,126.82431867443783,3366.1925939243497,0.03767589498691887
2014,3. La Rioja,I,Transporte y comunicaciones,Servicios,220.697441253709,3366.1925939243497,0.06556292757938047
2014,3. La Rioja,J,Finanzas,Servicios,117.66326773712431,3366.1925939243497,0.03495440752543246
2014,3. La Rioja,K,Serv. inmobiliarios y profesionales,Servicios,358.3536520583827,3366.1925939243497,0.10645666938522062
2014,3. La Rioja,L,Adm. pública y defensa,Servicios,336.13138668011317,3366.1925939243497,0.09985506690460838
2014,3. La Rioja,M,Enseñanza,Servicios,261.3195425140831,3366.1925939243497,0.07763059754386586
2014,3. La Rioja,N,Salud,Servicios,108.35534317247384,3366.1925939243497,0.03218928809006493
2014,3. La Rioja,O,"Serv. comunitarios, sociales y personales",Servicios,58.740922557195915,3366.1925939243497,0.017450256014233282
2014,3. La Rioja,P,Servicio doméstico,Servicios,30.70772539924121,3366.1925939243497,0.009122391111746151
2015,1. Resto país,A,Agro,Bienes,47200.25406014866,557013.4576594336,0.08473808560835097
2015,1. Resto país,B,Pesca,Bienes,2239.349315269071,557013.4576594336,0.00402027865660338
2015,1. Resto país,C,Petróleo y minería,Bienes,21813.636997193946,557013.4576594336,0.03916177732734625
