jurisdiccion,subrubro,tipo_fila,fecha,anio,exportaciones_millones_usd,provisorio,la_rioja_region
Entre Ríos,Total,total,2001-01-01,2001,379.202,FALSE,1. Resto país
Formosa,Cereales,subrubro,2001-01-01,2001,0.557,FALSE,1. Resto país
Formosa,"Extractos curtientes y tintóreos y materias albuminoideas, productos a base de almidón o féculas modificadas, colas enzimas",subrubro,2001-01-01,2001,0,FALSE,1. Resto país
Formosa,Fibras de algodón,subrubro,2001-01-01,2001,2.332,FALSE,1. Resto país
Formosa,Petróleo crudo,subrubro,2001-01-01,2001,12.387,FALSE,1. Resto país
Formosa,Resto de productos,subrubro,2001-01-01,2001,1.202,FALSE,1. Resto país
Formosa,Semillas y frutos oleaginosos,subrubro,2001-01-01,2001,0,FALSE,1. Resto país
Formosa,Total,total,2001-01-01,2001,16.715,FALSE,1. Resto país
Jujuy,"Azúcar, cacao y artículos de confitería",subrubro,2001-01-01,2001,18.585,FALSE,2. NOA-Resto
Jujuy,Frutas frescas,subrubro,2001-01-01,2001,9.065,FALSE,2. NOA-Resto
Jujuy,Hortalizas y legumbres sin elaborar,subrubro,2001-01-01,2001,13.802,FALSE,2. NOA-Resto
Jujuy,Metales comunes y sus manufacturas,subrubro,2001-01-01,2001,8.109,FALSE,2. NOA-Resto
Jujuy,Resto de productos,subrubro,2001-01-01,2001,19.044,FALSE,2. NOA-Resto
Jujuy,Tabaco sin elaborar,subrubro,2001-01-01,2001,42.963,FALSE,2. NOA-Resto
Jujuy,Total,total,2001-01-01,2001,111.568,FALSE,2. NOA-Resto
La Pampa,Cereales,subrubro,2001-01-01,2001,70.371,FALSE,1. Resto país
La Pampa,"Manufacturas de piedra, yeso, etc, productos cerámicos, vidrio y sus manufacturas.",subrubro,2001-01-01,2001,0,FALSE,1. Resto país
La Pampa,Miel,subrubro,2001-01-01,2001,5.562,FALSE,1. Resto país
La Pampa,Petróleo crudo,subrubro,2001-01-01,2001,29.228,FALSE,1. Resto país
La Pampa,Resto de productos,subrubro,2001-01-01,2001,2.631,FALSE,1. Resto país
La Pampa,Semillas y frutos oleaginosos,subrubro,2001-01-01,2001,12.453,FALSE,1. Resto país
La Pampa,Total,total,2001-01-01,2001,120.474,FALSE,1. Resto país
La Rioja,Grasas y aceites,subrubro,2001-01-01,2001,8.969,FALSE,3. La Rioja
La Rioja,"Papel, cartón, impresos y publicaciones",subrubro,2001-01-01,2001,17.884,FALSE,3. La Rioja
La Rioja,Pieles y cueros,subrubro,2001-01-01,2001,95.892,FALSE,3. La Rioja
La Rioja,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,19.716,FALSE,3. La Rioja
La Rioja,Resto de productos,subrubro,2001-01-01,2001,20.529,FALSE,3. La Rioja
La Rioja,Textiles y confecciones,subrubro,2001-01-01,2001,2.259,FALSE,3. La Rioja
La Rioja,Total,total,2001-01-01,2001,165.248,FALSE,3. La Rioja
Mendoza,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2001-01-01,2001,129.194,FALSE,1. Resto país
Mendoza,Carburantes,subrubro,2001-01-01,2001,248.62,FALSE,1. Resto país
Mendoza,Frutas frescas,subrubro,2001-01-01,2001,49.051,FALSE,1. Resto país
Mendoza,Petróleo crudo,subrubro,2001-01-01,2001,171.935,FALSE,1. Resto país
Mendoza,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,63.336,FALSE,1. Resto país
Mendoza,Resto de productos,subrubro,2001-01-01,2001,213.065,FALSE,1. Resto país
Mendoza,Total,total,2001-01-01,2001,875.202,FALSE,1. Resto país
Misiones,"Café, té, yerba mate y especias",subrubro,2001-01-01,2001,59.288,FALSE,1. Resto país
Misiones,Frutas frescas,subrubro,2001-01-01,2001,1.878,FALSE,1. Resto país
Misiones,Grasas y aceites,subrubro,2001-01-01,2001,0.673,FALSE,1. Resto país
Misiones,"Papel, cartón, impresos y publicaciones",subrubro,2001-01-01,2001,104.62,FALSE,1. Resto país
Misiones,Resto de productos,subrubro,2001-01-01,2001,27.282,FALSE,1. Resto país
Misiones,Tabaco sin elaborar,subrubro,2001-01-01,2001,50.765,FALSE,1. Resto país
Misiones,Total,total,2001-01-01,2001,244.505,FALSE,1. Resto país
Neuquén,Carburantes,subrubro,2001-01-01,2001,38.242,FALSE,1. Resto país
Neuquén,Frutas frescas,subrubro,2001-01-01,2001,34.907,FALSE,1. Resto país
Neuquén,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2001-01-01,2001,172.349,FALSE,1. Resto país
Neuquén,Petróleo crudo,subrubro,2001-01-01,2001,722.264,FALSE,1. Resto país
Neuquén,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,29.584,FALSE,1. Resto país
Neuquén,Resto de productos,subrubro,2001-01-01,2001,9.084,FALSE,1. Resto país
Neuquén,Total,total,2001-01-01,2001,1006.429,FALSE,1. Resto país
Río Negro,Frutas frescas,subrubro,2001-01-01,2001,195.879,FALSE,1. Resto país
Río Negro,Lanas sucias,subrubro,2001-01-01,2001,6.189,FALSE,1. Resto país
Río Negro,Materias plásticas y sus manufacturas,subrubro,2001-01-01,2001,13.742,FALSE,1. Resto país
Río Negro,Petróleo crudo,subrubro,2001-01-01,2001,120.264,FALSE,1. Resto país
Río Negro,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,41.295,FALSE,1. Resto país
Río Negro,Resto de productos,subrubro,2001-01-01,2001,16.112,FALSE,1. Resto país
Río Negro,Total,total,2001-01-01,2001,393.482,FALSE,1. Resto país
Salta,Carburantes,subrubro,2001-01-01,2001,115.748,FALSE,2. NOA-Resto
Salta,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2001-01-01,2001,74.051,FALSE,2. NOA-Resto
Salta,Hortalizas y legumbres sin elaborar,subrubro,2001-01-01,2001,95.597,FALSE,2. NOA-Resto
Salta,Productos químicos y conexos,subrubro,2001-01-01,2001,39.392,FALSE,2. NOA-Resto
Salta,Resto de productos,subrubro,2001-01-01,2001,91.204,FALSE,2. NOA-Resto
Salta,Tabaco sin elaborar,subrubro,2001-01-01,2001,53.116,FALSE,2. NOA-Resto
Salta,Total,total,2001-01-01,2001,469.108,FALSE,2. NOA-Resto
San Juan,Frutas frescas,subrubro,2001-01-01,2001,34.975,FALSE,1. Resto país
San Juan,Frutas secas o procesadas,subrubro,2001-01-01,2001,7.002,FALSE,1. Resto país
San Juan,Hortalizas y legumbres sin elaborar,subrubro,2001-01-01,2001,11.863,FALSE,1. Resto país
San Juan,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,5.3,FALSE,1. Resto país
San Juan,Productos químicos y conexos,subrubro,2001-01-01,2001,29.943,FALSE,1. Resto país
San Juan,Resto de productos,subrubro,2001-01-01,2001,48.059,FALSE,1. Resto país
San Juan,Total,total,2001-01-01,2001,137.142,FALSE,1. Resto país
San Luis,Carnes,subrubro,2001-01-01,2001,7.189,FALSE,1. Resto país
San Luis,Metales comunes y sus manufacturas,subrubro,2001-01-01,2001,27.776,FALSE,1. Resto país
San Luis,"Máquinas y aparatos, material eléctrico",subrubro,2001-01-01,2001,33.119,FALSE,1. Resto país
San Luis,"Papel, cartón, impresos y publicaciones",subrubro,2001-01-01,2001,59.28,FALSE,1. Resto país
San Luis,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,23.77,FALSE,1. Resto país
San Luis,Resto de productos,subrubro,2001-01-01,2001,189.468,FALSE,1. Resto país
San Luis,Total,total,2001-01-01,2001,340.603,FALSE,1. Resto país
Santa Cruz,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2001-01-01,2001,11.102,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos elaborados,subrubro,2001-01-01,2001,21.945,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos sin elaborar,subrubro,2001-01-01,2001,295.533,FALSE,1. Resto país
Santa Cruz,Petróleo crudo,subrubro,2001-01-01,2001,630.511,FALSE,1. Resto país
Santa Cruz,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2001-01-01,2001,88.748,FALSE,1. Resto país
Santa Cruz,Resto de productos,subrubro,2001-01-01,2001,14.718,FALSE,1. Resto país
Santa Cruz,Total,total,2001-01-01,2001,1062.558,FALSE,1. Resto país
Santa Fe,Carnes,subrubro,2001-01-01,2001,126.151,FALSE,1. Resto país
Santa Fe,Cereales,subrubro,2001-01-01,2001,380.382,FALSE,1. Resto país
Santa Fe,Grasas y aceites,subrubro,2001-01-01,2001,792.906,FALSE,1. Resto país
Santa Fe,Residuos y desperdicios de la industria alimenticia,subrubro,2001-01-01,2001,1715.123,FALSE,1. Resto país
Santa Fe,Resto de productos,subrubro,2001-01-01,2001,903.796,FALSE,1. Resto país
Santa Fe,Semillas y frutos oleaginosos,subrubro,2001-01-01,2001,420.81,FALSE,1. Resto país
Santa Fe,Total,total,2001-01-01,2001,4339.167,FALSE,1. Resto país
Santiago del Estero,Cereales,subrubro,2001-01-01,2001,13.692,FALSE,2. NOA-Resto
Santiago del Estero,Fibras de algodón,subrubro,2001-01-01,2001,15.375,FALSE,2. NOA-Resto
Santiago del Estero,Hortalizas y legumbres sin elaborar,subrubro,2001-01-01,2001,10.092,FALSE,2. NOA-Resto
Santiago del Estero,Resto de productos,subrubro,2001-01-01,2001,2.281,FALSE,2. NOA-Resto
Santiago del Estero,Semillas y frutos oleaginosos,subrubro,2001-01-01,2001,6.005,FALSE,2. NOA-Resto
Santiago del Estero,Textiles y confecciones,subrubro,2001-01-01,2001,0,FALSE,2. NOA-Resto
Santiago del Estero,Total,total,2001-01-01,2001,47.516,FALSE,2. NOA-Resto
Tierra del Fuego,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2001-01-01,2001,123.366,FALSE,1. Resto país
Tierra del Fuego,"Máquinas y aparatos, material eléctrico",subrubro,2001-01-01,2001,2.807,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos elaborados,subrubro,2001-01-01,2001,13.346,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos sin elaborar,subrubro,2001-01-01,2001,7.048,FALSE,1. Resto país
Tierra del Fuego,Petróleo crudo,subrubro,2001-01-01,2001,124.358,FALSE,1. Resto país
Tierra del Fuego,Resto de productos,subrubro,2001-01-01,2001,12.177,FALSE,1. Resto país
Tierra del Fuego,Total,total,2001-01-01,2001,283.103,FALSE,1. Resto país
Tucumán,"Azúcar, cacao y artículos de confitería",subrubro,2001-01-01,2001,27.682,FALSE,2. NOA-Resto
Tucumán,Frutas frescas,subrubro,2001-01-01,2001,102.97,FALSE,2. NOA-Resto
Tucumán,Material de transporte terrestre,subrubro,2001-01-01,2001,65.265,FALSE,2. NOA-Resto
Tucumán,"Preparados de hortalizas, legumbres y frutas",subrubro,2001-01-01,2001,40.182,FALSE,2. NOA-Resto
Tucumán,Productos químicos y conexos,subrubro,2001-01-01,2001,50.993,FALSE,2. NOA-Resto
Tucumán,Resto de productos,subrubro,2001-01-01,2001,130.882,FALSE,2. NOA-Resto
Tucumán,Total,total,2001-01-01,2001,417.974,FALSE,2. NOA-Resto
Buenos Aires,Carburantes,subrubro,2002-01-01,2002,862.427,FALSE,1. Resto país
Buenos Aires,Cereales,subrubro,2002-01-01,2002,899.209,FALSE,1. Resto país
Buenos Aires,Material de transporte terrestre,subrubro,2002-01-01,2002,980.746,FALSE,1. Resto país
Buenos Aires,Metales comunes y sus manufacturas,subrubro,2002-01-01,2002,1051.497,FALSE,1. Resto país
Buenos Aires,Productos químicos y conexos,subrubro,2002-01-01,2002,888.44,FALSE,1. Resto país
Buenos Aires,Resto de productos,subrubro,2002-01-01,2002,4515.744,FALSE,1. Resto país
Buenos Aires,Total,total,2002-01-01,2002,9198.062,FALSE,1. Resto país
C.A.B.A.,Carnes,subrubro,2002-01-01,2002,13.016,FALSE,1. Resto país
C.A.B.A.,"Máquinas y aparatos, material eléctrico",subrubro,2002-01-01,2002,14.672,FALSE,1. Resto país
C.A.B.A.,"Papel, cartón, impresos y publicaciones",subrubro,2002-01-01,2002,6.968,FALSE,1. Resto país
C.A.B.A.,Pieles y cueros,subrubro,2002-01-01,2002,14.477,FALSE,1. Resto país
C.A.B.A.,Productos químicos y conexos,subrubro,2002-01-01,2002,89.902,FALSE,1. Resto país
C.A.B.A.,Resto de productos,subrubro,2002-01-01,2002,39.05,FALSE,1. Resto país
C.A.B.A.,Total,total,2002-01-01,2002,178.084,FALSE,1. Resto país
Catamarca,Hortalizas y legumbres sin elaborar,subrubro,2002-01-01,2002,4.865,FALSE,2. NOA-Resto
Catamarca,"Minerales metalíferos,escorias y cenizas",subrubro,2002-01-01,2002,437.319,FALSE,2. NOA-Resto
Catamarca,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2002-01-01,2002,19.775,FALSE,2. NOA-Resto
Catamarca,Productos químicos y conexos,subrubro,2002-01-01,2002,1.019,FALSE,2. NOA-Resto
Catamarca,Residuos y desperdicios de la industria alimenticia,subrubro,2002-01-01,2002,1.892,FALSE,2. NOA-Resto
Catamarca,Resto de productos,subrubro,2002-01-01,2002,9.593,FALSE,2. NOA-Resto
Catamarca,Total,total,2002-01-01,2002,474.465,FALSE,2. NOA-Resto
Chaco,Cereales,subrubro,2002-01-01,2002,34.817,FALSE,1. Resto país
Chaco,"Extractos curtientes y tintóreos y materias albuminoideas, productos a base de almidón o féculas modificadas, colas enzimas",subrubro,2002-01-01,2002,33.335,FALSE,1. Resto país
Chaco,Fibras de algodón,subrubro,2002-01-01,2002,6.281,FALSE,1. Resto país
Chaco,Productos químicos y conexos,subrubro,2002-01-01,2002,3.774,FALSE,1. Resto país
Chaco,Resto de productos,subrubro,2002-01-01,2002,7.03,FALSE,1. Resto país
Chaco,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,52.372,FALSE,1. Resto país
Chaco,Total,total,2002-01-01,2002,137.608,FALSE,1. Resto país
Chubut,Lanas elaboradas,subrubro,2002-01-01,2002,92.575,FALSE,1. Resto país
Chubut,Metales comunes y sus manufacturas,subrubro,2002-01-01,2002,316.596,FALSE,1. Resto país
Chubut,Pescados y mariscos elaborados,subrubro,2002-01-01,2002,32.971,FALSE,1. Resto país
Chubut,Pescados y mariscos sin elaborar,subrubro,2002-01-01,2002,182.123,FALSE,1. Resto país
Chubut,Petróleo crudo,subrubro,2002-01-01,2002,597.262,FALSE,1. Resto país
Chubut,Resto de productos,subrubro,2002-01-01,2002,43.09,FALSE,1. Resto país
Chubut,Total,total,2002-01-01,2002,1264.616,FALSE,1. Resto país
Corrientes,"Café, té, yerba mate y especias",subrubro,2002-01-01,2002,5.226,FALSE,1. Resto país
Corrientes,Cereales,subrubro,2002-01-01,2002,24.831,FALSE,1. Resto país
Corrientes,Frutas frescas,subrubro,2002-01-01,2002,11.81,FALSE,1. Resto país
Corrientes,Resto de productos,subrubro,2002-01-01,2002,21.191,FALSE,1. Resto país
Corrientes,Tabaco sin elaborar,subrubro,2002-01-01,2002,3.432,FALSE,1. Resto país
Corrientes,Textiles y confecciones,subrubro,2002-01-01,2002,10.332,FALSE,1. Resto país
Corrientes,Total,total,2002-01-01,2002,76.821,FALSE,1. Resto país
Córdoba,Cereales,subrubro,2002-01-01,2002,537.643,FALSE,1. Resto país
Córdoba,Grasas y aceites,subrubro,2002-01-01,2002,429.718,FALSE,1. Resto país
Córdoba,Material de transporte terrestre,subrubro,2002-01-01,2002,310.059,FALSE,1. Resto país
Córdoba,Residuos y desperdicios de la industria alimenticia,subrubro,2002-01-01,2002,588.876,FALSE,1. Resto país
Córdoba,Resto de productos,subrubro,2002-01-01,2002,447.135,FALSE,1. Resto país
Córdoba,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,438.759,FALSE,1. Resto país
Córdoba,Total,total,2002-01-01,2002,2752.19,FALSE,1. Resto país
Entre Ríos,Carnes,subrubro,2002-01-01,2002,21.071,FALSE,1. Resto país
Entre Ríos,Cereales,subrubro,2002-01-01,2002,116.45,FALSE,1. Resto país
Entre Ríos,Frutas frescas,subrubro,2002-01-01,2002,19.428,FALSE,1. Resto país
Entre Ríos,Productos lácteos,subrubro,2002-01-01,2002,12.154,FALSE,1. Resto país
Entre Ríos,Resto de productos,subrubro,2002-01-01,2002,104.904,FALSE,1. Resto país
Entre Ríos,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,73.009,FALSE,1. Resto país
Entre Ríos,Total,total,2002-01-01,2002,347.016,FALSE,1. Resto país
Formosa,Cereales,subrubro,2002-01-01,2002,5.531,FALSE,1. Resto país
Formosa,"Extractos curtientes y tintóreos y materias albuminoideas, productos a base de almidón o féculas modificadas, colas enzimas",subrubro,2002-01-01,2002,0.584,FALSE,1. Resto país
Formosa,Fibras de algodón,subrubro,2002-01-01,2002,0.833,FALSE,1. Resto país
Formosa,Petróleo crudo,subrubro,2002-01-01,2002,14.279,FALSE,1. Resto país
Formosa,Resto de productos,subrubro,2002-01-01,2002,1.525,FALSE,1. Resto país
Formosa,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,0,FALSE,1. Resto país
Formosa,Total,total,2002-01-01,2002,22.772,FALSE,1. Resto país
Jujuy,"Azúcar, cacao y artículos de confitería",subrubro,2002-01-01,2002,25.881,FALSE,2. NOA-Resto
Jujuy,Frutas frescas,subrubro,2002-01-01,2002,7.466,FALSE,2. NOA-Resto
Jujuy,Hortalizas y legumbres sin elaborar,subrubro,2002-01-01,2002,11.831,FALSE,2. NOA-Resto
Jujuy,Metales comunes y sus manufacturas,subrubro,2002-01-01,2002,7.32,FALSE,2. NOA-Resto
Jujuy,Resto de productos,subrubro,2002-01-01,2002,28.375,FALSE,2. NOA-Resto
Jujuy,Tabaco sin elaborar,subrubro,2002-01-01,2002,27.747,FALSE,2. NOA-Resto
Jujuy,Total,total,2002-01-01,2002,108.62,FALSE,2. NOA-Resto
La Pampa,Cereales,subrubro,2002-01-01,2002,92.657,FALSE,1. Resto país
La Pampa,"Manufacturas de piedra, yeso, etc, productos cerámicos, vidrio y sus manufacturas.",subrubro,2002-01-01,2002,0,FALSE,1. Resto país
La Pampa,Miel,subrubro,2002-01-01,2002,11.954,FALSE,1. Resto país
La Pampa,Petróleo crudo,subrubro,2002-01-01,2002,23.426,FALSE,1. Resto país
La Pampa,Resto de productos,subrubro,2002-01-01,2002,4.035,FALSE,1. Resto país
La Pampa,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,22.899,FALSE,1. Resto país
La Pampa,Total,total,2002-01-01,2002,155.156,FALSE,1. Resto país
La Rioja,Grasas y aceites,subrubro,2002-01-01,2002,12.595,FALSE,3. La Rioja
La Rioja,"Papel, cartón, impresos y publicaciones",subrubro,2002-01-01,2002,9.801,FALSE,3. La Rioja
La Rioja,Pieles y cueros,subrubro,2002-01-01,2002,76.009,FALSE,3. La Rioja
La Rioja,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,13.491,FALSE,3. La Rioja
La Rioja,Resto de productos,subrubro,2002-01-01,2002,14.577,FALSE,3. La Rioja
La Rioja,Textiles y confecciones,subrubro,2002-01-01,2002,8.542,FALSE,3. La Rioja
La Rioja,Total,total,2002-01-01,2002,135.015,FALSE,3. La Rioja
Mendoza,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2002-01-01,2002,114.826,FALSE,1. Resto país
Mendoza,Carburantes,subrubro,2002-01-01,2002,264.282,FALSE,1. Resto país
Mendoza,Frutas frescas,subrubro,2002-01-01,2002,57.888,FALSE,1. Resto país
Mendoza,Petróleo crudo,subrubro,2002-01-01,2002,158.184,FALSE,1. Resto país
Mendoza,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,71.957,FALSE,1. Resto país
Mendoza,Resto de productos,subrubro,2002-01-01,2002,209.356,FALSE,1. Resto país
Mendoza,Total,total,2002-01-01,2002,876.493,FALSE,1. Resto país
Misiones,"Café, té, yerba mate y especias",subrubro,2002-01-01,2002,53.673,FALSE,1. Resto país
Misiones,Frutas frescas,subrubro,2002-01-01,2002,1.924,FALSE,1. Resto país
Misiones,Grasas y aceites,subrubro,2002-01-01,2002,0.531,FALSE,1. Resto país
Misiones,"Papel, cartón, impresos y publicaciones",subrubro,2002-01-01,2002,108.371,FALSE,1. Resto país
Misiones,Resto de productos,subrubro,2002-01-01,2002,60.586,FALSE,1. Resto país
Misiones,Tabaco sin elaborar,subrubro,2002-01-01,2002,46.184,FALSE,1. Resto país
Misiones,Total,total,2002-01-01,2002,271.269,FALSE,1. Resto país
Neuquén,Carburantes,subrubro,2002-01-01,2002,42.171,FALSE,1. Resto país
Neuquén,Frutas frescas,subrubro,2002-01-01,2002,18.765,FALSE,1. Resto país
Neuquén,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2002-01-01,2002,154.262,FALSE,1. Resto país
Neuquén,Petróleo crudo,subrubro,2002-01-01,2002,605.294,FALSE,1. Resto país
Neuquén,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,16.984,FALSE,1. Resto país
Neuquén,Resto de productos,subrubro,2002-01-01,2002,7.108,FALSE,1. Resto país
Neuquén,Total,total,2002-01-01,2002,844.585,FALSE,1. Resto país
Río Negro,Frutas frescas,subrubro,2002-01-01,2002,140.224,FALSE,1. Resto país
Río Negro,Lanas sucias,subrubro,2002-01-01,2002,4.95,FALSE,1. Resto país
Río Negro,Materias plásticas y sus manufacturas,subrubro,2002-01-01,2002,14.377,FALSE,1. Resto país
Río Negro,Petróleo crudo,subrubro,2002-01-01,2002,98.391,FALSE,1. Resto país
Río Negro,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,22.903,FALSE,1. Resto país
Río Negro,Resto de productos,subrubro,2002-01-01,2002,14.952,FALSE,1. Resto país
Río Negro,Total,total,2002-01-01,2002,295.797,FALSE,1. Resto país
Salta,Carburantes,subrubro,2002-01-01,2002,117.133,FALSE,2. NOA-Resto
Salta,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2002-01-01,2002,65.264,FALSE,2. NOA-Resto
Salta,Hortalizas y legumbres sin elaborar,subrubro,2002-01-01,2002,73.998,FALSE,2. NOA-Resto
Salta,Productos químicos y conexos,subrubro,2002-01-01,2002,35.793,FALSE,2. NOA-Resto
Salta,Resto de productos,subrubro,2002-01-01,2002,134.733,FALSE,2. NOA-Resto
Salta,Tabaco sin elaborar,subrubro,2002-01-01,2002,55.502,FALSE,2. NOA-Resto
Salta,Total,total,2002-01-01,2002,482.422,FALSE,2. NOA-Resto
San Juan,Frutas frescas,subrubro,2002-01-01,2002,30.816,FALSE,1. Resto país
San Juan,Frutas secas o procesadas,subrubro,2002-01-01,2002,11.711,FALSE,1. Resto país
San Juan,Hortalizas y legumbres sin elaborar,subrubro,2002-01-01,2002,8.711,FALSE,1. Resto país
San Juan,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,10.202,FALSE,1. Resto país
San Juan,Productos químicos y conexos,subrubro,2002-01-01,2002,31.409,FALSE,1. Resto país
San Juan,Resto de productos,subrubro,2002-01-01,2002,45.21,FALSE,1. Resto país
San Juan,Total,total,2002-01-01,2002,138.059,FALSE,1. Resto país
San Luis,Carnes,subrubro,2002-01-01,2002,20.084,FALSE,1. Resto país
San Luis,Metales comunes y sus manufacturas,subrubro,2002-01-01,2002,23.545,FALSE,1. Resto país
San Luis,"Máquinas y aparatos, material eléctrico",subrubro,2002-01-01,2002,28.637,FALSE,1. Resto país
San Luis,"Papel, cartón, impresos y publicaciones",subrubro,2002-01-01,2002,47.269,FALSE,1. Resto país
San Luis,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,17.463,FALSE,1. Resto país
San Luis,Resto de productos,subrubro,2002-01-01,2002,123.746,FALSE,1. Resto país
San Luis,Total,total,2002-01-01,2002,260.743,FALSE,1. Resto país
Santa Cruz,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2002-01-01,2002,31.172,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos elaborados,subrubro,2002-01-01,2002,23.981,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos sin elaborar,subrubro,2002-01-01,2002,199.315,FALSE,1. Resto país
Santa Cruz,Petróleo crudo,subrubro,2002-01-01,2002,510.696,FALSE,1. Resto país
Santa Cruz,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2002-01-01,2002,91.058,FALSE,1. Resto país
Santa Cruz,Resto de productos,subrubro,2002-01-01,2002,14.331,FALSE,1. Resto país
Santa Cruz,Total,total,2002-01-01,2002,870.552,FALSE,1. Resto país
Santa Fe,Carnes,subrubro,2002-01-01,2002,194.037,FALSE,1. Resto país
Santa Fe,Cereales,subrubro,2002-01-01,2002,294.065,FALSE,1. Resto país
Santa Fe,Grasas y aceites,subrubro,2002-01-01,2002,1071.211,FALSE,1. Resto país
Santa Fe,Residuos y desperdicios de la industria alimenticia,subrubro,2002-01-01,2002,1900.189,FALSE,1. Resto país
Santa Fe,Resto de productos,subrubro,2002-01-01,2002,1095.125,FALSE,1. Resto país
Santa Fe,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,316.67,FALSE,1. Resto país
Santa Fe,Total,total,2002-01-01,2002,4871.296,FALSE,1. Resto país
Santiago del Estero,Cereales,subrubro,2002-01-01,2002,29.356,FALSE,2. NOA-Resto
Santiago del Estero,Fibras de algodón,subrubro,2002-01-01,2002,3.723,FALSE,2. NOA-Resto
Santiago del Estero,Hortalizas y legumbres sin elaborar,subrubro,2002-01-01,2002,10.519,FALSE,2. NOA-Resto
Santiago del Estero,Resto de productos,subrubro,2002-01-01,2002,2.987,FALSE,2. NOA-Resto
Santiago del Estero,Semillas y frutos oleaginosos,subrubro,2002-01-01,2002,52.984,FALSE,2. NOA-Resto
Santiago del Estero,Textiles y confecciones,subrubro,2002-01-01,2002,0,FALSE,2. NOA-Resto
Santiago del Estero,Total,total,2002-01-01,2002,99.572,FALSE,2. NOA-Resto
Tierra del Fuego,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2002-01-01,2002,117.345,FALSE,1. Resto país
Tierra del Fuego,"Máquinas y aparatos, material eléctrico",subrubro,2002-01-01,2002,21.475,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos elaborados,subrubro,2002-01-01,2002,34.051,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos sin elaborar,subrubro,2002-01-01,2002,28.047,FALSE,1. Resto país
Tierra del Fuego,Petróleo crudo,subrubro,2002-01-01,2002,169.563,FALSE,1. Resto país
Tierra del Fuego,Resto de productos,subrubro,2002-01-01,2002,9.538,FALSE,1. Resto país
Tierra del Fuego,Total,total,2002-01-01,2002,380.018,FALSE,1. Resto país
Tucumán,"Azúcar, cacao y artículos de confitería",subrubro,2002-01-01,2002,50.461,FALSE,2. NOA-Resto
Tucumán,Frutas frescas,subrubro,2002-01-01,2002,80.293,FALSE,2. NOA-Resto
Tucumán,Material de transporte terrestre,subrubro,2002-01-01,2002,57.612,FALSE,2. NOA-Resto
Tucumán,"Preparados de hortalizas, legumbres y frutas",subrubro,2002-01-01,2002,34.03,FALSE,2. NOA-Resto
Tucumán,Productos químicos y conexos,subrubro,2002-01-01,2002,57.222,FALSE,2. NOA-Resto
Tucumán,Resto de productos,subrubro,2002-01-01,2002,137.424,FALSE,2. NOA-Resto
Tucumán,Total,total,2002-01-01,2002,417.041,FALSE,2. NOA-Resto
Buenos Aires,Carburantes,subrubro,2003-01-01,2003,1181.457,FALSE,1. Resto país
Buenos Aires,Cereales,subrubro,2003-01-01,2003,886.923,FALSE,1. Resto país
Buenos Aires,Material de transporte terrestre,subrubro,2003-01-01,2003,810.39,FALSE,1. Resto país
Buenos Aires,Metales comunes y sus manufacturas,subrubro,2003-01-01,2003,1006.918,FALSE,1. Resto país
