jurisdiccion,subrubro,tipo_fila,fecha,anio,exportaciones_millones_usd,provisorio,la_rioja_region
Jujuy,Total,total,2016-01-01,2016,533.691,FALSE,2. NOA-Resto
La Pampa,Carnes y sus preparados,subrubro,2016-01-01,2016,51.139,FALSE,1. Resto país
La Pampa,Cereales,subrubro,2016-01-01,2016,345.731,FALSE,1. Resto país
La Pampa,Grasas y aceites,subrubro,2016-01-01,2016,4.54,FALSE,1. Resto país
La Pampa,"Manufacturas de piedra, yeso, vidrio, etc.",subrubro,2016-01-01,2016,3.436,FALSE,1. Resto país
La Pampa,Miel,subrubro,2016-01-01,2016,17.68,FALSE,1. Resto país
La Pampa,Resto de productos,subrubro,2016-01-01,2016,4.85,FALSE,1. Resto país
La Pampa,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,138.06,FALSE,1. Resto país
La Pampa,Total,total,2016-01-01,2016,565.436,FALSE,1. Resto país
La Rioja,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2016-01-01,2016,15.181,FALSE,3. La Rioja
La Rioja,Grasas y aceites,subrubro,2016-01-01,2016,25.245,FALSE,3. La Rioja
La Rioja,"Papel, cartón, impresos y publicaciones",subrubro,2016-01-01,2016,58.223,FALSE,3. La Rioja
La Rioja,Pieles y cueros,subrubro,2016-01-01,2016,39.663,FALSE,3. La Rioja
La Rioja,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,45.325,FALSE,3. La Rioja
La Rioja,Productos químicos y conexos,subrubro,2016-01-01,2016,8.977,FALSE,3. La Rioja
La Rioja,Resto de productos,subrubro,2016-01-01,2016,10.366,FALSE,3. La Rioja
La Rioja,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,5.594,FALSE,3. La Rioja
La Rioja,Total,total,2016-01-01,2016,208.574,FALSE,3. La Rioja
Mendoza,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2016-01-01,2016,755.796,FALSE,1. Resto país
Mendoza,Frutas frescas,subrubro,2016-01-01,2016,44.806,FALSE,1. Resto país
Mendoza,Frutas secas o procesadas,subrubro,2016-01-01,2016,58.982,FALSE,1. Resto país
Mendoza,Hortalizas y legumbres sin elaborar,subrubro,2016-01-01,2016,124.052,FALSE,1. Resto país
Mendoza,"Máquinas y aparatos, material eléctrico",subrubro,2016-01-01,2016,55.045,FALSE,1. Resto país
Mendoza,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,124.622,FALSE,1. Resto país
Mendoza,Resto de productos,subrubro,2016-01-01,2016,161.093,FALSE,1. Resto país
Mendoza,Total,total,2016-01-01,2016,1324.396,FALSE,1. Resto país
Misiones,"Café, té, yerba mate y especias",subrubro,2016-01-01,2016,155.36,FALSE,1. Resto país
Misiones,Frutas frescas,subrubro,2016-01-01,2016,4.975,FALSE,1. Resto país
Misiones,"Papel, cartón, impresos y publicaciones",subrubro,2016-01-01,2016,119.372,FALSE,1. Resto país
Misiones,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,0.678,FALSE,1. Resto país
Misiones,Resto de productos,subrubro,2016-01-01,2016,42.155,FALSE,1. Resto país
Misiones,Tabaco sin elaborar,subrubro,2016-01-01,2016,33.591,FALSE,1. Resto país
Misiones,Total,total,2016-01-01,2016,356.131,FALSE,1. Resto país
Neuquén,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2016-01-01,2016,6.764,FALSE,1. Resto país
Neuquén,Carburantes,subrubro,2016-01-01,2016,1.164,FALSE,1. Resto país
Neuquén,Frutas frescas,subrubro,2016-01-01,2016,32.941,FALSE,1. Resto país
Neuquén,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2016-01-01,2016,6.559,FALSE,1. Resto país
Neuquén,"Máquinas y aparatos, material eléctrico",subrubro,2016-01-01,2016,2.314,FALSE,1. Resto país
Neuquén,"Papel, cartón, impresos y publicaciones",subrubro,2016-01-01,2016,1.857,FALSE,1. Resto país
Neuquén,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,8.56,FALSE,1. Resto país
Neuquén,Productos químicos y conexos,subrubro,2016-01-01,2016,2.305,FALSE,1. Resto país
Neuquén,Resto de productos,subrubro,2016-01-01,2016,10.145,FALSE,1. Resto país
Neuquén,Total,total,2016-01-01,2016,72.609,FALSE,1. Resto país
Río Negro,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2016-01-01,2016,14.785,FALSE,1. Resto país
Río Negro,Carnes y sus preparados,subrubro,2016-01-01,2016,14.329,FALSE,1. Resto país
Río Negro,Frutas frescas,subrubro,2016-01-01,2016,283.615,FALSE,1. Resto país
Río Negro,Frutas secas o procesadas,subrubro,2016-01-01,2016,7.384,FALSE,1. Resto país
Río Negro,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2016-01-01,2016,12.88,FALSE,1. Resto país
Río Negro,"Minerales metalíferos, escorias y cenizas",subrubro,2016-01-01,2016,7.592,FALSE,1. Resto país
Río Negro,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,32.583,FALSE,1. Resto país
Río Negro,Resto de productos,subrubro,2016-01-01,2016,22.71,FALSE,1. Resto país
Río Negro,Total,total,2016-01-01,2016,395.878,FALSE,1. Resto país
Salta,"Azúcar, cacao y artículos de confitería",subrubro,2016-01-01,2016,27.779,FALSE,2. NOA-Resto
Salta,Cereales,subrubro,2016-01-01,2016,195.853,FALSE,2. NOA-Resto
Salta,Frutas frescas,subrubro,2016-01-01,2016,40.817,FALSE,2. NOA-Resto
Salta,Hortalizas y legumbres sin elaborar,subrubro,2016-01-01,2016,256.717,FALSE,2. NOA-Resto
Salta,Pieles y cueros,subrubro,2016-01-01,2016,27.14,FALSE,2. NOA-Resto
Salta,Productos químicos y conexos,subrubro,2016-01-01,2016,80.643,FALSE,2. NOA-Resto
Salta,Resto de productos,subrubro,2016-01-01,2016,95.274,FALSE,2. NOA-Resto
Salta,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,65.593,FALSE,2. NOA-Resto
Salta,Tabaco sin elaborar,subrubro,2016-01-01,2016,285.596,FALSE,2. NOA-Resto
Salta,Total,total,2016-01-01,2016,1075.412,FALSE,2. NOA-Resto
San Juan,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2016-01-01,2016,24.649,FALSE,1. Resto país
San Juan,Frutas frescas,subrubro,2016-01-01,2016,17.655,FALSE,1. Resto país
San Juan,Frutas secas o procesadas,subrubro,2016-01-01,2016,50.532,FALSE,1. Resto país
San Juan,Hortalizas y legumbres sin elaborar,subrubro,2016-01-01,2016,41.521,FALSE,1. Resto país
San Juan,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2016-01-01,2016,917.166,FALSE,1. Resto país
San Juan,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,59.139,FALSE,1. Resto país
San Juan,Productos químicos y conexos,subrubro,2016-01-01,2016,55.988,FALSE,1. Resto país
San Juan,Resto de productos,subrubro,2016-01-01,2016,95.291,FALSE,1. Resto país
San Juan,Total,total,2016-01-01,2016,1261.941,FALSE,1. Resto país
San Luis,Carnes y sus preparados,subrubro,2016-01-01,2016,79.665,FALSE,1. Resto país
San Luis,Cereales,subrubro,2016-01-01,2016,198.698,FALSE,1. Resto país
San Luis,Materias plásticas y sus manufacturas,subrubro,2016-01-01,2016,35.894,FALSE,1. Resto país
San Luis,Metales comunes y sus manufacturas,subrubro,2016-01-01,2016,12.077,FALSE,1. Resto país
San Luis,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,27.458,FALSE,1. Resto país
San Luis,Productos de molinería y sus preparaciones,subrubro,2016-01-01,2016,21.703,FALSE,1. Resto país
San Luis,Resto de productos,subrubro,2016-01-01,2016,104.369,FALSE,1. Resto país
San Luis,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,82.896,FALSE,1. Resto país
San Luis,Total,total,2016-01-01,2016,562.76,FALSE,1. Resto país
Santa Cruz,Carnes y sus preparados,subrubro,2016-01-01,2016,6.331,FALSE,1. Resto país
Santa Cruz,Frutas frescas,subrubro,2016-01-01,2016,3.353,FALSE,1. Resto país
Santa Cruz,Lanas sucias,subrubro,2016-01-01,2016,26.436,FALSE,1. Resto país
Santa Cruz,"Minerales metalíferos, escorias y cenizas",subrubro,2016-01-01,2016,119.177,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos elaborados,subrubro,2016-01-01,2016,3.044,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos sin elaborar,subrubro,2016-01-01,2016,480.4,FALSE,1. Resto país
Santa Cruz,Petróleo crudo,subrubro,2016-01-01,2016,149.484,FALSE,1. Resto país
Santa Cruz,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2016-01-01,2016,1255.332,FALSE,1. Resto país
Santa Cruz,Resto de productos,subrubro,2016-01-01,2016,6.503,FALSE,1. Resto país
Santa Cruz,Total,total,2016-01-01,2016,2050.06,FALSE,1. Resto país
Santa Fe,Carnes y sus preparados,subrubro,2016-01-01,2016,333.158,FALSE,1. Resto país
Santa Fe,Cereales,subrubro,2016-01-01,2016,776.484,FALSE,1. Resto país
Santa Fe,Grasas y aceites,subrubro,2016-01-01,2016,2826.695,FALSE,1. Resto país
Santa Fe,Material de transporte terrestre,subrubro,2016-01-01,2016,417.584,FALSE,1. Resto país
Santa Fe,"Máquinas y aparatos, material eléctrico",subrubro,2016-01-01,2016,308.387,FALSE,1. Resto país
Santa Fe,Productos lácteos,subrubro,2016-01-01,2016,279.412,FALSE,1. Resto país
Santa Fe,Productos químicos y conexos,subrubro,2016-01-01,2016,1186.407,FALSE,1. Resto país
Santa Fe,Residuos y desperdicios de la industria alimenticia,subrubro,2016-01-01,2016,6580.769,FALSE,1. Resto país
Santa Fe,Resto de productos,subrubro,2016-01-01,2016,643.834,FALSE,1. Resto país
Santa Fe,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,476.651,FALSE,1. Resto país
Santa Fe,Total,total,2016-01-01,2016,13829.381,FALSE,1. Resto país
Santiago del Estero,Carnes y sus preparados,subrubro,2016-01-01,2016,13.718,FALSE,2. NOA-Resto
Santiago del Estero,Cereales,subrubro,2016-01-01,2016,534.806,FALSE,2. NOA-Resto
Santiago del Estero,Fibras de algodón,subrubro,2016-01-01,2016,30.525,FALSE,2. NOA-Resto
Santiago del Estero,Hortalizas y legumbres sin elaborar,subrubro,2016-01-01,2016,122.279,FALSE,2. NOA-Resto
Santiago del Estero,Residuos y desperdicios de la industria alimenticia,subrubro,2016-01-01,2016,42.414,FALSE,2. NOA-Resto
Santiago del Estero,Resto de productos,subrubro,2016-01-01,2016,7.901,FALSE,2. NOA-Resto
Santiago del Estero,Semillas y frutos oleaginosos,subrubro,2016-01-01,2016,141.619,FALSE,2. NOA-Resto
Santiago del Estero,Total,total,2016-01-01,2016,893.262,FALSE,2. NOA-Resto
Tierra del Fuego,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2016-01-01,2016,39.151,FALSE,1. Resto país
Tierra del Fuego,Materias plásticas y sus manufacturas,subrubro,2016-01-01,2016,12.943,FALSE,1. Resto país
Tierra del Fuego,"Máquinas y aparatos, material eléctrico",subrubro,2016-01-01,2016,17.453,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos elaborados,subrubro,2016-01-01,2016,26.646,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos sin elaborar,subrubro,2016-01-01,2016,73.21,FALSE,1. Resto país
Tierra del Fuego,Residuos y desperdicios de la industria alimenticia,subrubro,2016-01-01,2016,3.313,FALSE,1. Resto país
Tierra del Fuego,Resto de productos,subrubro,2016-01-01,2016,3.45,FALSE,1. Resto país
Tierra del Fuego,Total,total,2016-01-01,2016,176.166,FALSE,1. Resto país
Tucumán,"Azúcar, cacao y artículos de confitería",subrubro,2016-01-01,2016,172.897,FALSE,2. NOA-Resto
Tucumán,Frutas frescas,subrubro,2016-01-01,2016,286.484,FALSE,2. NOA-Resto
Tucumán,Material de transporte terrestre,subrubro,2016-01-01,2016,99.298,FALSE,2. NOA-Resto
Tucumán,"Preparados de hortalizas, legumbres y frutas",subrubro,2016-01-01,2016,152.336,FALSE,2. NOA-Resto
Tucumán,Productos químicos y conexos,subrubro,2016-01-01,2016,153.325,FALSE,2. NOA-Resto
Tucumán,Residuos y desperdicios de la industria alimenticia,subrubro,2016-01-01,2016,160.273,FALSE,2. NOA-Resto
Tucumán,Resto de productos,subrubro,2016-01-01,2016,177.939,FALSE,2. NOA-Resto
Tucumán,Total,total,2016-01-01,2016,1202.552,FALSE,2. NOA-Resto
Buenos Aires,"Azúcar ,cacao y artículos de confitería",subrubro,2017-01-01,2017,78.916574,FALSE,1. Resto país
Buenos Aires,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2017-01-01,2017,75.046605,FALSE,1. Resto país
Buenos Aires,Carburantes,subrubro,2017-01-01,2017,403.720011,FALSE,1. Resto país
Buenos Aires,Carnes y sus preparados,subrubro,2017-01-01,2017,986.391028,FALSE,1. Resto país
Buenos Aires,Caucho y sus manufacturas,subrubro,2017-01-01,2017,242.7691,FALSE,1. Resto país
Buenos Aires,Cereales,subrubro,2017-01-01,2017,2422.920484,FALSE,1. Resto país
Buenos Aires,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2017-01-01,2017,323.274086,FALSE,1. Resto país
Buenos Aires,Grasas y aceites,subrubro,2017-01-01,2017,1095.839961,FALSE,1. Resto país
Buenos Aires,Hortalizas y legumbres sin elaborar,subrubro,2017-01-01,2017,27.30555,FALSE,1. Resto país
Buenos Aires,"Manufacturas de piedra, yeso, vidrio, etc.",subrubro,2017-01-01,2017,65.590778,FALSE,1. Resto país
Buenos Aires,Material de transporte terrestre,subrubro,2017-01-01,2017,4363.671366,FALSE,1. Resto país
Buenos Aires,Materias plásticas y sus manufacturas,subrubro,2017-01-01,2017,830.658376,FALSE,1. Resto país
Buenos Aires,Metales comunes y sus manufacturas,subrubro,2017-01-01,2017,751.453513,FALSE,1. Resto país
Buenos Aires,Miel,subrubro,2017-01-01,2017,88.294923,FALSE,1. Resto país
Buenos Aires,"Máquinas y aparatos, material eléctrico",subrubro,2017-01-01,2017,459.688589,FALSE,1. Resto país
Buenos Aires,"Papel, cartón, impresos y publicaciones",subrubro,2017-01-01,2017,85.297381,FALSE,1. Resto país
Buenos Aires,Pescados y mariscos elaborados,subrubro,2017-01-01,2017,189.51455,FALSE,1. Resto país
Buenos Aires,Pescados y mariscos sin elaborar,subrubro,2017-01-01,2017,323.172882,FALSE,1. Resto país
Buenos Aires,Pieles y cueros,subrubro,2017-01-01,2017,411.49325,FALSE,1. Resto país
Buenos Aires,"Preparados de hortalizas, legumbres y frutas",subrubro,2017-01-01,2017,176.787806,FALSE,1. Resto país
Buenos Aires,Productos de molinería y sus preparaciones,subrubro,2017-01-01,2017,532.412673,FALSE,1. Resto país
Buenos Aires,Productos lácteos,subrubro,2017-01-01,2017,78.819237,FALSE,1. Resto país
Buenos Aires,Productos químicos y conexos,subrubro,2017-01-01,2017,2007.895104,FALSE,1. Resto país
Buenos Aires,Residuos y desperdicios de la industria alimentaria,subrubro,2017-01-01,2017,1486.182114,FALSE,1. Resto país
Buenos Aires,Resto de productos,subrubro,2017-01-01,2017,675.760964,FALSE,1. Resto país
Buenos Aires,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,936.867066,FALSE,1. Resto país
Buenos Aires,Textiles y confecciones,subrubro,2017-01-01,2017,121.099761,FALSE,1. Resto país
Buenos Aires,Total,total,2017-01-01,2017,19240.843732,FALSE,1. Resto país
C.A.B.A.,Carnes y sus preparados,subrubro,2017-01-01,2017,18.924137,FALSE,1. Resto país
C.A.B.A.,"Máquinas y aparatos, material eléctrico",subrubro,2017-01-01,2017,10.747017,FALSE,1. Resto país
C.A.B.A.,"Papel, cartón, impresos y publicaciones",subrubro,2017-01-01,2017,4.736881,FALSE,1. Resto país
C.A.B.A.,Pieles y cueros,subrubro,2017-01-01,2017,36.526586,FALSE,1. Resto país
C.A.B.A.,Productos de molinería y sus preparaciones,subrubro,2017-01-01,2017,5.340032,FALSE,1. Resto país
C.A.B.A.,Productos químicos y conexos,subrubro,2017-01-01,2017,218.230297,FALSE,1. Resto país
C.A.B.A.,Resto de productos,subrubro,2017-01-01,2017,38.987511,FALSE,1. Resto país
C.A.B.A.,Total,total,2017-01-01,2017,333.492461,FALSE,1. Resto país
Catamarca,"Azúcar ,cacao y artículos de confitería",subrubro,2017-01-01,2017,3.25081,FALSE,2. NOA-Resto
Catamarca,Cereales,subrubro,2017-01-01,2017,8.631643,FALSE,2. NOA-Resto
Catamarca,Frutas frescas,subrubro,2017-01-01,2017,2.085546,FALSE,2. NOA-Resto
Catamarca,Grasas y aceites,subrubro,2017-01-01,2017,18.562607,FALSE,2. NOA-Resto
Catamarca,Hortalizas y legumbres sin elaborar,subrubro,2017-01-01,2017,1.544861,FALSE,2. NOA-Resto
Catamarca,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2017-01-01,2017,70.090761,FALSE,2. NOA-Resto
Catamarca,Productos químicos y conexos,subrubro,2017-01-01,2017,75.675823,FALSE,2. NOA-Resto
Catamarca,Resto de productos,subrubro,2017-01-01,2017,425.74589,FALSE,2. NOA-Resto
Catamarca,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,3.596311,FALSE,2. NOA-Resto
Catamarca,Tabaco sin elaborar,subrubro,2017-01-01,2017,1.123649,FALSE,2. NOA-Resto
Catamarca,Total,total,2017-01-01,2017,610.307902,FALSE,2. NOA-Resto
Chaco,Cereales,subrubro,2017-01-01,2017,178.929218,FALSE,1. Resto país
Chaco,Extractos curtientes y tintóreos,subrubro,2017-01-01,2017,64.018005,FALSE,1. Resto país
Chaco,Fibras de algodón,subrubro,2017-01-01,2017,10.83781,FALSE,1. Resto país
Chaco,Resto de productos,subrubro,2017-01-01,2017,26.463216,FALSE,1. Resto país
Chaco,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,85.504939,FALSE,1. Resto país
Chaco,Total,total,2017-01-01,2017,365.753187,FALSE,1. Resto país
Chubut,Lanas elaboradas,subrubro,2017-01-01,2017,118.230645,FALSE,1. Resto país
Chubut,Lanas sucias,subrubro,2017-01-01,2017,43.071922,FALSE,1. Resto país
Chubut,Metales comunes y sus manufacturas,subrubro,2017-01-01,2017,755.17214,FALSE,1. Resto país
Chubut,Pescados y mariscos elaborados,subrubro,2017-01-01,2017,28.981344,FALSE,1. Resto país
Chubut,Pescados y mariscos sin elaborar,subrubro,2017-01-01,2017,771.518318,FALSE,1. Resto país
Chubut,Petróleo crudo,subrubro,2017-01-01,2017,462.826507,FALSE,1. Resto país
Chubut,Resto de productos,subrubro,2017-01-01,2017,15.512626,FALSE,1. Resto país
Chubut,Total,total,2017-01-01,2017,2195.313503,FALSE,1. Resto país
Corrientes,"Café, té, yerba mate y especias",subrubro,2017-01-01,2017,16.986668,FALSE,1. Resto país
Corrientes,Cereales,subrubro,2017-01-01,2017,80.082562,FALSE,1. Resto país
Corrientes,Frutas frescas,subrubro,2017-01-01,2017,35.64543,FALSE,1. Resto país
Corrientes,"Preparados de hortalizas, legumbres y frutas",subrubro,2017-01-01,2017,5.602541,FALSE,1. Resto país
Corrientes,Productos químicos y conexos,subrubro,2017-01-01,2017,5.6219,FALSE,1. Resto país
Corrientes,Resto de productos,subrubro,2017-01-01,2017,47.560973,FALSE,1. Resto país
Corrientes,Total,total,2017-01-01,2017,191.500075,FALSE,1. Resto país
Córdoba,"Azúcar ,cacao y artículos de confitería",subrubro,2017-01-01,2017,53.510269,FALSE,1. Resto país
Córdoba,Carnes y sus preparados,subrubro,2017-01-01,2017,83.810753,FALSE,1. Resto país
Córdoba,Cereales,subrubro,2017-01-01,2017,1921.456277,FALSE,1. Resto país
Córdoba,Extractos curtientes y tintóreos,subrubro,2017-01-01,2017,109.962598,FALSE,1. Resto país
Córdoba,Grasas y aceites,subrubro,2017-01-01,2017,873.678134,FALSE,1. Resto país
Córdoba,Hortalizas y legumbres sin elaborar,subrubro,2017-01-01,2017,96.521211,FALSE,1. Resto país
Córdoba,Material de transporte terrestre,subrubro,2017-01-01,2017,625.982042,FALSE,1. Resto país
Córdoba,Materias plásticas y sus manufacturas,subrubro,2017-01-01,2017,32.914743,FALSE,1. Resto país
Córdoba,"Máquinas y aparatos, material eléctrico",subrubro,2017-01-01,2017,196.219073,FALSE,1. Resto país
Córdoba,"Preparados de hortalizas, legumbres y frutas",subrubro,2017-01-01,2017,525.467866,FALSE,1. Resto país
Córdoba,Productos de molinería y sus preparaciones,subrubro,2017-01-01,2017,46.473139,FALSE,1. Resto país
Córdoba,Productos lácteos,subrubro,2017-01-01,2017,183.622346,FALSE,1. Resto país
Córdoba,Productos químicos y conexos,subrubro,2017-01-01,2017,225.451059,FALSE,1. Resto país
Córdoba,Residuos y desperdicios de la industria alimentaria,subrubro,2017-01-01,2017,1956.336208,FALSE,1. Resto país
Córdoba,Resto de productos,subrubro,2017-01-01,2017,128.73175,FALSE,1. Resto país
Córdoba,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,1008.038406,FALSE,1. Resto país
Córdoba,Total,total,2017-01-01,2017,8068.175876,FALSE,1. Resto país
Entre Ríos,Carnes y sus preparados,subrubro,2017-01-01,2017,240.424093,FALSE,1. Resto país
Entre Ríos,Cereales,subrubro,2017-01-01,2017,412.797185,FALSE,1. Resto país
Entre Ríos,Energía eléctrica,subrubro,2017-01-01,2017,NA,FALSE,1. Resto país
Entre Ríos,Frutas frescas,subrubro,2017-01-01,2017,68.82577,FALSE,1. Resto país
Entre Ríos,Miel,subrubro,2017-01-01,2017,15.175116,FALSE,1. Resto país
Entre Ríos,Productos de molinería y sus preparaciones,subrubro,2017-01-01,2017,44.156961,FALSE,1. Resto país
Entre Ríos,Productos lácteos,subrubro,2017-01-01,2017,31.565799,FALSE,1. Resto país
Entre Ríos,Productos químicos y conexos,subrubro,2017-01-01,2017,70.603566,FALSE,1. Resto país
Entre Ríos,Resto de productos,subrubro,2017-01-01,2017,159.999244,FALSE,1. Resto país
Entre Ríos,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,191.660548,FALSE,1. Resto país
Entre Ríos,Total,total,2017-01-01,2017,1235.208281,FALSE,1. Resto país
Formosa,Cereales,subrubro,2017-01-01,2017,18.526148,FALSE,1. Resto país
Formosa,Extractos curtientes y tintóreos,subrubro,2017-01-01,2017,5.516639,FALSE,1. Resto país
Formosa,Fibras de algodón,subrubro,2017-01-01,2017,0.514686,FALSE,1. Resto país
Formosa,Otros productos de origen animal,subrubro,2017-01-01,2017,5.403595,FALSE,1. Resto país
Formosa,Productos químicos y conexos,subrubro,2017-01-01,2017,0.895696,FALSE,1. Resto país
Formosa,Resto de productos,subrubro,2017-01-01,2017,6.85388,FALSE,1. Resto país
Formosa,Total,total,2017-01-01,2017,37.710644,FALSE,1. Resto país
Jujuy,"Azúcar ,cacao y artículos de confitería",subrubro,2017-01-01,2017,35.734444,FALSE,2. NOA-Resto
Jujuy,Frutas frescas,subrubro,2017-01-01,2017,16.320172,FALSE,2. NOA-Resto
Jujuy,Hortalizas y legumbres sin elaborar,subrubro,2017-01-01,2017,17.282215,FALSE,2. NOA-Resto
Jujuy,"Minerales metalíferos, escorias y cenizas",subrubro,2017-01-01,2017,174.862322,FALSE,2. NOA-Resto
Jujuy,"Papel, cartón, impresos y publicaciones",subrubro,2017-01-01,2017,11.345952,FALSE,2. NOA-Resto
Jujuy,Productos de molinería y sus preparaciones,subrubro,2017-01-01,2017,13.390036,FALSE,2. NOA-Resto
Jujuy,Productos químicos y conexos,subrubro,2017-01-01,2017,133.532636,FALSE,2. NOA-Resto
Jujuy,Resto de productos,subrubro,2017-01-01,2017,62.800525,FALSE,2. NOA-Resto
Jujuy,Tabaco sin elaborar,subrubro,2017-01-01,2017,71.641245,FALSE,2. NOA-Resto
Jujuy,Total,total,2017-01-01,2017,536.909547,FALSE,2. NOA-Resto
La Pampa,Carnes y sus preparados,subrubro,2017-01-01,2017,46.548003,FALSE,1. Resto país
La Pampa,Cereales,subrubro,2017-01-01,2017,235.563353,FALSE,1. Resto país
La Pampa,Grasas y aceites,subrubro,2017-01-01,2017,7.425066,FALSE,1. Resto país
La Pampa,"Manufacturas de piedra, yeso, vidrio, etc.",subrubro,2017-01-01,2017,2.757601,FALSE,1. Resto país
La Pampa,Miel,subrubro,2017-01-01,2017,19.235286,FALSE,1. Resto país
La Pampa,Resto de productos,subrubro,2017-01-01,2017,5.907246,FALSE,1. Resto país
La Pampa,Semillas y frutos oleaginosos,subrubro,2017-01-01,2017,78.994744,FALSE,1. Resto país
La Pampa,Total,total,2017-01-01,2017,396.431299,FALSE,1. Resto país
La Rioja,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2017-01-01,2017,14.92492,FALSE,3. La Rioja
La Rioja,Grasas y aceites,subrubro,2017-01-01,2017,56.22785,FALSE,3. La Rioja
La Rioja,"Papel, cartón, impresos y publicaciones",subrubro,2017-01-01,2017,63.102916,FALSE,3. La Rioja
La Rioja,"Preparados de hortalizas, legumbres y frutas",subrubro,2017-01-01,2017,40.455469,FALSE,3. La Rioja
La Rioja,Resto de productos,subrubro,2017-01-01,2017,71.134307,FALSE,3. La Rioja
La Rioja,Total,total,2017-01-01,2017,245.845463,FALSE,3. La Rioja
Mendoza,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2017-01-01,2017,738.081823,FALSE,1. Resto país
Mendoza,Frutas frescas,subrubro,2017-01-01,2017,47.992642,FALSE,1. Resto país
Mendoza,Frutas secas o procesadas,subrubro,2017-01-01,2017,46.737788,FALSE,1. Resto país
Mendoza,Grasas y aceites,subrubro,2017-01-01,2017,58.531025,FALSE,1. Resto país
Mendoza,Hortalizas y legumbres sin elaborar,subrubro,2017-01-01,2017,136.447685,FALSE,1. Resto país
Mendoza,Materias plásticas y sus manufacturas,subrubro,2017-01-01,2017,10.188429,FALSE,1. Resto país
Mendoza,Metales comunes y sus manufacturas,subrubro,2017-01-01,2017,30.104604,FALSE,1. Resto país
Mendoza,"Máquinas y aparatos, material eléctrico",subrubro,2017-01-01,2017,57.317176,FALSE,1. Resto país
Mendoza,"Preparados de hortalizas, legumbres y frutas",subrubro,2017-01-01,2017,104.322439,FALSE,1. Resto país
Mendoza,Productos químicos y conexos,subrubro,2017-01-01,2017,18.908424,FALSE,1. Resto país
Mendoza,Resto de productos,subrubro,2017-01-01,2017,101.043887,FALSE,1. Resto país
Mendoza,Total,total,2017-01-01,2017,1349.675922,FALSE,1. Resto país
Misiones,"Café, té, yerba mate y especias",subrubro,2017-01-01,2017,159.528143,FALSE,1. Resto país
Misiones,Cereales,subrubro,2017-01-01,2017,6.216301,FALSE,1. Resto país
Misiones,"Papel, cartón, impresos y publicaciones",subrubro,2017-01-01,2017,142.086883,FALSE,1. Resto país
Misiones,Resto de productos,subrubro,2017-01-01,2017,52.589095,FALSE,1. Resto país
Misiones,Tabaco sin elaborar,subrubro,2017-01-01,2017,62.324154,FALSE,1. Resto país
Misiones,Total,total,2017-01-01,2017,422.744576,FALSE,1. Resto país
Neuquén,Frutas frescas,subrubro,2017-01-01,2017,33.645106,FALSE,1. Resto país
Neuquén,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2017-01-01,2017,2.825127,FALSE,1. Resto país
Neuquén,Petróleo crudo,subrubro,2017-01-01,2017,NA,FALSE,1. Resto país
Neuquén,Productos químicos y conexos,subrubro,2017-01-01,2017,2.696597,FALSE,1. Resto país
Neuquén,Resto de productos,subrubro,2017-01-01,2017,20.768123,FALSE,1. Resto país
Neuquén,Total,total,2017-01-01,2017,59.934954,FALSE,1. Resto país
