"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQSMNOQTPHKLMOCDEJMDB00604117";3;2017;46;1;30;16700;5566,67;1;344;2;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;1;"";2;2;"";4;2;1;1;"";1;2;1;1;2;2;2;1;0;2;0;0;0;326
"TQRMNORYVHKLMOCDEJMDB00604127";3;2017;46;1;30;12200;2440;1;291;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;5;1;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;0;2;0;0;0;326
"TQRMNOQSSHKLLQCDEJMDB00603908";3;2017;46;2;30;20000;10000;1;398;3;1;2;0;2;2;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;445
"TQRMNORXSHKLLQCDEJMDB00604208";3;2017;46;1;30;27500;13750;1;456;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;445
"TQRMNOPTVHKLMPCDEJMDB00604121";3;2017;46;1;30;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;"";2;1;"";2;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;369
"TQRMNOPTYHKLMPCDEJMDB00603882";3;2017;46;1;30;8000;8000;1;431;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;369
"TQRMNOPTWHKLMPCDEJMDB00603854";3;2017;46;1;30;25000;5000;1;401;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;369
"TQRMNORTYHKLMLCDEJMDB00604040";3;2017;46;1;30;50000;16666,67;1;232;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;271
"TQRMNORUPHKLMLCDEJMDB00604175";3;2017;46;1;30;63400;12680;1;263;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;5;1;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;271
"TQRMNORWSHKKLLCDEJMDB00603964";3;2017;46;1;30;12000;12000;1;388;1;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;348
"TQRMNOQUXHKLLTCDEJLCH00599790";3;2017;45;1;26;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;115
"TQSMNOPQYHKLLPCDEJMDB00604286";3;2017;46;1;30;18000;18000;1;918;2;2;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1;"";2;2;"";4;2;1;1;"";1;1;2;1;2;1;2;1;0;98;0;0;0;809
"TQRMNOSPWHKLLTCDEJLCH00599797";3;2017;45;1;26;33800;3072,73;1;169;4;4;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;11;3;8;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;4;0;115
"TQRMNOSPXHKLLTCDEJLCH00599758";3;2017;45;1;26;32000;8000;1;147;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;115
"TQRMNOQRVHKLLPCDEJMDB00604290";3;2017;46;1;30;16000;8000;1;883;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;1;2;2;0;98;0;0;0;809
"TQRMNOQYRHKMKSCDEKGEH00599982";3;2017;50;1;46;56000;28000;1;42;4;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;39
"TQRMNOSPXHKLLQCDEJLCH00599905";3;2017;45;1;26;21000;21000;1;158;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;2;"";4;1;1;1;"";1;1;1;2;2;2;2;96;0;98;0;0;0;149
"TQRMNORWUHKNKSCDEJODJ00597820";3;2017;48;1;38;9200;3066,67;1;172;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;169
"TQRMNOPQQHKMKSCDEKGEH00599980";3;2017;50;1;46;4000;2000;1;36;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;39
"TQRMNOPQUHKMKSCDEKGEH00600030";3;2017;50;1;46;43000;10750;1;43;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;39
"TQRMNOQPUHKLLQCDEJLCH00599907";3;2017;45;1;26;46600;6657,14;1;192;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1;"";1;2;"";6;1;1;1;"";1;1;1;1;2;2;2;1;0;3;4;6;0;149
"TQRMNOQXSHKMKRCDELIJB00600832";3;2017;62;1;90;7400;3700;1;226;2;2;2;0;1;1;2;2;0;2;0;8;"";2;"";2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1;"";4;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;199
"TQRMNOQXSHKMKRCDELIJB00600832";3;2017;62;3;90;5100;1700;1;218;1;1;2;0;1;1;2;2;0;2;0;6;"";2;"";2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;1;"";4;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;199
"TQRMNORQPHKLLTCDEJMDB00603970";3;2017;46;1;30;18000;18000;1;326;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;97;0;1;0;0;0;295
"TQRMNORXXHKMLOCDEJKCD00604736";3;2017;44;1;22;29000;7250;1;1103;4;3;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1;"";4;1;"";4;1;1;4;"tanque cisterna";1;1;1;2;2;2;2;2;0;96;0;0;0;1043
"TQRMNORQRHKOKRCDEJMDB00604194";3;2017;46;1;30;20000;3333,33;1;193;1;1;2;0;1;2;2;2;0;2;0;2;"";2;"";4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1;"";1;2;"";4;2;2;2;"";2;0;0;0;2;2;2;1;0;3;0;0;0;177
"TQTMNORQTHKOKRCDEJMDB00604201";3;2017;46;1;30;6800;6800;1;212;1;1;2;0;1;2;2;2;0;2;0;2;"";2;"";4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";1;3;"";4;2;2;1;"";2;0;0;0;2;2;2;1;0;98;0;0;0;177
"TQRMNOPQSHKKKUCDEJKCD00604336";3;2017;44;1;22;8500;2125;1;265;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;259
"TQRMNOPYWHKLMPCDEJLCH00599621";3;2017;45;3;26;3500;1166,67;1;249;3;3;2;0;1;2;2;2;0;1;1;9;"CASA ALQUILADA POR MUNICIPIO PARA ESTUDIANTES";1;"";2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;97;0;0;0;199
"TQRMNOPYWHKLMPCDEJLCH00599621";3;2017;45;2;26;5289;2644,5;1;223;3;3;2;0;1;2;2;2;0;1;1;9;"CASA ALQUILADA POR MUNICIPIO PARA ESTUDIANTES";1;"";2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;0;2;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;97;0;0;0;199
"TQRMNOPYWHKLMPCDEJLCH00599621";3;2017;45;1;26;3800;1900;1;225;3;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;3;98;0;0;0;199
"TQRMNOQVVHKKKUCDEJKCD00604330";3;2017;44;1;22;12100;4033,33;1;254;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;259
"TQRMNOPYYHKLMPCDEJLCH00599751";3;2017;45;1;26;17000;8500;1;234;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;96;0;0;0;199
"TQRMNOQWPHKKKUCDEJKCD00604356";3;2017;44;1;22;24500;8166,67;1;278;3;2;2;0;2;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;259
"TQRMNOQPPHKLMPCDEJLCH00599566";3;2017;45;1;26;12000;6000;1;237;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;199
"TQRMNORWXHKLMPCDEJLCH00599800";3;2017;45;1;26;12000;6000;1;227;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;199
"TQRMNOPYSHKLLPCDEJLCH00599755";3;2017;45;2;26;15000;7500;1;116;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;115
"TQRMNOPTQHKOKQCDEJKCD00604361";3;2017;44;1;22;21400;7133,33;1;159;4;2;1;1;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;2;98;0;0;0;152
"TQRMNORRXHKOKQCDEJKCD00604342";3;2017;44;2;22;12900;2150;1;152;3;1;1;1;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;1;"";2;2;"";4;1;3;4;"bidones familiares";1;2;3;4;2;2;2;2;0;98;0;0;0;152
"TQRMNORRYHKOKQCDEJKCD00604367";3;2017;44;1;22;10490;5245;1;144;4;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;2;2;2;2;2;97;0;98;0;0;0;152
"TQRMNOPVQHKKLLCDEJLCH00599829";3;2017;45;1;26;18800;4700;1;103;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;98
"TQRMNOPVRHKKLLCDEJLCH00599802";3;2017;45;2;26;6000;3000;1;111;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;98
"TQRMNOPVTHKKLLCDEJLCH00599608";3;2017;45;1;26;67000;11166,67;1;124;3;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;6;1;5;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;3;4;5;0;98
"TQRMNOQVVHKKLLCDEJLCH00599724";3;2017;45;1;26;32000;10666,67;1;117;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;98
"TQRMNORRTHKLLUCDEJMDB00604315";3;2017;46;1;30;50000;12500;1;416;1;1;2;0;1;1;1;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;434
"TQRMNOPSSHKLLUCDEJMDB00604310";3;2017;46;1;30;255000;127500;1;443;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;434
"TQRMNORPUHKMLLCDEJMDB00604079";3;2017;46;1;30;17200;2866,67;1;859;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;2;6;1;5;1;"";2;2;"";4;2;1;1;"";1;1;1;1;1;1;2;2;0;98;0;0;0;789
"TQRMNORXTHKKKSCDEJLCH00599594";3;2017;45;1;26;35000;11666,67;1;135;4;2;1;1;1;1;1;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;110
"TQRMNORXUHKKKSCDEJLCH00599595";3;2017;45;1;26;58600;29300;1;126;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;110
"TQRMNOQRQHKNKOCDEJMDB00604023";3;2017;46;1;30;6000;6000;1;261;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;1;2;1;0;98;0;0;0;205
"TQRMNOQQTHKOKOCDEJLCH00599876";3;2017;45;1;26;35000;5833,33;1;179;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;156
"TQRMNOPXPHKMLMCDEJMDB00604238";3;2017;46;1;30;17800;3560;1;519;3;1;2;0;1;1;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;5;2;3;1;"";3;1;"";4;1;1;1;"";1;2;1;1;2;2;2;2;0;1;0;0;0;468
"TQRMNOSSVHKMKRCDEJLCH00599647";3;2017;45;1;26;59000;19666,67;1;200;4;2;1;1;1;1;2;2;0;1;1;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;179
"TQRMNOQWYHKOKRCDEKOHJ00604894";3;2017;58;2;78;10000;10000;1;184;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;174
"TQRMNOQWRHKOKQCDEKOHJ00604784";3;2017;58;1;78;0;0;1;104;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;1;0;1;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;164
"TQRMNOQUVHKNKQCDEKOHJ00604797";3;2017;58;1;78;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;78
"TQRMNOQVPHKNKQCDEKOHJ00604782";3;2017;58;1;78;7000;1400;1;121;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;1;2;2;1;0;98;0;0;0;78
