CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA
TQRMNOQVXHLLKUCDEIGED00638294;3;2019;30;1;42;51000;25500;1;204;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;132
TQRMNORVQHLOKRCDEGJBF00636368;3;2019;13;1;14;35000;11666,67;1;683;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;649
TQRMNOPTVHLOLRCDEFKID00635182;3;2019;4;1;82;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;4;1;;1;1;1;2;;1;1;1;2;2;2;2;2;1;98;0;0;0;312
TQRMNORRQHJLLLCDEFLID00635387;3;2019;5;1;82;32000;32000;1;572;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;403
TQRMNOQUQHLLLLCDEHPJB00638073;3;2019;29;1;90;126000;21000;1;365;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2;2;2;6;0;6;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;342
TQRMNOPYWHLMKMCDEIOAH00639982;3;2019;38;1;82;22360;5590;1;119;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;97
TQRMNORXQHLOKNCDEFLID00635426;3;2019;5;1;82;41000;13666,67;1;482;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;336
TQRMNOQWRHLOKOCDEFLID00635302;3;2019;5;1;82;31100;7775;1;458;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;339
TQRMNOSSUHLOKOCDEFLID00635350;3;2019;5;1;82;23000;11500;1;371;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;339
TQRMNOSSVHLOKOCDEFLID00635354;3;2019;5;1;82;41000;10250;1;433;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;0;1;0;0;0;339
TQRMNORQXHLLLQCDEIJAH00639030;3;2019;33;1;6;44500;11125;1;308;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;4;1;3;2;;4;1;;2;1;1;2;;1;1;1;1;2;2;2;2;0;98;0;0;0;191
TQRMNOPWRHLMLPCDEFJAH00634983;3;2019;3;1;6;30000;30000;1;397;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;233
TQRMNORXRHLMLPCDEFJAH00634984;3;2019;3;1;6;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;;4;2;;1;1;1;1;;1;1;1;1;2;2;2;2;0;4;5;0;0;233
TQRMNOQSTHLKLQCDEOHCH00640169;3;2019;91;1;26;105000;105000;1;125;4;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;96;0;98;0;0;0;128
TQRMNOQWTHLMLOCDEFPCH00636014;3;2019;9;1;26;31200;7800;1;206;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;192
TQRMNOQTUHLMKQCDEFMDB00635561;3;2019;6;1;30;59000;14750;1;305;3;3;2;0;2;1;1;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;146
TQRMNOSQWHLMKQCDEFMDB00635468;3;2019;6;1;30;23000;11500;1;272;2;2;2;0;2;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;146
TQRMNOPPYHLNKPCDEGPDJ00637178;3;2019;19;1;38;2400;1200;1;133;3;1;2;0;1;2;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;132
TQRMNOQTRHLNKPCDEGPDJ00637150;3;2019;19;1;38;9000;9000;1;131;3;1;2;0;1;2;2;2;0;2;0;8;;2;;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;3;2;;2;2;1;1;;1;1;2;2;2;2;2;1;0;98;0;0;0;132
